ndex,species,forme,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35,move36,move37,move38,move39,move40,move41,move42,move43,move44,move45,move46,move47,move48,move49,move50,move51,move52,move53,move54,move55,move56,move57,move58,move59,move60,move61,move62,move63,move64,move65,move66,move67,move68,move69,move70,move71,move72,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
482,Azelf,Azelf,Start - Natural Gift,Start - Last Resort,Start - Rest,Start - Confusion,L6 - Imprison,L16 - Detect,L21 - Swift,L31 - Uproar,L36 - Future Sight,L46 - Nasty Plot,L50 - Extrasensory,L61 - Last Resort,L66 - Natural Gift,L76 - Explosion,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM48 - Round,TM53 - Energy Ball,TM56 - Fling,TM57 - Charge Beam,TM62 - Acrobatics,TM64 - Explosion,TM66 - Payback,TM68 - Giga Impact,TM73 - Thunder Wave,TM77 - Psych Up,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM92 - Trick Room,TM99 - Dazzling Gleam,TM100 - Confide,ORAS - Signal Beam,ORAS - Uproar,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Ice Punch,ORAS - Magic Coat,ORAS - Last Resort,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Role Play,ORAS - Shock Wave,ORAS - Water Pulse,ORAS - Helping Hand,ORAS - Trick,ORAS - Magic Room,ORAS - Wonder Room,ORAS - Recycle,ORAS - Stealth Rock,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Dialga,Dialga,Start - Dragon Breath,Start - Scary Face,L6 - Metal Claw,L10 - Ancient Power,L15 - Slash,L19 - Power Gem,L24 - Metal Burst,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Iron Tail,L46 - Roar of Time,L50 - Flash Cannon,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM48 - Round,TM49 - Echoed Voice,TM50 - Overheat,TM65 - Shadow Claw,TM68 - Giga Impact,TM71 - Stone Edge,TM73 - Thunder Wave,TM77 - Psych Up,TM78 - Bulldoze,TM80 - Rock Slide,TM82 - Dragon Tail,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM91 - Flash Cannon,TM92 - Trick Room,TM100 - Confide,Tutor - Draco Meteor,ORAS - Iron Head,ORAS - Earth Power,ORAS - Gravity,ORAS - Magnet Rise,ORAS - Iron Defense,ORAS - Dragon Pulse,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Shock Wave,ORAS - Outrage,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Palkia,Palkia,Start - Dragon Breath,Start - Scary Face,L6 - Water Pulse,L10 - Ancient Power,L15 - Slash,L19 - Power Gem,L24 - Aqua Tail,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Aqua Tail,L46 - Spacial Rend,L50 - Hydro Pump,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM48 - Round,TM49 - Echoed Voice,TM52 - Focus Blast,TM56 - Fling,TM65 - Shadow Claw,TM68 - Giga Impact,TM71 - Stone Edge,TM73 - Thunder Wave,TM77 - Psych Up,TM78 - Bulldoze,TM80 - Rock Slide,TM82 - Dragon Tail,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM92 - Trick Room,TM94 - Surf,TM100 - Confide,Tutor - Draco Meteor,ORAS - Earth Power,ORAS - Gravity,ORAS - Aqua Tail,ORAS - Dragon Pulse,ORAS - Hyper Voice,ORAS - Snore,ORAS - Focus Punch,ORAS - Shock Wave,ORAS - Water Pulse,ORAS - Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Heatran,Heatran,Start - Magma Storm,Start - Heat Wave,Start - Earth Power,Start - Iron Head,Start - Fire Spin,Start - Ancient Power,L9 - Leer,L17 - Fire Fang,L25 - Metal Sound,L33 - Crunch,L41 - Scary Face,L49 - Lava Plume,L57 - Fire Spin,L65 - Iron Head,L73 - Earth Power,L81 - Heat Wave,L88 - Stone Edge,L96 - Magma Storm,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM48 - Round,TM50 - Overheat,TM61 - Will-O-Wisp,TM64 - Explosion,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM91 - Flash Cannon,TM96 - Nature Power,TM97 - Dark Pulse,TM100 - Confide,ORAS - Bug Bite,ORAS - Iron Head,ORAS - Uproar,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Dragon Pulse,ORAS - Snore,ORAS - Heat Wave,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Regigigas,Regigigas,Start - Heavy Slam,Start - Crush Grip,Start - Fire Punch,Start - Ice Punch,Start - Thunder Punch,Start - Dizzy Punch,Start - Knock Off,Start - Confuse Ray,Start - Foresight,L25 - Revenge,L40 - Wide Guard,L50 - Zen Headbutt,L65 - Payback,L75 - Crush Grip,L90 - Heavy Slam,L100 - Giga Impact,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM23 - Smack Down,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM66 - Payback,TM68 - Giga Impact,TM69 - Rock Polish,TM71 - Stone Edge,TM73 - Thunder Wave,TM77 - Psych Up,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,ORAS - Iron Head,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Ice Punch,ORAS - Block,ORAS - Earth Power,ORAS - Gravity,ORAS - Superpower,ORAS - Icy Wind,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Knock Off,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Shock Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Giratina,Giratina (Altered Forme),Start - Dragon Breath,Start - Scary Face,L6 - Ominous Wind,L10 - Ancient Power,L15 - Slash,L19 - Shadow Sneak,L24 - Destiny Bond,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Shadow Claw,L46 - Shadow Force,L50 - Hex,TM02 - Dragon Claw,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM48 - Round,TM49 - Echoed Voice,TM51 - Steel Wing,TM53 - Energy Ball,TM57 - Charge Beam,TM59 - Brutal Swing,TM61 - Will-O-Wisp,TM65 - Shadow Claw,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM73 - Thunder Wave,TM76 - Fly,TM77 - Psych Up,TM78 - Bulldoze,TM82 - Dragon Tail,TM85 - Dream Eater,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM97 - Dark Pulse,TM100 - Confide,Tutor - Draco Meteor,ORAS - Iron Head,ORAS - Earth Power,ORAS - Gravity,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Dragon Pulse,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Pain Split,ORAS - Shock Wave,ORAS - Spite,ORAS - Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Giratina,Giratina (Origin Forme),Start - Dragon Breath,Start - Scary Face,L6 - Ominous Wind,L10 - Ancient Power,L15 - Slash,L19 - Shadow Sneak,L24 - Destiny Bond,L28 - Dragon Claw,L33 - Earth Power,L37 - Aura Sphere,L42 - Shadow Claw,L46 - Shadow Force,L50 - Hex,TM02 - Dragon Claw,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM48 - Round,TM49 - Echoed Voice,TM51 - Steel Wing,TM53 - Energy Ball,TM57 - Charge Beam,TM59 - Brutal Swing,TM61 - Will-O-Wisp,TM65 - Shadow Claw,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM73 - Thunder Wave,TM76 - Fly,TM77 - Psych Up,TM78 - Bulldoze,TM82 - Dragon Tail,TM85 - Dream Eater,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM97 - Dark Pulse,TM100 - Confide,Tutor - Draco Meteor,ORAS - Iron Head,ORAS - Magic Coat,ORAS - Earth Power,ORAS - Gravity,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Dragon Pulse,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Tailwind,ORAS - Shock Wave,ORAS - Spite,ORAS - Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Cresselia,Cresselia,Start - Lunar Dance,Start - Psycho Shift,Start - Psycho Cut,Start - Moonlight,Start - Confusion,Start - Double Team,L11 - Safeguard,L20 - Mist,L29 - Aurora Beam,L38 - Future Sight,L47 - Slash,L57 - Moonlight,L66 - Psycho Cut,L75 - Psycho Shift,L84 - Lunar Dance,L93 - Psychic,L99 - Moonblast,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM53 - Energy Ball,TM57 - Charge Beam,TM68 - Giga Impact,TM73 - Thunder Wave,TM77 - Psych Up,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM92 - Trick Room,TM100 - Confide,ORAS - Signal Beam,ORAS - Magic Coat,ORAS - Gravity,ORAS - Icy Wind,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Helping Hand,ORAS - Trick,ORAS - Magic Room,ORAS - Recycle,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Phione,Phione,Start - Bubble,Start - Water Sport,L9 - Charm,L16 - Supersonic,L24 - Bubble Beam,L31 - Acid Armor,L39 - Whirlpool,L46 - Water Pulse,L54 - Aqua Ring,L61 - Dive,L69 - Rain Dance,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM48 - Round,TM55 - Scald,TM56 - Fling,TM77 - Psych Up,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM99 - Dazzling Gleam,TM100 - Confide,ORAS - Covet,ORAS - Signal Beam,ORAS - Bounce,ORAS - Uproar,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Snore,ORAS - Knock Off,ORAS - Heal Bell,ORAS - Water Pulse,ORAS - Helping Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Manaphy,Manaphy,Start - Tail Glow,Start - Bubble,Start - Water Sport,L9 - Charm,L16 - Supersonic,L24 - Bubble Beam,L31 - Acid Armor,L39 - Whirlpool,L46 - Water Pulse,L54 - Aqua Ring,L61 - Dive,L69 - Rain Dance,L76 - Heart Swap,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM42 - Facade,TM44 - Rest,TM48 - Round,TM53 - Energy Ball,TM55 - Scald,TM56 - Fling,TM68 - Giga Impact,TM77 - Psych Up,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM99 - Dazzling Gleam,TM100 - Confide,ORAS - Covet,ORAS - Signal Beam,ORAS - Bounce,ORAS - Uproar,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Snore,ORAS - Knock Off,ORAS - Heal Bell,ORAS - Water Pulse,ORAS - Helping Hand,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Darkrai,Darkrai,Start - Ominous Wind,Start - Disable,L11 - Quick Attack,L20 - Hypnosis,L29 - Feint Attack,L38 - Nightmare,L47 - Double Team,L57 - Haze,L66 - Dark Void,L75 - Nasty Plot,L84 - Dream Eater,L93 - Dark Pulse,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM46 - Thief,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM57 - Charge Beam,TM61 - Will-O-Wisp,TM63 - Embargo,TM65 - Shadow Claw,TM66 - Payback,TM68 - Giga Impact,TM73 - Thunder Wave,TM75 - Swords Dance,TM77 - Psych Up,TM80 - Rock Slide,TM81 - X-Scissor,TM84 - Poison Jab,TM85 - Dream Eater,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,ORAS - Foul Play,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Snore,ORAS - Knock Off,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Shock Wave,ORAS - Spite,ORAS - Trick,ORAS - Wonder Room,ORAS - Snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Shaymin,Shaymin (Land Forme),Start - Growth,L10 - Magical Leaf,L19 - Leech Seed,L28 - Synthesis,L37 - Sweet Scent,L46 - Natural Gift,L55 - Worry Seed,L64 - Aromatherapy,L73 - Energy Ball,L82 - Sweet Kiss,L91 - Healing Wish,L100 - Seed Flare,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM48 - Round,TM53 - Energy Ball,TM68 - Giga Impact,TM75 - Swords Dance,TM77 - Psych Up,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM99 - Dazzling Gleam,TM100 - Confide,ORAS - Covet,ORAS - Seed Bomb,ORAS - Earth Power,ORAS - Last Resort,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Synthesis,ORAS - Giga Drain,ORAS - Worry Seed,ORAS - Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Shaymin,Shaymin (Sky Forme),Start - Growth,L10 - Magical Leaf,L19 - Leech Seed,L28 - Quick Attack,L37 - Sweet Scent,L46 - Natural Gift,L55 - Worry Seed,L64 - Air Slash,L73 - Energy Ball,L82 - Sweet Kiss,L91 - Leaf Storm,L100 - Seed Flare,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM48 - Round,TM53 - Energy Ball,TM68 - Giga Impact,TM75 - Swords Dance,TM77 - Psych Up,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM99 - Dazzling Gleam,TM100 - Confide,ORAS - Covet,ORAS - Seed Bomb,ORAS - Last Resort,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Synthesis,ORAS - Tailwind,ORAS - Giga Drain,ORAS - Worry Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Arceus,Arceus,Start - Seismic Toss,Start - Cosmic Power,Start - Natural Gift,Start - Punishment,L10 - Gravity,L20 - Earth Power,L30 - Hyper Voice,L40 - Extreme Speed,L50 - Refresh,L60 - Future Sight,L70 - Recover,L80 - Hyper Beam,L90 - Perish Song,L100 - Judgment,TM01 - Work Up,TM02 - Dragon Claw,TM03 - Psyshock,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect,TM35 - Flamethrower,TM36 - Sludge Bomb,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM48 - Round,TM49 - Echoed Voice,TM50 - Overheat,TM52 - Focus Blast,TM53 - Energy Ball,TM57 - Charge Beam,TM60 - Quash,TM61 - Will-O-Wisp,TM65 - Shadow Claw,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM73 - Thunder Wave,TM75 - Swords Dance,TM76 - Fly,TM77 - Psych Up,TM78 - Bulldoze,TM80 - Rock Slide,TM81 - X-Scissor,TM84 - Poison Jab,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM91 - Flash Cannon,TM92 - Trick Room,TM94 - Surf,TM95 - Snarl,TM97 - Dark Pulse,TM98 - Waterfall,TM100 - Confide,Tutor - Draco Meteor,ORAS - Signal Beam,ORAS - Iron Head,ORAS - Magic Coat,ORAS - Earth Power,ORAS - Gravity,ORAS - Iron Defense,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Giga Drain,ORAS - Shock Wave,ORAS - Water Pulse,ORAS - Trick,ORAS - Outrage,ORAS - Recycle,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Victini,Victini,Start - Searing Shot,Start - Focus Energy,Start - Confusion,Start - Incinerate,Start - Quick Attack,L9 - Endure,L17 - Headbutt,L25 - Flame Charge,L33 - Reversal,L41 - Flame Burst,L49 - Zen Headbutt,L57 - Inferno,L65 - Double-Edge,L73 - Flare Blitz,L81 - Final Gambit,L89 - Stored Power,L97 - Overheat,TM01 - Work Up,TM03 - Psyshock,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM48 - Round,TM50 - Overheat,TM52 - Focus Blast,TM53 - Energy Ball,TM56 - Fling,TM57 - Charge Beam,TM61 - Will-O-Wisp,TM63 - Embargo,TM68 - Giga Impact,TM73 - Thunder Wave,TM77 - Psych Up,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM92 - Trick Room,TM93 - Wild Charge,TM99 - Dazzling Gleam,TM100 - Confide,ORAS - Signal Beam,ORAS - Bounce,ORAS - Uproar,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Magic Coat,ORAS - Last Resort,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Heat Wave,ORAS - Role Play,ORAS - Shock Wave,ORAS - Helping Hand,ORAS - Trick,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
