quote,author,likes,category
Well-read people are less likely to be evil.,Lemony Snicket,2297,humor-reading
To lose balance sometimes for love is part of living a balanced,Elizabeth Gilbert,2296,love
"Freeing yourself was one thing, claiming ownership of that freed self was another.",Toni Morrison,2296,freedom|self
Every life has death and every light has shadow. Be content to stand in the light and let the shadow fall where it will.,Mary Stewart,2296,
"A person who has good thoughts cannot ever be ugly. You can have a wonky nose and a crooked mouth and a double chin and stick-out teeth, but if you have good thoughts they will shine out of your face like sunbeams and you will always look lovely.",Roald Dahl,2295,
Silence is so freaking loud,Sarah Dessen,2295,just-listen|loud|owen|sara-dessen|silence
"Happiness always looks small while you hold it in your hands, but let it go, and you learn at once how big and precious it is.",Maxim Gorky,2294,
Others have seen what is and asked why. I have seen what could be and asked why not.,Pablo Picasso,2294,creativity|inspirational
"While I sleep, I dream of you, and when I wake, I long to hold you in my arms. If anything, our time apart has only made me more certain that I want to spend my nights by your side, and my days with your heart.",Nicholas Sparks,2293,
He was the crazy one who had painted himself black and defeated the world.,Markus Zusak,2293,books|meaning|patience|words
I have accepted fear as part of life – specifically the fear of change... I have gone ahead despite the pounding in the heart that says: turn back....,Erica Jong,2293,change|courage|fear|life
There's nothing worse than waiting and not knowing what'll happen to you. Your own imagination can be crueler than any captor.,Richelle Mead,2292,academy|frostbite|mead|richelle|vampire
"It's the mortal cup Jace, not the mortal toilet bowl.",Cassandra Clare,2291,city-of-bones|mortal-instruments
"When you are content to be simply yourself and don't compare or compete, everyone will respect you.",Lao Tzu,2291,ataraxy|be-yourself|integrity|self-reliance|self-respect
The moon is a loyal companion.,Tahereh Mafi,2290,moon|spiritual
In the summer,Nizar Qabbani,2289,
"Atticus, he was real nice.""",Harper Lee,2289,inspirational
"Man often becomes what he believes himself to be. If I keep on saying to myself that I cannot do a certain thing, it is possible that I may end by really becoming incapable of doing it. On the contrary, if I have the belief that I can do it, I shall surely acquire the capacity to do it even if I may not have it at the beginning.",Mahatma Gandhi,2288,abilities|capability|confidence|optimism|possibility|skills|strength
Life is either a daring adventure or nothing at all.,Helen Keller,2287,carpe-diem|challenges|enjoy-life|life|risk-taking
I figured something out. The future is unpredictable.,John Green,2286,humor|inspirational|obvious|stupid
"Our lives are not our own. We are bound to others, past and present, and by each crime and every kindness, we birth our future.",David Mitchell,2284,
"Shoot for the moon. Even if you miss, you'll land among the stars.",Norman Vincent Peale,2284,inspirational
"I hope that in this year to come, you make mistakes.",Neil Gaiman,2283,2012|blog|new-year
"Whenever you think or you believe or you know, you're a lot of other people: but the moment you feel, you're nobody-but-yourself.",E.E. Cummings,2283,
"When I do good, I feel good. When I do bad, I feel bad. That's my religion.",Abraham Lincoln,2282,abraham-lincoln|religion
You can't wait for inspiration. You have to go after it with a club.,Jack London,2282,inspiration|on-writing|writing
"The world is full of magic things, patiently waiting for our senses to grow sharper.",W.B. Yeats,2281,awe|magic|perception|wonder
"If I am not good to myself, how can I expect anyone else to be good to me?",Maya Angelou,2281,
Ask for what you want and be prepared to get it!,Maya Angelou,2280,inspirational
"Behind every exquisite thing that existed, there was something tragic.",Oscar Wilde,2279,aesthetics|appreciation|hidden-things
"Another belief of mine: that everyone else my age is an adult, whereas I am merely in disguise.",Margaret Atwood,2279,age-adult
I must learn to be content with being happier than I deserve.,Jane Austen,2278,happiness
Ghosts don't haunt us. That's not how it works. They're present among us because we won't let go of them.,Sue Grafton,2277,
"Coach: ""All right, Patch. let's say you're at a party. the room is full of girls of all shapes and sizes. You see blondes, brunettes, redheads, a few girl with black hair. Some are talkive, while other appear shy. You've one girl who fits your profile - attractive, intelligent and vulnerable. Dow do you let her know you're interested?""",Becca Fitzpatrick,2277,becca-fitzpatrick|coach|hush-hush|nora|patch
"And I urge you to please notice when you are happy, and exclaim or murmur or think at some point, 'If this isn't nice, I don't know what is.",Kurt Vonnegut,2275,
"One must live as if it would be forever, and as if one might die each moment. Always both at once.",Mary Renault,2274,alexander-the-great|mary-renault|the-persian-boy
"Heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. I was better after I had cried, than before--more sorry, more aware of my own ingratitude, more gentle.",Charles Dickens,2272,crying|heartfelt|shame|sorrow|tears
"Whenever my environment had failed to support or nourish me, I had clutched at books...",Richard Wright,2271,
I will take the sun in my mouth,E.E. Cummings,2271,
Incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.,Steve Maraboli,2270,change|control|empowerment|inspirational|letting-go|life|motivational
I don't hate you.. I just don't like that you exist,Gena Showalter,2270,antipathy|dislike|funny|hatred
One day you will ask me which is more important? My life or yours? I will say mine and you will walk away not knowing that you are my life.,Kahlil Gibran,2268,
"Nothing travels faster than the speed of light, with the possible exception of bad news, which obeys its own special laws.",Douglas Adams,2268,humor|novelist|science-fiction
"One more time? For the audience?"" he says. His voice isn't angry. It's hollow, which is worse. Already the boy with the bread is slipping away from me.",Suzanne Collins,2267,away|dread|go|hollow|katniss|let|peeta
"The man who passes the sentence should swing the sword. If you would take a man's life, you owe it to him to look into his eyes and hear his final words. And if you cannot bear to do that, then perhaps the man does not deserve to die.",George R.R. Martin,2266,honor|justice|personal-responsibility|responsibility
"When we are no longer able to change a situation, we are challenged to change ourselves.",Viktor E. Frankl,2266,motivation
"If no one cares for you at all, do you even really exist?",Cassandra Clare,2265,will-herondale
"We are each our own devil, and we make this world our hell.",Oscar Wilde,2265,devil|hell|world
True love is usually the most inconvenient kind.,Kiera Cass,2264,inconvenient|love|relationship|true-love
