year_film,year_award,ceremony,category,nominee,film,win
1975,1976,33,Best Performance by an Actor in a Television Series - Musical or Comedy,Bob Newhart,"Bob Newhart Show, The",False
1975,1976,33,Best Performance by an Actor in a Television Series - Musical or Comedy,Carroll O'Connor,All In The Family,False
1975,1976,33,Best Performance by an Actor in a Television Series - Musical or Comedy,Johnny Carson,"Tonight Show, The",False
1975,1976,33,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hermione Baddeley,Maude,True
1975,1976,33,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Susan Howard,Petrocelli,False
1975,1976,33,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Kavner,Rhoda,False
1975,1976,33,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker,Rhoda,False
1975,1976,33,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker,McMillan and Wife,False
1975,1976,33,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,"Mary Tyler Moore Show, The",True
1975,1976,33,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tim Conway,"Carol Burnett Show, The",True
1975,1976,33,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ted Knight,"Mary Tyler Moore Show, The",False
1975,1976,33,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Reiner,All In The Family,False
1975,1976,33,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jimmie Walker,Good Times,False
1975,1976,33,New Star Of The Year - Actress,Marilyn Hassett,"Other Side of the Mountain, The",True
1975,1976,33,New Star Of The Year - Actress,Ronee Blakley,Nashville,False
1975,1976,33,New Star Of The Year - Actress,Barbara Carrera,"Master Gunfighter, The",False
1975,1976,33,New Star Of The Year - Actress,Stockard Channing,"Fortune, The",False
1975,1976,33,New Star Of The Year - Actress,Jeannette Clift,"Hiding Place, The",False
1975,1976,33,New Star Of The Year - Actress,Lily Tomlin,Nashville,False
1975,1976,33,New Star Of The Year - Actor,Brad Dourif,One Flew Over The Cuckoo's Nest,True
1975,1976,33,New Star Of The Year - Actor,Chris Sarandon,Dog Day Afternoon,False
1975,1976,33,New Star Of The Year - Actor,Ben Vereen,Funny Lady,False
1975,1976,33,New Star Of The Year - Actor,Roger Daltrey,Tommy,False
1975,1976,33,New Star Of The Year - Actor,Jeffrey Lynas,Lies My Father Told Me,False
1975,1976,33,Television Movie,Babe (TV),,True
1975,1976,33,Television Movie,Guilty or Innocent: The Sam Sheppard Murder Case,,False
1975,1976,33,Television Movie,"Home of Your Own, A",,False
1975,1976,33,Television Movie,"Legend of Lizzie Borden, The",,False
1975,1976,33,Television Movie,Sweet Hostage,,False
1975,1976,33,Documentary,Youthquake,,True
1975,1976,33,Documentary,"Brother, Can You Spare a Dime?",,False
1975,1976,33,Documentary,"Gentleman Tramp, The",,False
1975,1976,33,Documentary,Mustang: The House That Joe Built,,False
1975,1976,33,Documentary,"Other Half Of The Sky: a China Memoir, The",,False
1975,1976,33,Documentary,"U.F.O.s: Past, Present and Future",,False
1976,1977,34,Best Motion Picture - Drama,Rocky,,True
1976,1977,34,Best Motion Picture - Drama,Bound for Glory,,False
1976,1977,34,Best Motion Picture - Drama,Network,,False
1976,1977,34,Best Motion Picture - Drama,Voyage of the Damned,,False
1976,1977,34,Best Motion Picture - Drama,All The President's Men,,False
1976,1977,34,Best Motion Picture - Musical or Comedy,"Star Is Born, A (1976)",,True
1976,1977,34,Best Motion Picture - Musical or Comedy,Bugsy Malone,,False
1976,1977,34,Best Motion Picture - Musical or Comedy,"Pink Panther Strikes Again, The",,False
1976,1977,34,Best Motion Picture - Musical or Comedy,"Ritz, The",,False
1976,1977,34,Best Motion Picture - Musical or Comedy,Silent Movie,,False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway,Network,True
1976,1977,34,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Incredible Sarah, The",False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Drama,Sarah Miles,"Sailor Who Fell From Grace With The Sea, The",False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Drama,Talia Shire,Rocky,False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Drama,Liv Ullmann,Face to Face,False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch,Network,True
1976,1977,34,Best Performance by an Actor in a Motion Picture - Drama,David Carradine,Bound for Glory,False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro,Taxi Driver,False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman,Marathon Man,False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Drama,Sylvester Stallone,Rocky,False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand,"Star Is Born, A (1976)",True
1976,1977,34,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jodie Foster,Freaky Friday (1976),False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbara Harris,Family Plot,False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbara Harris,Freaky Friday (1976),False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn,"Duchess and The Dirtwater Fox, The",False
1976,1977,34,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rita Moreno,"Ritz, The",False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kris Kristofferson,"Star Is Born, A (1976)",True
1976,1977,34,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mel Brooks,Silent Movie,False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,"Pink Panther Strikes Again, The",False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Weston,"Ritz, The",False
1976,1977,34,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Wilder,Silver Streak,False
1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katharine Ross,Voyage of the Damned,True
1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,Voyage of the Damned,False
1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marthe Keller,Marathon Man,False
1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Piper Laurie,Carrie,False
1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Bernadette Peters,Silent Movie,False
1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,"Next Stop, Greenwich Village",False
1976,1977,34,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier,Marathon Man,True
1976,1977,34,Best Performance by an Actor in a Supporting Role in any Motion Picture,Marty Feldman,Silent Movie,False
1976,1977,34,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ron Howard,"Shootist, The",False
1976,1977,34,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jason Robards Jr.,All The President's Men,False
1976,1977,34,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oskar Werner,Voyage of the Damned,False
1976,1977,34,Best Director - Motion Picture,Sidney Lumet,Network,True
1976,1977,34,Best Director - Motion Picture,Hal Ashby,Bound for Glory,False
1976,1977,34,Best Director - Motion Picture,John G. Avildsen,Rocky,False
1976,1977,34,Best Director - Motion Picture,Alan J. Pakula,All The President's Men,False
1976,1977,34,Best Director - Motion Picture,John Schlesinger,Marathon Man,False
1976,1977,34,Best Screenplay - Motion Picture,Paddy Chayefsky,Network,True
1976,1977,34,Best Screenplay - Motion Picture,William Goldman,All The President's Men,False
1976,1977,34,Best Screenplay - Motion Picture,William Goldman,Marathon Man,False
1976,1977,34,Best Screenplay - Motion Picture,Sylvester Stallone,Rocky,False
1976,1977,34,Best Screenplay - Motion Picture,Paul Schrader,Taxi Driver,False
1976,1977,34,Best Screenplay - Motion Picture,David Butler,Voyage of the Damned,False
1976,1977,34,Best Motion Picture - Foreign Language,Face to Face,"Sweden, Ingmar Bergman",True
1976,1977,34,Best Motion Picture - Foreign Language,"Cousin, Cousine","France, Jean-Charles Tacchella",False
1976,1977,34,Best Motion Picture - Foreign Language,Seven Beauties,"Italy, Lina Wertmüller",False
1976,1977,34,Best Motion Picture - Foreign Language,"Slipper and the Rose - The Story of Cinderella, The","United Kingdom, Bryan Forbes",False
1976,1977,34,Best Motion Picture - Foreign Language,Small Change,"France, François Truffaut",False
1976,1977,34,Best Original Score - Motion Picture,"Paul Williams, Kenny Ascher","Star Is Born, A (1976)",True
1976,1977,34,Best Original Score - Motion Picture,Paul Williams,Bugsy Malone,False
1976,1977,34,Best Original Score - Motion Picture,Bill Conti,Rocky,False
1976,1977,34,Best Original Score - Motion Picture,"Richard M. Sherman, Robert B. Sherman","Slipper and the Rose - The Story of Cinderella, The",False
1976,1977,34,Best Original Score - Motion Picture,Lalo Schifrin,Voyage of the Damned,False
1976,1977,34,Best Original Song - Motion Picture,"Evergreen , Barbra Streisand, Paul Williams","Star Is Born, A (1976)",True
1976,1977,34,Best Original Song - Motion Picture,"I'd Like To Be You For a Day, Al Kasha, Joel Hirschhorn",Freaky Friday (1976),False
1976,1977,34,Best Original Song - Motion Picture,"So Sad the Song, Michael Masser, Gerry Goffin",Pipe Dreams,False
1976,1977,34,Best Original Song - Motion Picture,"Bugsy Malone, Paul Williams",Bugsy Malone,False
1976,1977,34,Best Original Song - Motion Picture,"Car Wash, Norman Whitfield, Rose Royce",Car Wash,False
1976,1977,34,Best Original Song - Motion Picture,"Hello and Goodbye, Alan Bergman, Marilyn Bergman, Elmer Bernstein",From Noon Till Three,False
1976,1977,34,Best Television Series - Drama,"Rich Man, Poor Man",,True
1976,1977,34,Best Television Series - Drama,Captains and the Kings,,False
1976,1977,34,Best Television Series - Drama,Charlie's Angels,,False
1976,1977,34,Best Television Series - Drama,Family,,False
1976,1977,34,Best Television Series - Drama,Little House on the Prairie,,False
1976,1977,34,Best Television Series - Musical or Comedy,Barney Miller,,True
1976,1977,34,Best Television Series - Musical or Comedy,M*A*S*H (TV Show),,False
1976,1977,34,Best Television Series - Musical or Comedy,"Carol Burnett Show, The",,False
1976,1977,34,Best Television Series - Musical or Comedy,Donny and Marie,,False
1976,1977,34,Best Television Series - Musical or Comedy,Happy Days,,False
1976,1977,34,Best Television Series - Musical or Comedy,Laverne & Shirley,,False
1976,1977,34,Best Performance by an Actress In A Television Series - Drama,Susan Blakely,"Rich Man, Poor Man",True
1976,1977,34,Best Performance by an Actress In A Television Series - Drama,Angie Dickinson,Police Woman,False
1976,1977,34,Best Performance by an Actress In A Television Series - Drama,Farrah Fawcett,Charlie's Angels,False
1976,1977,34,Best Performance by an Actress In A Television Series - Drama,Kate Jackson,Charlie's Angels,False
1976,1977,34,Best Performance by an Actress In A Television Series - Drama,Jean Marsh,Upstairs/Downstairs,False
1976,1977,34,Best Performance by an Actress In A Television Series - Drama,Sada Thompson,Family,False
1976,1977,34,Best Performance by an Actress In A Television Series - Drama,Lindsay Wagner,"Bionic Woman, The",False
1976,1977,34,Best Performance by an Actor In A Television Series - Drama,Richard Jordan,Captains and the Kings,True
1976,1977,34,Best Performance by an Actor In A Television Series - Drama,Lee Majors,"Six Million Dollar Man, The",False
1976,1977,34,Best Performance by an Actor In A Television Series - Drama,Nick Nolte,"Rich Man, Poor Man",False
1976,1977,34,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak,False
1976,1977,34,Best Performance by an Actor In A Television Series - Drama,Peter Strauss,"Rich Man, Poor Man",False
1976,1977,34,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,"Carol Burnett Show, The",True
1976,1977,34,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,"Mary Tyler Moore Show, The",False
1976,1977,34,Best Performance by an Actress in a Television Series - Musical or Comedy,Bernadette Peters,All's Fair,False
1976,1977,34,Best Performance by an Actress in a Television Series - Musical or Comedy,Isabel Sanford,"Jeffersons, The",False
1976,1977,34,Best Performance by an Actress in a Television Series - Musical or Comedy,Dinah Shore,Dinah!,False
1976,1977,34,Best Performance by an Actor in a Television Series - Musical or Comedy,Henry Winkler,Happy Days,True
1976,1977,34,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael Constantine,Sirota's Court,False
1976,1977,34,Best Performance by an Actor in a Television Series - Musical or Comedy,Sammy Davis Jr.,Sammy & Company,False
1976,1977,34,Best Performance by an Actor in a Television Series - Musical or Comedy,Hal Linden,Barney Miller,False
1976,1977,34,Best Performance by an Actor in a Television Series - Musical or Comedy,Freddie Prinze,Chico and The Man,False
