spotid,spotname,geo-coordinates
98134,South Brooklyn Pizza,POINT(-73.9982492934 40.6779186482)
7037059,Flat,POINT(-74.002999064 40.682838653)
7387031,Casa Pepe,POINT(-74.031660415 40.637447662)
98138,P.J. Hanley's Tavern,POINT(-73.99799425 40.6778112667)
1594343,Dunkin' Donuts,POINT(-73.9937460423 40.6684081005)
897797,Peppe's Pizza Panini,POINT(-73.9933615819 40.6651327501)
7282952,Mother Cabrini Park,POINT(-74.004745255 40.684427035)
1502148,New York Harbor High School,POINT(-74.019861967 40.690775733)
972698,Nine D,POINT(-73.9980630576 40.6782113406)
11975,Statue of Liberty,POINT(-74.0445041656 40.6891968241)
131618,Vinny's Pizzeria,POINT(-73.99806505 40.67825775)
2115470,Quest Diagnostics,POINT(-73.993207 40.662355)
1116584,Lowlands Bar,POINT(-73.9934742167 40.6685100333)
55209,Caputo's Fine Foods,POINT(-73.9978181 40.678125)
913393,IAM,POINT(-73.9930156693 40.6655017569)
11978,Statue of Liberty Pier,POINT(-74.0433239833 40.6897544833)
7627126,Luigi's Pizza,POINT(-73.993108052 40.661588942)
7160165,La Quinta - Brooklyn,POINT(-73.99338135 40.6690650833)
2020302,4th Avenue/Prospect Avenue Station,POINT(-73.9928877354 40.6653807868)
206736,The Jalopy,POINT(-74.00299721 40.68358182)
1029740,Scooter Bottega,POINT(-74.0049975167 40.6850440333)
1024245,Crop to Cup,POINT(-73.9932403582 40.6686319888)
58084,Simply Speaking,POINT(-74.0295871813 40.6368683628)
925881,Feeney's Pub,POINT(-74.0173012018 40.6383633614)
1424578,Meatopia,POINT(-74.018967283 40.690967817)
74383,Quarter,POINT(-73.9929280813 40.6618506462)
5162636,Luz de Luna 2,POINT(-73.992973 40.661494)
6917502,The Manor,POINT(-73.999415543 40.680480294)
2652978,NY Drum School,POINT(-73.994558783 40.673414667)
122239,Abilene,POINT(-73.9976796428 40.6786732202)
47995,Lucali,POINT(-74.0004091973 40.6818208479)
402162,Kimisis Theotokou,POINT(-73.9924240333 40.66290035)
11974,Alexandre Gustave Eiffel,POINT(-74.04446125 40.6899476)
7013321,Xaverian High School,POINT(-74.035315464 40.636766196)
6729910,Crossroads Christian Church ,POINT(-74.023219677 40.636732757)
7555911,Liberty Island,POINT(-74.0451913635 40.6897935208)
228420,Brooklyn Bread Cafe,POINT(-73.9975985339 40.6791554093)
3526550,Smith St. Tattoo,POINT(-73.9963887 40.677563633)
6842378,Wash Club,POINT(-74.01803725 40.6376024833)
57896,Calexico Carne Asada,POINT(-74.002559963 40.6841499277)
802015,Draft Barn,POINT(-73.99398946 40.67358964)
11990,Statue of Liberty Gift Store,POINT(-74.0461242072 40.6896042705)
2741137,Cafe Adel,POINT(-74.002347896 40.684051257)
6708613,Bryan's Apartment,POINT(-73.991951 40.663353)
863875,Rincon Familiar,POINT(-73.9919188391 40.6625423388)
1039882,Teeda Thai Cuisine,POINT(-74.0030157566 40.6847141682)
759756,Le Petite Crevette,POINT(-74.0015200667 40.6835999667)
7189314,St Agatha's School,POINT(-74.004254795 40.643254445)
6835139,Me & My Egg Roll,POINT(-73.9972386706 40.679304631)
6993499,La Boulangerie Lopez ,POINT(-73.9917861 40.66265461)
1039834,Fultummy's,POINT(-74.0027475357 40.6846246748)
7062956,Narrows Botanical Garden,POINT(-74.0372533 40.63666965)
1246853,Suki Sushi,POINT(-73.991694183 40.66314885)
113275,House Of Pizza And Calzones,POINT(-74.0020467539 40.6841282256)
677519,Jet Set Salon,POINT(-74.0027983394 40.6847138623)
1950213,Union Superwash Center,POINT(-74.002031467 40.684142117)
1064540,Eagle Provisions,POINT(-73.9916539192 40.6632567024)
212706,Roots Cafe,POINT(-73.9916744704 40.662908032)
56488,Ferdinando's Focacceria,POINT(-74.0019418524 40.6841119824)
7412828,Elite Fitness Studio,POINT(-74.00278078 40.68476554)
1039796,2 Fifteen Cucina Napolitana,POINT(-74.0026938915 40.6847304398)
396916,Coffee Den,POINT(-74.0016809114 40.6839494305)
2784907,La Casa De Hunt,POINT(-73.996665051 40.678836757)
1039865,Mazzat,POINT(-74.0029513836 40.6849419693)
7341655,Brookly Collective,POINT(-74.0026885271 40.6847494841)
1391114,Crown Cafe,POINT(-74.0460879155 40.6899870754)
7279861,Petit Oven,POINT(-74.026602656 40.635934258)
305932,The Cave,POINT(-73.997085015 40.6794964015)
646398,Home,POINT(-74.0032489148 40.6852485323)
7189312,St Agatha's School,POINT(-74.004391001 40.642855888)
1064536,Has Beans,POINT(-73.9914473891 40.6634072624)
2937450,Cocoro,POINT(-74.0001271 40.682789133)
1039925,Human Compass Garden,POINT(-74.0025222301 40.6848117973)
1418929,Brooklyn Dance Project,POINT(-73.992169567 40.670412383)
913581,Moxie Spot,POINT(-74.001336 40.683937)
7518852,Vinzee's,POINT(-73.99714697 40.67990353)
1703274,Hyperakt,POINT(-73.9958275 40.678220367)
5960424,Freddy's Bar,POINT(-73.991242 40.66327)
1186701,Fragole,POINT(-73.9971255 40.6799141167)
161502,The 22 Club,POINT(-73.9958239554 40.6782859287)
11980,Flagpole Hill,POINT(-74.04561995 40.6904625833)
11995,Liberty Island Ferry,POINT(-74.0472292833 40.6898510333)
6792098,MikNic Lounge,POINT(-74.0027582362 40.6852128982)
654410,Bagel Factory,POINT(-73.9911217333 40.6635745)
6679529,Brooklyn General,POINT(-74.000998538 40.683923692)
7314965,Calpurnia,POINT(-73.997068413 40.680073891)
490560,Fourth Avenue Presbyterian Church,POINT(-74.0235946667 40.6357957)
6505316,Stop&Stor,POINT(-74.016914848 40.637013505)
7026022,Gulf Express,POINT(-74.023115574 40.635831752)
643411,Energy Fuel,POINT(-73.9909216762 40.6638874242)
643578,The Old American Can Factory,POINT(-73.99336385 40.67481726)
570479,Toby's Public House,POINT(-73.9912585999 40.6601199523)
6928079,B63 Bus Stop,POINT(-73.9907956123 40.6639462709)
361711,Marius Cafe,POINT(-73.999969494 40.6834113396)
7378634,World Pie,POINT(-73.9969507167 40.6803528)
2624789,The Transit Garden,POINT(-73.995991967 40.6791846)
709023,Francesco Pizzeria,POINT(-73.9995208833 40.6830238833)
7287334,Nordic Delicacies,POINT(-74.0260440086 40.6353731595)
745806,Kotobuki Bistro,POINT(-74.0024666545 40.6854627564)
6709058,4th Avenue Fine Food,POINT(-73.9909780021 40.6679523849)
1011433,177 16th St.,POINT(-73.9907205105 40.6654052012)
7182551,Dunkin' Donuts,POINT(-73.99680769 40.68036049)
41433,Anapoli,POINT(-74.0263981886 40.6352656199)
7431984,Vinzees Magic Fountain,POINT(-73.996953964 40.680572935)
756959,Mazzola Bakery & Cafe,POINT(-73.9996607643 40.683348011)
1101461,Jake's Bar-B-Que Restaurant,POINT(-74.0023291111 40.6855277398)
2443844,Citibank,POINT(-73.99676995 40.68048845)
1090685,Margaret Palca Bakes,POINT(-74.0022835054 40.6856148743)
171759,Alma,POINT(-74.00213935 40.6855259333)
1218972,Governors Island,POINT(-74.0162871614 40.6922325363)
7027687,Gulf Cafe,POINT(-74.0233574 40.6352901)
1027104,I P Kids,POINT(-74.0095285333 40.6390035833)
1266350,Animal Healing Arts,POINT(-73.99816578 40.68229579)
7453046,Red Parrot Café & Bar,POINT(-73.9990814577 40.6457312974)
6748526,Ancheta Abbey,POINT(-73.990286704 40.665875214)
7012626,Giuseppina,POINT(-73.9906072595 40.6604149249)
7233142,Alkhaleej Cafe ,POINT(-74.023325161 40.635242025)
428338,B61,POINT(-74.0022582617 40.6858214942)
2329668,Frank's Brooklyn,POINT(-73.995543067 40.679389783)
1052919,Emphasis Diner,POINT(-74.0232357835 40.6352395646)
149909,Ba Xuyên,POINT(-73.9995998524 40.6451973209)
1064513,Brooklyn Pub,POINT(-73.9903879166 40.6606259179)
3036571,Lot 2,POINT(-73.9903604725 40.6606105494)
60768,Salon,POINT(-74.0263661992 40.6348323331)
6877585,Clinton Apothecary,POINT(-73.99782062 40.68227319)
6541876,New King Food Chinese,POINT(-73.9899955153 40.664648509)
521413,Southside Coffee,POINT(-73.9902353318 40.6611094627)
650391,Swallow,POINT(-73.9953926925 40.6796286724)
2505718,Kim's Cleaners,POINT(-73.995429067 40.679685033)
691704,"TekPerts Technologies, Inc.",POINT(-73.989935758 40.6633622683)
3612544,Black Horse,POINT(-73.9898975833 40.6649237333)
65920,The Bell House,POINT(-73.9917517032 40.6736036886)
486230,Pranga Bookstore,POINT(-73.99798953 40.6826294)
1011940,Harbor Fitness,POINT(-73.9898943901 40.665926039)
6838891,Anyway Cafe,POINT(-73.9898943901 40.665926039)
6773234,Maybelle's Café,POINT(-73.9995372595 40.6840953056)
1420996,Prosperity Dumpling,POINT(-73.9999365807 40.6444788082)
1351492,Brooklyn Farmacy,POINT(-73.9993393966 40.683948137)
96651,Buttermilk Bar,POINT(-73.9898177 40.6652375)
410815,Bar Tano,POINT(-73.990844048 40.6714286326)
2444124,Super Laundromat,POINT(-73.995309383 40.679770767)
6999488,Mai Thai,POINT(-74.00188176 40.642804918)
757843,Cantina,POINT(-73.9900735667 40.6688090444)
7503887,KT Laundromat,POINT(-73.99939634 40.6841743)
589023,Gia Lam,POINT(-74.0029334935 40.6420235193)
149728,Yun Nan Flavour Snack,POINT(-74.0034392667 40.6416638833)
2443664,Italian Delicatessen,POINT(-73.995195283 40.679845633)
7289372,Giardini Pizza,POINT(-73.995044231 40.679661667)
557094,Sidecar,POINT(-73.9895892016 40.6651830387)
151121,Pizza Grill,POINT(-73.9899964833 40.6689226167)
1601116,Bay Ridge Av Station,POINT(-74.023448421 40.634699742)
356407,Korzo,POINT(-73.98958534 40.66290086)
6950876,Original Pizza,POINT(-74.023488151 40.634651277)
55190,Joe's Superette,POINT(-73.99543415 40.6803583667)
1064505,Slope Park,POINT(-73.989636898 40.6611976595)
351812,Yianni's,POINT(-74.0231932333 40.6346021167)
541809,Metro Cafe,POINT(-74.0036607833 40.64127455)
64150,Kai Feng Fu Dumpling House,POINT(-74.0022260167 40.64222675)
7503691,T'Baar,POINT(-74.003037562 40.641669569)
56775,Mommy's House,POINT(-74.0299561 40.63423695)
1422025,Blockbuster Video,POINT(-73.989367861 40.665679323)
1595690,Senator ST & 5th Ave Bus Stop,POINT(-74.020450097 40.63494748)
845277,Gowanus Studio Space,POINT(-73.9909294667 40.6730128167)
7366610,Der Kommissar,POINT(-73.9893113644 40.6653536719)
6425613,Steve's Bagels,POINT(-74.02346414 40.634474413)
2892044,Henry Street Wines & Liquors,POINT(-73.999213483 40.684486733)
827398,Cafe 474,POINT(-73.9897243333 40.6691692833)
51435,Brooklyn Artists Gym,POINT(-73.9908966871 40.6731028647)
108199,Monteleone's Bakery,POINT(-73.9964465667 40.6818467)
2660553,Nostalgia Antiques,POINT(-73.993534217 40.678160767)
1354240,Sonia's Restaurant,POINT(-73.990487191 40.672107281)
3762172,Bab al Yemen,POINT(-74.022932 40.634495)
2263991,Power 105.1's Power Live @ Governors Island,POINT(-74.015568495 40.692995863)
4452602,64 Bus Stop,POINT(-74.023229983 40.634437033)
7553585,Chinatown Brooklyn,POINT(-74.003735459 40.641028427)
7014367,Cobble Hill Deli And Convenience,POINT(-73.999834775 40.685111225)
6953009,39 KTV,POINT(-73.99697363 40.64639675)
542052,Red Apple Fast Food,POINT(-74.0034108333 40.6411607667)
1258739,Four & Twenty Blackbirds ,POINT(-73.990324883 40.6720618725)
6387662,Bank of America,POINT(-73.9891004562 40.6660562478)
6832030,Beet Betk ,POINT(-74.023743581 40.634291013)
108167,Carroll Park,POINT(-73.9954303 40.6809567167)
47810,PS 102,POINT(-74.0287943174 40.6339804222)
3785917,Cobble Hill Variety & Mailing Center,POINT(-73.99912886 40.68470184)
133452,Ting Hua,POINT(-73.9946223625 40.680084906)
705486,Enoteca,POINT(-73.9965584211 40.6823309387)
237575,Met Foods,POINT(-73.9992712651 40.6848827518)
689571,Cobble Grill,POINT(-73.9989752648 40.6846325075)
2020212,Carriage House on the Slope,POINT(-73.9889502525 40.665462168)
6540975,The Apartment ,POINT(-73.989590581 40.658921557)
4075797,Michael & Ping's,POINT(-73.990195365 40.672125126)
657396,Black Horse,POINT(-73.98894894 40.66302645)
7457309,Smith Canteen,POINT(-73.9947054196 40.6803014744)
6664975,Bikram Yoga Park Slope,POINT(-73.98889934 40.665639169)
1101450,Sugarlounge,POINT(-74.0016746521 40.6868457046)
550212,Ellupse ,POINT(-73.98891049 40.66261905)
6453631,243 13th Street,POINT(-73.9889738703 40.6672725758)
55194,G. Esposito & Sons,POINT(-73.9959883547 40.6819104175)
57087,Tortilla Grill,POINT(-74.0268553396 40.633872497)
6708975,249 13th Street,POINT(-73.988972698 40.66736926)
533323,Lucky Eight,POINT(-74.0048523372 40.6399993595)
964557,Environment337,POINT(-73.9947548167 40.68049895)
6016953,Royal Carribbean Explorer of the Seas,POINT(-74.069631487 40.66536546)
6291445,Powerplay,POINT(-73.990047719 40.672279675)
78638,McDonald's,POINT(-74.0265934333 40.6337912)
7469060,Cafe Remy,POINT(-74.026538927 40.633777687)
2505862,Area Play,POINT(-73.994698967 40.680653167)
6016987,Royal Carribbean Explorer of the Seas,POINT(-74.069747885 40.665194386)
382968,South,POINT(-73.98867207 40.66269016)
4064077,Flagg Court,POINT(-74.029941457 40.633656067)
980096,Fuel,POINT(-74.0267340167 40.6337056667)
77806,Dunkin' Donuts,POINT(-74.0270706206 40.6336908896)
590519,Body Elite,POINT(-73.996185 40.6824381)
799419,Kevin's Home ,POINT(-74.0099601059 40.637305185)
1575362,Bagels & Wraps,POINT(-73.9886069298 40.6665119766)
6391024,Chase Bank,POINT(-73.9886069298 40.6665119766)
7310885,Surfish Bistro,POINT(-73.9885636736 40.6662493099)
594099,New York Sports Club ,POINT(-74.027273653 40.6336262009)
2329710,Seersucker,POINT(-73.994503215 40.6806272044)
478564,Joe's Restaurant,POINT(-73.9959565545 40.6823115104)
1350500,Vinny's Pet Shop,POINT(-74.022177417 40.634017323)
1027141,Model Garage,POINT(-73.9959869333 40.6465185)
2753127,G's Apartment,POINT(-73.9973241091 40.6837643109)
1762911,Game Stop,POINT(-73.9884781837 40.6663329406)
85364,Marathon Bank,POINT(-74.0271213833 40.6335577601)
34026,Brooklyn Social,POINT(-73.9945138667 40.68080655)
108163,Carroll Street Station,POINT(-73.9945290833 40.6808579)
1268879,11-Jul,POINT(-73.9884108 40.6665925)
5441958,Pho Thanh Hoai III,POINT(-74.006514736 40.63866451)
188628,Jimmy C's,POINT(-73.9952652167 40.6817705833)
474256,4th Avenue/9th Street Station,POINT(-73.9889609814 40.6700600444)
1027126,Bagels By The Park,POINT(-73.9944512167 40.68084435)
135376,Marco Polo Restaurant,POINT(-73.9959352333 40.6825579833)
7377114,Accurate Photo Shop,POINT(-73.98832798 40.666479425)
1080726,Vinny's Of Carroll Gardens,POINT(-73.99478805 40.6813274)
7061825,Life Emporium,POINT(-73.988318335 40.6665303399)
6989211,Marks Place,POINT(-73.996018 40.682696)
1191234,Dog Park On 17th & 6th Ave,POINT(-73.9883847167 40.6616386)
441971,Freebird Books & Goods,POINT(-74.0015286766 40.6874055541)
1720207,Nyonya,POINT(-74.00593698 40.63882344)
169706,The Chocolate Room,POINT(-73.99491363 40.68159627)
526136,Sheriff's Tavern,POINT(-73.9881215017 40.6626552592)
4839628,5 Burro Cafe,POINT(-74.001208254 40.687338768)
237174,Park Health Foods,POINT(-73.9956200167 40.6825310167)
1394284,Lucky 13,POINT(-73.9881134033 40.6665158272)
7219582,Ikea Bus Stop,POINT(-73.988747672 40.670369448)
1583554,Clean n' Green,POINT(-73.9881455898 40.6671467365)
1326174,YMCA Sports Complex,POINT(-73.987985092 40.664079984)
142658,Pacificana,POINT(-74.0059167464 40.6386648532)
7129155,Quercy,POINT(-73.99403917 40.68078023)
6899542,The Fifth Estate,POINT(-73.9881290117 40.6671622241)
856498,Gowanus Yacht Club,POINT(-73.9941352167 40.6809883)
399465,Royale,POINT(-73.9880559911 40.6670777146)
706368,Pirimade,POINT(-73.98857593 40.67018538)
409472,Michael's Shoe Repair,POINT(-73.9944411333 40.6814660667)
7412845,Kung Fu Tea,POINT(-74.006250986 40.638324225)
1216979,Catene Italian Deli,POINT(-73.988560018 40.670487827)
1784467,Galaxy Comics,POINT(-73.98844981 40.67007297)
2332157,Carroll Gardens Deli & Grocery,POINT(-73.992707017 40.6793198)
66933,Caputo's Bake Shop,POINT(-73.99576285 40.6830089167)
2266361,Rite Aid,POINT(-73.99397585 40.681010283)
574809,St. Thomas Aquinas,POINT(-73.988555252 40.6705766854)
387060,Ultimate Burgers and Dogs,POINT(-73.9969224167 40.68419725)
116432,Vintage Cellars,POINT(-73.9941581997 40.6812895473)
4486478,Park Slope Community Church,POINT(-73.98840183 40.67025196)
214734,Alpine Cinemas,POINT(-74.0198822021 40.6337738037)
711684,Peppino's ,POINT(-73.98830038 40.66995203)
80968,Commonwealth,POINT(-73.9878291833 40.6673143333)
1104936,Home,POINT(-74.0174276116 40.6342090423)
4005022,Piramide,POINT(-73.987767379 40.667310071)
622470,The Fall Cafe,POINT(-73.9940634986 40.6814073298)
237132,Scotto's Wine Cellar,POINT(-73.9956012333 40.6831345333)
1575298,Green Kitchen,POINT(-73.9877271652 40.6676675607)
1469972,Em Thai,POINT(-73.99436378 40.68183779)
6625240,Moo Moo Hot Pot,POINT(-74.011296375 40.635897845)
565552,Ocean Palace,POINT(-74.0062919333 40.63800445)
6711672,Diego,POINT(-73.9939102362 40.6814757787)
7360981,Clipper Ship,POINT(-74.018283854 40.695083027)
210274,AM Bar,POINT(-74.0271430833 40.6327668333)
1446346,The Burger Bistro,POINT(-74.027270202 40.63273808)
1167419,Tacos Nuevo Mexico,POINT(-73.987496637 40.6675172956)
1014711,Palmyra,POINT(-73.9954188196 40.6832671042)
1101436,Bonafide II Delicatessen,POINT(-73.9996147156 40.6870246855)
191445,Savoia,POINT(-73.99434345 40.68217766)
6913335,Red Rose,POINT(-73.9939722 40.6817764)
841536,Jessica&Jennifer's Home,POINT(-74.0109534206 40.6357548342)
815041,Joe's Pizza,POINT(-73.9873731136 40.66759432)
3926837,Apple Tree Deli,POINT(-73.995462656 40.6834775204)
297664,Met Foodmarket,POINT(-73.99427342 40.68223243)
1210239,Puppets Jazz Bar,POINT(-73.9873578647 40.6677167376)
308608,Peoples Republic Of Brooklyn,POINT(-73.99426579 40.68227398)
7277970,Persons Of Ineterest,POINT(-73.993896178 40.681853926)
3031859,Best Place Eva ,POINT(-73.99822236 40.68609233)
758821,Cobble Hill Coffee Shop,POINT(-73.9953693385 40.6834888978)
914879,Brooklyn Indie Market,POINT(-73.9936333167 40.6815874167)
132222,Vesuvio,POINT(-74.0271411652 40.632548536)
401320,Cafe Regular,POINT(-73.9872537 40.66762355)
237058,D'Amico,POINT(-73.99554675 40.68371645)
994445,Timboo's,POINT(-73.9872969415 40.6679684065)
461518,Sweet Melissa,POINT(-73.99444907 40.68258988)
7360819,Killarney Pub,POINT(-74.0210493016 40.6330654949)
7602128,King Falafel ,POINT(-74.0272251 40.632494)
7397609,Longbow Pub & Pantry,POINT(-74.0275629153 40.6324483021)
568165,Aida Spa,POINT(-74.0269774833 40.6324662667)
881055,Mama Marias,POINT(-73.9953583634 40.6836529645)
1099495,New Yuan Bao Gourmet Inc,POINT(-74.00745845 40.6369632833)
512904,Bar 4,POINT(-73.98689299 40.66482686)
1523588,Elegante Pizza,POINT(-74.02125456 40.632943727)
7614440,Van Brunt Station,POINT(-73.987371069 40.669507665)
787526,Tim's House,POINT(-73.9868364692 40.6647458187)
1342823,SKC Laundromat,POINT(-73.993678907 40.682012031)
997980,Kinara Indian Restaurant,POINT(-73.9870577742 40.6680386675)
560564,Ten Ren Tea and Ginseng,POINT(-74.0086401519 40.6363246712)
546640,The Grocery,POINT(-73.9937017667 40.6821564833)
799205,UHaul,POINT(-73.98758182 40.67094177)
1725562,McDonald's,POINT(-73.9872658253 40.6697345415)
1411510,9 Avenue D Station,POINT(-73.99407582 40.64628429)
91491,Taj Mahal,POINT(-74.0274733723 40.6322172783)
1589313,Rite Aid,POINT(-73.9869761467 40.6685383045)
712272,The JakeWalk,POINT(-73.9936257619 40.6822082531)
5392171,Sal's Pizzeria,POINT(-73.9950816667 40.6837915)
1937656,Mastellone,POINT(-73.9951193333 40.6838354998)
1271941,George's Barber Shop,POINT(-73.9868098497 40.6676530838)
