game,platform,developer,genre,number_players,rating,release_date,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score
Warlock 2: The Exiled,PC,Paradox Interactive,Strategy,,,"Apr 10, 2014",12,9,1,10,3,2,73,72
Banished,PC,Shining Rock Software,General,,,"Feb 18, 2014",17,14,1,106,47,13,73,81
A Story About My Uncle,PC,Gone North Games,Action,,,"May 28, 2014",14,10,0,16,12,2,73,72
Always Sometimes Monsters,PC,Vagabond Dog,General,No Online Multiplayer,,"May 21, 2014",14,11,1,5,9,0,73,72
Warriors Orochi 3 Ultimate,XONE,Omega Force,Action,,T,"Sep  2, 2014",4,4,0,2,3,1,73,70
Disney Infinity 2.0 Edition,XONE,Avalanche Software,Action Adventure,,E10+,"Sep 23, 2014",9,10,0,2,2,0,73,47
inFamous: First Light,PS4,Sucker Punch,Action Adventure,,T,"Aug 26, 2014",31,39,0,56,29,2,73,74
God of War Collection,VITA,"Sanzaru Games, Sanzaru Games, Inc.",Action Adventure,,M,"May  6, 2014",14,14,0,14,4,5,73,75
Gigantic Army,PC,Astro Port,General,No Online Multiplayer,,"Feb  5, 2014",3,4,0,2,3,0,73,64
Dustforce,VITA,"Hitbox , QLOC",Action,,E10+,"Feb  4, 2014",7,7,0,1,2,0,73,69
Dreamfall Chapters Book One: Reborn,PC,Red Thread Games,Adventure,,,"Oct 21, 2014",11,18,0,3,2,2,72,76
Armillo,WIIU,Fuzzy Wuzzy Games,Action,,E,"Jul  3, 2014",8,5,0,11,2,0,72,80
Full Bore,PC,Whole Hog Games,Miscellaneous,,,"May  6, 2014",7,4,0,3,0,0,72,67
The Last Federation,PC,"Arcen Games, LLC",Strategy,,,"Apr 18, 2014",5,4,0,5,0,4,72,69
Oddworld: Munch's Oddysee HD,VITA,Just Add Water,Action,1 Player,T,"Dec 16, 2014",4,4,0,2,0,0,72,80
Lara Croft and the Temple of Osiris,XONE,Crystal Dynamics,Action,,T,"Dec  9, 2014",17,14,0,3,2,0,72,59
Just Dance 2015,PS4,Ubisoft,Action,Up to 8 ,E10+,"Oct 21, 2014",4,4,0,3,4,6,72,57
Killzone: Shadow Fall - Intercept,PS4,Guerrilla,Action,Up to 4 ,M,"Jun 24, 2014",14,9,0,2,0,0,72,67
The Fall,WIIU,Over The Moon,Action Adventure,,T,"Aug 26, 2014",4,5,0,1,2,0,72,75
Broken Sword 5: The Serpents' Curse - Part II,PC,Revolution Software,Adventure,,,"Apr 17, 2014",11,9,0,2,1,0,72,76
MouseCraft,PC,Crunching Koalas,General,No Online Multiplayer,E,"Jul  8, 2014",8,8,0,2,2,1,72,68
Mighty Gunvolt,3DS,Inti Creates,Action,,E,"Aug 29, 2014",6,3,1,2,1,0,72,69
Cloudbuilt,PC,Coilworks,Action,,E10+,"Mar 20, 2014",8,9,0,8,2,0,72,77
LEGO The Hobbit,PS4,TT Games,Historic,No Online Multiplayer,E10+,"Apr  8, 2014",24,23,0,7,4,2,72,66
Sherlock Holmes: Crimes & Punishments,XONE,Frogwares,Adventure,,M,"Sep 30, 2014",2,5,0,3,6,2,72,67
Black The Fall,PC,Sand Sailor Studio,Action,No Online Multiplayer,T,"Jul  4, 2014",10,13,0,4,2,0,72,70
Assassin's Creed Unity,XONE,"Ubisoft, Ubisoft Montreal",Action Adventure,Up to 4 ,,"Nov 11, 2014",34,23,2,80,69,94,72,42
Heavy Bullets,PC,Terri Vellimann,Action,No Online Multiplayer,,"May 15, 2014",6,6,0,0,1,0,72,76
Unepic,WIIU,EnjoyUp Games,Action,,T,"Jan 16, 2014",10,9,0,6,2,0,72,75
Space Hulk Ascension,PC,"Full Control ApS, Full Control",Strategy,No Online Multiplayer,T,"Nov 12, 2014",8,4,1,8,2,1,72,73
Never Alone,PC,Upper One Games,Action,,E10+,"Nov 18, 2014",14,14,2,4,7,5,72,63
The Last Tinker: City of Colors,PC,Mimimi Productions,Action,,E10+,"May 12, 2014",18,23,0,7,2,2,72,68
Steel Empire,3DS,Mebius,Action,,E,"Jul 31, 2014",4,3,1,0,0,0,72,75
MouseCraft,PS4,Crunching Koalas,Miscellaneous,,E,"Jul  8, 2014",6,6,0,1,2,2,72,56
10 Second Ninja,PC,GameDesignDan,Action,,,"Mar  5, 2014",7,5,1,0,1,0,72,74
The Crew,PC,"Ubisoft Reflections, Ivory Tower",GT / Street,,T,"Dec  1, 2014",3,9,0,49,30,40,71,63
Screencheat,PC,Samurai Punk,Sci-Fi,,,"Oct 21, 2014",2,5,0,1,1,0,71,73
Killer Is Dead: Nightmare Edition,PC,Grasshopper Manufacture,Action Adventure,,M,"May 23, 2014",6,1,1,10,5,5,71,64
Lords of Xulima,PC,Numantian Games,Role-Playing,,,"Nov 14, 2014",3,6,0,23,6,3,71,78
Disney Magical World,3DS,h.a.n.d. Inc.,Simulation,,E,"Apr 11, 2014",10,16,1,3,2,0,71,74
Styx: Master of Shadows,PC,Cyanide,Action Adventure,No Online Multiplayer,M,"Oct  7, 2014",15,16,0,30,8,13,71,72
J.U.L.I.A.: Among the Stars,PC,Cardboard Box Entertainment,Strategy,No Online Multiplayer,,"Sep 12, 2014",6,3,0,4,1,1,71,76
Disney Infinity 2.0 Edition,PS4,Avalanche Software,Action Adventure,Up to 4 ,E10+,"Sep 23, 2014",20,25,1,5,2,2,71,59
Tomodachi Life,3DS,Nintendo,Simulation,No Online Multiplayer,E,"Jun  6, 2014",22,30,0,45,20,4,71,76
Lords of the Fallen,XONE,"City Interactive, Deck 13",Role-Playing,,M,"Oct 28, 2014",7,6,0,17,14,12,71,66
Toukiden: The Age of Demons,VITA,Omega Force,General,,T,"Feb 11, 2014",17,27,0,32,5,2,71,80
Might & Magic X: Legacy,PC,Limbic Entertainment,Fantasy,,,"Jan 23, 2014",18,26,0,61,15,25,71,73
The Elder Scrolls Online,PC,ZeniMax Media,First-Person,Massively Multiplayer,M,"Apr  4, 2014",27,36,1,386,148,319,71,58
Driveclub,PS4,Evolution Studios,GT / Street,Up to 12 ,E,"Oct  7, 2014",46,38,1,202,93,113,71,62
To End All Wars,PC,AGEOD,Strategy,,,"Aug 29, 2014",3,6,0,6,1,0,71,75
The LEGO Movie Videogame,PS4,TT Games,Fantasy,No Online Multiplayer,E10+,"Feb  7, 2014",10,21,0,16,1,1,71,71
Sniper Elite III,PC,Rebellion,Shooter,,M,"Jun 27, 2014",10,19,0,20,25,17,71,69
Assassin's Creed Unity,PC,"Ubisoft, Ubisoft Montreal",Action Adventure,,M,"Nov 11, 2014",4,6,0,75,62,243,70,33
Dead State,PC,DoubleBear Productions,General,No Online Multiplayer,,"Dec  4, 2014",2,14,0,12,8,10,70,65
Styx: Master of Shadows,PS4,Cyanide,Sci-Fi,,M,"Oct  7, 2014",4,4,1,8,14,12,70,64
Steel Diver: Sub Wars,3DS,Nintendo,Simulation,,E10+,"Feb 13, 2014",7,4,1,12,1,1,70,74
Demon Gaze,VITA,Experience Inc.,General,,T,"Apr 22, 2014",14,24,0,10,2,0,70,75
Dead Rising 3: Apocalypse Edition,PC,Capcom Vancouver,Action,,M,"Sep  5, 2014",21,21,2,28,20,22,70,56
The Golf Club,PC,HB Studios Multimedia,Traditional,,E,"Aug 19, 2014",3,8,0,17,3,15,70,62
Road Not Taken,PS4,Spry Fox,Miscellaneous,,E,"Aug  5, 2014",8,15,0,2,3,5,70,56
Inazuma Eleven 3: Team Ogre Attacks!,3DS,Level 5,Sports,,,"Feb 14, 2014",6,12,0,0,1,0,70,71
Just Dance 2015,XONE,Ubisoft,Action,,E10+,"Oct 21, 2014",8,9,0,3,0,0,70,74
Tengami,WIIU,Nyamyam,Adventure,,E,"Nov 13, 2014",7,7,1,2,0,0,70,76
Thief,PC,Nixxes Software,Fantasy,No Online Multiplayer,M,"Feb 25, 2014",19,16,2,142,96,104,70,59
Lumino City,PC,State of Play Games,Adventure,No Online Multiplayer,,"Dec  2, 2014",7,9,0,3,0,0,70,76
EA Sports UFC,XONE,EA Sports,General,2 ,T,"Jun 17, 2014",8,15,0,16,24,13,70,62
Anomaly Defenders,PC,11 bit studios,Strategy,,,"May 29, 2014",6,8,0,0,3,0,70,65
Mercenary Kings,PS4,Tribute Games,Action,Up to 4 ,T,"Apr  1, 2014",15,8,2,18,9,16,70,58
Worms Battlegrounds,XONE,Team 17,Strategy,,E10+,"May 30, 2014",5,7,0,3,4,5,70,62
Shadow Warrior,PS4,Flying Wild Hog,Action,,M,"Oct 21, 2014",8,12,0,17,9,5,70,73
The Sims 4,PC,Maxis,Virtual Life,No Online Multiplayer,T,"Sep  2, 2014",31,41,2,187,141,487,70,40
Assassin's Creed Unity,PS4,"Ubisoft, Ubisoft Montreal",Action Adventure,Up to 4 ,M,"Nov 11, 2014",19,17,4,194,150,206,70,50
Call of Duty: Ghosts - Devastation,XONE,Infinity Ward,Action,,M,"Apr  3, 2014",3,5,0,4,0,2,70,58
Pokemon Battle Trozei,3DS,Genius Sonority Inc.,Miscellaneous,,E,"Mar 20, 2014",6,16,1,8,3,2,70,74
EA Sports UFC,PS4,EA Sports,General,2 ,T,"Jun 17, 2014",22,34,1,24,33,24,70,61
Halfway,PC,Robotality,Sci-Fi,,,"Jul 22, 2014",4,9,0,2,2,1,69,61
Styx: Master of Shadows,XONE,Cyanide,Action Adventure,,M,"Oct  8, 2014",4,4,0,4,4,0,69,71
Thief,XONE,Eidos Montreal,Fantasy,No Online Multiplayer,M,"Feb 25, 2014",9,11,1,26,25,24,69,59
Abyss Odyssey,PC,ACE Team,Action Adventure,,T,"Jul 15, 2014",7,19,0,7,4,5,69,74
LEGO The Hobbit,XONE,TT Games,Historic,,E10+,"Apr  8, 2014",5,14,1,4,1,0,69,69
Murasaki Baby,VITA,Ovosonico,Action Adventure,,E,"Sep 16, 2014",19,27,2,4,5,1,69,70
Hyperdimension Neptunia Re;Birth1,VITA,Felistella,Role-Playing,No Online Multiplayer,T,"Aug 26, 2014",6,10,0,11,3,2,69,77
Octodad: Dadliest Catch,PS4,Kevin Zuhn,Modern,,E10+,"Apr 22, 2014",8,23,0,5,9,1,69,68
Magicka: Wizard Wars,PC,Paradox North,Action Adventure,,,"May 27, 2014",4,6,0,9,0,2,69,73
Dynasty Warriors 8: Xtreme Legends Complete Edition,PS4,Omega Force,Action,2 ,T,"Mar 25, 2014",12,18,0,7,5,3,69,71
Toybox Turbos,PC,Codemasters,Driving,,E,"Nov 11, 2014",4,6,0,11,2,4,69,63
Minimum,PC,Human Head Studios,Action,,,"Sep 10, 2014",5,6,0,2,0,2,69,65
Octodad: Dadliest Catch,PC,"Young Horses, Inc",Modern,No Online Multiplayer,E10+,"Jan 30, 2014",17,25,2,20,14,5,69,76
Lichdom: Battlemage,PC,"Xaviant Games, Xaviant",Role-Playing,No Online Multiplayer,,"Mar 19, 2014",10,11,1,15,11,10,69,68
The LEGO Movie Videogame,XONE,TT Games,Action Adventure,No Online Multiplayer,E10+,"Feb  7, 2014",6,12,0,5,5,3,69,67
Ultimate NES Remix,3DS,Indies Zero ,Miscellaneous,,E,"Nov  7, 2014",5,11,0,3,2,2,69,77
Invizimals: The Alliance,VITA,Novarama,Card Battle,,E10+,"Sep 30, 2014",5,10,1,0,0,0,69,66
The Marvellous Miss Take,PC,Wonderstruck Games,Adventure,,,"Nov 20, 2014",4,7,0,3,2,1,69,64
Shadowgate,PC,Zojoi Studios,Action,No Online Multiplayer,,"Aug 21, 2014",9,10,1,6,1,0,68,71
Metrico,VITA,Digital Dreams,General,,E,"Aug  5, 2014",20,20,1,3,3,1,68,58
Squids Odyssey,WIIU,The Game Bakers,Role-Playing,,E,"May 22, 2014",8,5,1,0,0,0,68,62
Nom Nom Galaxy,PC,Q-Games,Action,,,"Aug  3, 2014",1,6,0,0,0,0,68,61
The LEGO Movie Videogame,PC,TT Games,Action Adventure,No Online Multiplayer,E10+,"Feb  7, 2014",3,4,0,1,1,2,68,68
Runers,PC,LGK Games,Action,No Online Multiplayer,,"Sep  2, 2014",3,5,1,2,0,0,68,69
Strike Suit Zero: Director's Cut,PS4,Born Ready Games,Action,,T,"Apr  8, 2014",6,20,1,2,6,2,68,64
Gauntlet (2014),PC,Warner Bros. Interactive Entertainment,Role-Playing,,M,"Sep 23, 2014",12,26,0,26,12,12,68,71
Men of War: Assault Squad 2,PC,"1C, 1C Company",Strategy,,,"Mar 20, 2014",3,13,1,13,4,21,68,63
"Warhammer 40,000: Armageddon",PC,"The Lordz Games Studio, Flashback Games",Strategy,,,"Nov 26, 2014",5,12,0,3,3,4,68,66
Costume Quest 2,PC,Double Fine Productions,Role-Playing,No Online Multiplayer,E10+,"Oct  7, 2014",10,16,1,0,2,0,68,75
Neverending Nightmares,PC,Infinitap Games,Horror,,,"Sep 26, 2014",8,11,2,12,6,5,68,71
Pure Pool,XONE,VooFoo Studios,Alternative,,E,"Nov 14, 2014",3,4,0,1,2,1,68,79
SPACECOM,PC,FLOW COMBINE,Strategy,,,"Sep 17, 2014",4,4,0,0,0,0,68,76
A Golden Wake,PC,Grundislav Games,Miscellaneous,,,"Oct  9, 2014",6,9,2,3,1,0,68,60
The Evil Within,PC,Tango Gameworks,Horror,No Online Multiplayer,M,"Oct 13, 2014",8,9,1,75,40,77,68,62
Tesla Effect: A Tex Murphy Adventure,PC,Big Finish Games,Adventure,No Online Multiplayer,,"May  7, 2014",9,23,1,35,6,2,68,85
Rollers of the Realm,PC,Phantom Compass,Miscellaneous,,T,"Nov 18, 2014",9,9,1,4,3,0,68,74
Dead Nation,VITA,,Action,,M,"Apr 15, 2014",6,8,0,4,1,4,68,79
The Witcher Adventure Game,PC,Can Explode,Adventure,,,"Nov 27, 2014",4,16,1,0,0,1,68,60
Tennis in the Face,PS4,"10tons Ltd, 10tons",Puzzle,,T,"Dec  9, 2014",3,5,1,1,0,0,68,49
Munin,PC,Gojira,Action,No Online Multiplayer,,"Jun 10, 2014",5,9,0,0,0,0,68,68
Lords of the Fallen,PS4,"City Interactive, Deck 13",Action RPG,No Online Multiplayer,M,"Oct 28, 2014",13,32,0,58,51,37,68,65
Ancient Space,PC,CreativeForge Games,Strategy,No Online Multiplayer,,"Sep 23, 2014",5,12,0,4,1,4,68,74
Tetris Ultimate,3DS,"Ubisoft, Ubisoft San Francisco",Puzzle,,E,"Nov 11, 2014",2,9,1,1,0,3,68,40
Sword Art Online: Hollow Fragment,VITA,"Bandai Namco Games, Aquria",Role-Playing,Up to 4 ,T,"Aug 19, 2014",7,20,1,17,8,1,67,76
Monster Monpiece,VITA,Compile Heart,Strategy,,M,"May 27, 2014",3,9,1,9,1,1,67,77
Senran Kagura Shinovi Versus,VITA,"Tamsoft, Marvelous AQL",Action,Up to 4 ,M,"Oct 14, 2014",4,8,2,19,9,1,67,78
Phantom Breaker: Battle Grounds,VITA,Division2,Action,Up to 4 ,E10+,"Aug 12, 2014",4,4,0,1,0,0,67,66
Train Fever,PC,Urban Games,Simulation,,,"Sep  4, 2014",7,16,0,10,4,10,67,69
Deception IV: Blood Ties,VITA,Koei Tecmo Games,Action Adventure,,M,"Mar 25, 2014",4,14,1,2,0,0,67,75
SpinTires,PC,Oovee Game Studios,Driving,,E,"Jun 12, 2014",6,8,1,15,4,4,67,78
Sniper Elite III,PS4,Rebellion,Shooter,Up to 12 ,M,"Jul  1, 2014",13,28,0,24,19,9,67,69
Magical Beat,VITA,Arc System Works,Action,,E,"Jun 17, 2014",1,8,0,0,0,0,67,63
Strike Suit Zero: Director's Cut,XONE,Born Ready Games,Action,,T,"Apr  8, 2014",4,12,1,3,1,7,67,56
Pro Cycling Manager Season 2014: Le Tour de France,PC,Cyanide,Sports,,,"Jun 19, 2014",3,7,1,1,1,0,67,65
Thief,PS4,Eidos Montreal,Fantasy,No Online Multiplayer,M,"Feb 25, 2014",18,27,3,67,65,42,67,62
CounterSpy,PS4,Dynamighty,Action,,T,"Aug 19, 2014",14,37,1,16,14,3,67,66
Football Manager Classic 2014,VITA,Sports Interactive,Sports,,,"Apr 11, 2014",8,16,1,2,1,0,67,74
Platformines,PC,Magiko Gaming,Action,,,"Mar 28, 2014",5,5,0,0,0,0,67,70
Silence of the Sleep,PC,Jesse Makkonen,Adventure,,,"Oct  1, 2014",3,7,1,6,1,0,66,77
Age of Mythology: Extended Edition,PC,Ensemble Studios,Strategy,,,"May  8, 2014",2,4,1,13,7,9,66,71
Among the Sleep,PC,Krillbite Studio,Modern,No Online Multiplayer,T,"May 29, 2014",10,27,3,26,13,1,66,75
Sparkle 2,PS4,"10tons Ltd, 10tons",Action,,E,"May 20, 2014",3,3,1,3,0,2,66,59
BlazeRush,PC,Targem Games,Driving,,E10+,"Oct 28, 2014",3,4,1,6,0,0,66,82
Kirby Fighters Deluxe,3DS,HAL Labs,Action,,E,"Aug 29, 2014",1,9,0,2,2,1,66,73
AiRace Xeno,3DS,QubicGames,Driving,,E,"Jun 12, 2014",2,5,1,0,0,0,66,80
King Oddball,VITA,"10tons Ltd, 10tons",Miscellaneous,,E10+,"Feb  4, 2014",2,6,0,1,0,0,66,60
Dragon Ball Z: Battle of Z,VITA,Artdink,Action,,T,"Jan 28, 2014",2,4,1,8,1,5,66,75
KickBeat: Steam Edition,PC,Zen Studios,Action,,T,"Jan 20, 2014",2,5,0,0,2,0,66,74
The Last Tinker: City of Colors,PS4,LOOT Entertainment,Action,,E10+,"Aug 19, 2014",7,12,0,4,2,2,66,61
The Golf Club,PS4,HB Studios Multimedia,Traditional,Up to 4 ,E,"Aug 19, 2014",1,9,1,24,2,6,66,64
MXGP: The Official Motocross Videogame,PS4,Milestone S.r.l,Driving,,E,"Nov 18, 2014",3,11,0,2,0,0,66,62
CONSORTIUM,PC,Interdimensional Games Inc,Sci-Fi,No Online Multiplayer,,"Jan  8, 2014",4,8,2,11,4,4,66,76
Assassin's Creed Liberation HD,PC,Ubisoft Sofia,Action Adventure,No Online Multiplayer,M,"Jan 15, 2014",3,10,1,14,11,8,66,57
A Bird Story,PC,Freebird Games,General,,,"Nov  7, 2014",9,7,2,11,6,4,66,69
Never Alone,XONE,Upper One Games,Action,,E10+,"Nov 19, 2014",4,10,0,6,7,2,66,67
One Piece: Unlimited World Red,WIIU,Ganbarion,Action,,T,"Jul  8, 2014",2,9,0,1,1,0,66,79
Flockers,PC,Team 17,Miscellaneous,No Online Multiplayer,T,"May  6, 2014",3,7,1,0,1,1,66,53
Destiny of Spirits,VITA,Q Entertainment,Action,,T,"Mar 25, 2014",2,11,0,3,2,3,66,70
NaissanceE,PC,Limasse Five,Sci-Fi,,,"Feb 13, 2014",3,8,1,13,2,3,66,70
Concursion,PC,Puuba,General,,,"Jun  6, 2014",2,5,0,2,0,0,66,75
Nintendo Pocket Football Club,3DS,ParityBit,Sports,,,"Apr 17, 2014",7,21,1,5,2,0,65,74
Stronghold: Crusader II,PC,FireFly Studios,Historic,Up to 8 ,T,"Sep 22, 2014",8,19,3,24,12,23,65,61
Elegy for a Dead World,PC,Popcannibal,General,,,"Dec 10, 2014",3,10,1,0,2,1,65,60
Memento Mori 2,PC,,,,,"May 13, 2014",0,0,0,0,0,0,65,75
Call of Duty: Ghosts - Onslaught,XONE,Infinity Ward,Action,,M,"Jan 28, 2014",2,10,0,0,4,1,65,41
Flockers,XONE,Team 17,Puzzle,,T,"Sep 19, 2014",1,9,0,0,2,0,65,49
Sunset Overdrive and the Mystery of the Mooil Rig!,XONE,Insomniac Games,Action,,M,"Dec 23, 2014",3,6,0,1,1,0,65,72
Unrest,PC,Pyrodactyl Games,General,,,"Jul 23, 2014",5,9,1,0,1,0,65,58
Futuridium EP Deluxe,VITA,MixedBag Srl,Action,,E,"Sep 30, 2014",2,5,1,2,2,0,65,67
Risen 3: Titan Lords,PC,Piranha Bytes,Role-Playing,No Online Multiplayer,M,"Aug 12, 2014",17,26,6,79,24,56,65,57
Dedede's Drum Dash Deluxe,3DS,HAL Labs,Action,,E,"Aug 29, 2014",4,4,2,1,0,0,65,80
How to Survive: Storm Warning Edition,PS4,EKO Software,Action Adventure,2 ,M,"Nov  4, 2014",0,8,0,0,2,1,65,63
Depth,PC,Digital Confectioners,Shooter,Online Multiplayer,,"Nov  3, 2014",1,6,0,25,2,2,65,77
Yoshi's New Island,3DS,Arzest,Action,,E,"Mar 14, 2014",16,51,4,19,19,7,64,62
The Impossible Game,PC,Grip Games,Action,,,"May  8, 2014",1,6,0,3,4,1,64,74
Farming Simulator 15,PC,Giants Software,Simulation,,E,"Oct 30, 2014",6,9,3,10,5,5,64,74
The Golf Club,XONE,HB Studios Multimedia,Traditional,,E,"Aug 19, 2014",3,12,0,10,4,14,64,53
Secret Ponchos,PS4,Switchblade Monkeys,Action,Up to 8 ,T,"Dec  2, 2014",1,15,0,25,11,2,64,66
King Oddball,PS4,"10tons Ltd, 10tons",Miscellaneous,,E10+,"Apr  8, 2014",2,7,1,3,2,1,64,46
Borderlands 2,VITA,Iron Galaxy Studios,Shooter,2 ,M,"May  6, 2014",7,21,3,121,20,6,64,77
Crimsonland,PS4,"10tons Entertainment, 10tons",Action,,T,"Jul 15, 2014",3,10,3,2,3,0,64,62
Akiba's Trip: Undead & Undressed,VITA,Acquire,Action Adventure,,M,"Aug 12, 2014",1,14,2,5,4,1,64,73
Whispering Willows,PC,Night Light Interactive,Miscellaneous,No Online Multiplayer,T,"Jul  9, 2014",1,9,0,10,0,0,64,71
Chronology,PC,osao games,Action,,,"May 12, 2014",2,8,0,3,2,0,64,68
Jet Car Stunts,VITA,True Axis,Action,,E,"Oct  7, 2014",3,6,1,2,0,0,64,63
Tappingo,3DS,Goodbye Galaxy Games,Miscellaneous,,E,"Feb 27, 2014",3,7,2,0,1,0,64,64
The Legend of Korra,PC,PlatinumGames,Action Adventure,,T,"Oct 21, 2014",0,7,0,20,10,3,64,74
Gods Will Be Watching,PC,Devolver Digital,Adventure,,,"Jul 24, 2014",14,24,7,14,6,11,64,64
The Crew,XONE,"Ubisoft Reflections, Ivory Tower",GT / Street,,T,"Dec  2, 2014",4,12,2,17,11,15,64,57
Cubemen 2,WIIU,3 Sprockets,Action,,E10+,"Sep  4, 2014",1,7,0,1,1,0,63,71
Sniper Elite III,XONE,Rebellion,Shooter,,M,"Jul  1, 2014",1,11,0,9,11,3,63,66
Destiny: The Dark Below,PS4,Bungie,Sci-Fi,,T,"Dec  9, 2014",9,29,3,10,11,73,63,31
Lemmings Touch,VITA,d3t Ltd,Miscellaneous,,E,"May 27, 2014",3,14,3,0,0,1,63,67
Table Top Racing,VITA,Playrise Edge Ltd.,Driving,,E,"Aug  5, 2014",5,15,1,3,2,0,63,68
Fist of Jesus,PC,Mutant Games,Action,,,"Oct 17, 2014",2,4,1,3,2,2,63,52
"Sir, You Are Being Hunted",PC,Big Robot Ltd,Shooter,,,"May  2, 2014",4,17,4,10,11,3,63,65
PlayStation Vita Pets,VITA,Spiral House,Simulation,,E,"Jun  3, 2014",3,12,1,1,1,0,63,75
Quest for Infamy,PC,Infamous Quests,Adventure,,,"Jul 10, 2014",3,5,1,5,2,0,63,74
Weapon Shop de Omasse,3DS,Nex Entertainment,Role-Playing,,T,"Feb 20, 2014",5,21,3,3,3,0,63,74
Goat Simulator,PC,Coffee Stain Studios,Adventure,No Online Multiplayer,M,"Apr  1, 2014",11,23,5,114,48,67,62,66
Buzz Aldrin's Space Program Manager,PC,"Slitherine, Slitherine Group",Adventure,,,"Oct 31, 2014",2,5,1,4,1,0,62,66
Wooden Sen'SeY,WIIU,Upper Byte,Action,,E10+,"Jul 24, 2014",2,12,1,0,0,0,62,73
Watch Dogs,WIIU,Ubisoft Romania,Modern,Up to 4 ,M,"Nov 18, 2014",5,8,2,23,6,7,62,65
Dex,PC,"Dreadlocks Ltd, Dreadlocks",Role-Playing,No Online Multiplayer,,"Aug 13, 2014",6,8,2,10,2,1,62,77
The Old City: Leviathan,PC,PostMod Softworks,First-Person,,,"Dec  3, 2014",7,5,4,3,2,2,62,56
continue?9876543210,PC,Jason Oda,Action,,,"Jan  3, 2014",4,8,3,1,0,1,62,63
Worms Battlegrounds,PS4,Team 17,Strategy,,E10+,"Jun  3, 2014",3,12,1,3,5,2,62,59
Conception II: Children of the Seven Stars,VITA,Spike,Role-Playing,,M,"Apr 15, 2014",5,18,1,8,7,6,62,72
WWE 2K15,PS4,Yuke's,Action,Up to 6 ,T,"Nov 18, 2014",9,31,4,13,17,28,62,52
Conception II: Children of the Seven Stars,3DS,Spike,Role-Playing,,M,"Apr 15, 2014",2,8,1,9,4,1,62,76
Pure Chess,WIIU,VooFoo Studios,Miscellaneous,,E,"Mar 20, 2014",0,8,0,2,1,0,61,69
Sixty Second Shooter Prime,XONE,Happion Laboratories,Action,,E,"Jun 18, 2014",0,7,1,4,1,0,61,72
Shadowrun Chronicles: Boston Lockdown,PC,"Cliffhanger Productions, Cliffhanger Productions",General,,,"Mar 31, 2014",1,18,2,16,4,10,61,71
F1 Race Stars: Powered Up Edition,WIIU,Codemasters,Driving,,E,"Jan 16, 2014",1,6,1,0,0,0,61,67
The Crew,PS4,"Ubisoft Reflections, Ivory Tower",GT / Street,Up to 8 ,T,"Dec  2, 2014",10,44,6,65,32,55,61,53
Ryse: Son of Rome,PC,Crytek,Action Adventure,,M,"Oct 10, 2014",3,22,2,55,40,23,61,67
A City Sleeps,PC,Harmonix Music Systems,Action,No Online Multiplayer,,"Oct 16, 2014",1,9,1,0,0,0,61,62
F1 2014,PC,Codemasters Birmingham,Driving,,E,"Oct 16, 2014",4,14,2,3,5,5,61,48
Flockers,PS4,Team 17,Puzzle,,T,"Sep 23, 2014",2,13,0,0,0,1,61,45
Senran Kagura: Bon Appetit!,VITA,Meteorise,Action,,M,"Nov 11, 2014",2,11,3,4,1,0,61,72
Kinect Sports Rivals,XONE,Microsoft Game Studios,General,,E10+,"Apr  8, 2014",9,36,8,12,7,10,60,50
Magic: Duels of the Planeswalkers 2015,PC,Wizards of the Coast,Strategy,,T,"Jul 16, 2014",5,15,5,12,7,56,60,32
Batman: Arkham Origins Blackgate - Deluxe Edition,PC,Armature Studio,Action Adventure,,T,"Apr  1, 2014",0,6,1,1,4,1,60,57
Cooking Mama 5: Bon Appetit!,3DS,Cooking Mama Limited,Action,,E,"Sep 16, 2014",1,9,1,2,0,0,60,70
Firefall,PC,Red 5 Studios,Shooter,,,"Jul 29, 2014",2,15,5,85,10,28,60,67
NHL 15,PS4,EA Sports,Sports,,E10+,"Sep  9, 2014",3,23,2,17,23,73,60,37
KickBeat: Special Edition,PS4,Zen Studios,Action,,T,"Sep 16, 2014",0,12,1,0,0,1,60,38
Natural Doctrine,VITA,Kadokawa,Strategy,,M,"Sep 30, 2014",1,5,1,5,0,0,60,72
Mind Zero,VITA,Zerodiv,Role-Playing,,T,"May 27, 2014",2,10,1,2,6,0,59,67
Loadout,PS4,Edge of Reality,Action,,M,"Dec 16, 2014",1,7,1,7,10,2,59,59
NBA Live 15,PS4,EA Sports,Sports,,E,"Oct 28, 2014",1,22,1,15,5,5,59,56
Tetris Ultimate,XONE,"Ubisoft, Ubisoft San Francisco",Miscellaneous,,E,"Dec 16, 2014",0,7,1,0,3,2,59,42
NHL 15,XONE,EA Sports,Sports,,E10+,"Sep  9, 2014",5,14,3,9,12,56,59,31
Lifeless Planet,PC,Stage 2 Studios,Sci-Fi,No Online Multiplayer,,"Mar  6, 2014",2,16,4,16,10,14,59,67
Schrodinger's Cat and the Raiders of the Lost Quark,PC,Italic Pig,Action,,,"Sep 23, 2014",4,6,3,2,0,2,59,63
Abyss,WIIU,EnjoyUp Games,Action,,E,"May  1, 2014",0,6,1,0,3,0,59,53
AeternoBlade,3DS,Corecell Technology,Action,,E10+,"Feb 18, 2014",1,12,1,1,2,0,59,73
