song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target
"Bubble Butt [Radio Mix] [feat. Bruno Mars, 2 Chainz, Tyga & Mystic]",Major Lazer,0.00845,0.799,207843,0.605,0.0143,7,0.485,-10.011,1,0.286,194.055,4,0.378,1
Wop (Official Version),J. Dash,0.00968,0.836,230627,0.817,0,7,0.114,-5.672,1,0.0677,112.007,4,0.658,1
Donâ€™t Drop That Thun Thun,Finatticz,0.0613,0.931,202199,0.415,0,7,0.059,-8.491,1,0.293,97.995,4,0.614,1
Give It Away,Red Hot Chili Peppers,0.00579,0.683,284267,0.989,0.00108,9,0.0964,-2.092,0,0.0616,91.558,4,0.78,1
Wakin on a Pretty Day,Kurt Vile,0.0472,0.379,570733,0.782,0.748,11,0.265,-8.163,1,0.0358,101.698,4,0.529,1
Hulk (Dillon Francis Remix),Clockwork,0.000289,0.771,227143,0.949,0.602,8,0.595,-4.712,1,0.175,111.959,4,0.372,1
Dill the Noise,Dillon Francis and Kill The Noise,0.000183,0.695,295714,0.792,0.439,9,0.0638,-4.595,0,0.0328,112.008,4,0.424,1
Dead Sound,The Raveonettes,0.000258,0.375,212947,0.804,0.694,7,0.322,-5.673,0,0.0372,154.066,4,0.394,1
Rvtchet Bitch,Brillz & Teddy Tuxedo,0.00533,0.421,164289,0.8,0.332,11,0.381,-5.85,1,0.303,189.935,4,0.0951,1
Swing,Savage,0.0216,0.886,217893,0.474,0,1,0.088,-8.045,0,0.274,150.068,4,0.823,1
You & Me - Baauer Remix,Disclosure,0.0597,0.65,242056,0.985,0.325,6,0.36,-3.406,0,0.133,153.009,4,0.667,1
Next Order,Dog Blood,0.0155,0.76,285651,0.944,0.85,6,0.363,-3.793,0,0.0733,123.985,4,0.294,1
It's You,Duck Sauce,0.0645,0.824,180107,0.883,0.0707,0,0.409,-2.715,1,0.108,127.989,4,0.846,1
m.A.A.d city,Kendrick Lamar,0.0553,0.482,350120,0.72,2.07E-06,2,0.461,-6.812,1,0.271,90.999,4,0.222,1
Bounce It,Juicy J,0.00778,0.786,263120,0.604,0,6,0.102,-8.372,1,0.0614,140.054,4,0.502,1
Pu$$y Magnet (feat. Keayshawn),Roach Gigz,0.00842,0.853,139240,0.578,0,10,0.095,-4.897,0,0.2,98.027,4,0.566,1
Fashion Killa,A$AP Rocky,0.315,0.794,236280,0.82,0,11,0.531,-5.214,1,0.152,140.042,4,0.821,1
I Wanna Be With You,DJ Khaled,0.114,0.725,251333,0.661,0,7,0.291,-3.903,1,0.131,127.82,4,0.432,1
Gas Pedal (feat. IamSu),Sage The Gemini,0.025,0.854,207264,0.46,0,10,0.128,-9.71,0,0.14,97.512,4,0.492,1
Red Nose,Sage The Gemini,0.436,0.862,198531,0.364,0,11,0.0688,-9.727,0,0.137,97.51,4,0.766,1
"U.O.E.N.O. Remix (feat. Future, Wiz Khalifa)",Rocko,0.461,0.432,262857,0.703,0,10,0.779,-3.845,0,0.332,187.302,3,0.675,1
VERSACE,Flap Jack,0.0235,0.847,246100,0.713,0,6,0.331,-3.89,0,0.241,132.063,4,0.338,1
Strictly 4 My Jeeps,Action Bronson,0.444,0.654,165432,0.794,0,1,0.127,-4.307,1,0.322,96.973,4,0.464,1
The Giver - Original Mix,Duke Dumont,0.000134,0.701,389493,0.914,0.000137,7,0.169,-4.463,1,0.129,123.966,4,0.372,1
Lean & Bounce,Duke Dumont,0.00264,0.844,310334,0.728,0.865,11,0.0544,-6.805,0,0.0582,124.297,4,0.635,1
Swishas and Dosha - Main Version - Clean,UGK,0.155,0.582,311093,0.884,0,8,0.0725,-5.635,0,0.166,150.195,4,0.67,1
Players Anthem,UGK,0.0352,0.697,172760,0.682,0,7,0.664,-9.022,1,0.219,155.742,4,0.672,1
"Hold On, We're Going Home",Drake,0.003,0.766,227027,0.453,3.49E-05,6,0.0923,-6.651,0,0.067,100.002,4,0.346,1
Living,2 Chainz,0.426,0.872,188347,0.541,0.000789,5,0.132,-5.911,1,0.103,95.971,4,0.653,1
Taylor Gang - Bonus Track,Wiz Khalifa,0.0152,0.621,335156,0.813,0,6,0.691,-3.59,0,0.158,141.91,4,0.524,1
I'm A Martian,Brian Pumper,0.311,0.675,205740,0.617,0,10,0.19,-7.74,1,0.256,140.124,4,0.508,1
The Drop,Bro Safari,0.104,0.689,229853,0.879,0.0376,0,0.49,-4.03,0,0.0978,170.036,4,0.544,1
Drippin,MiM0SA,0.011,0.63,160858,0.664,0.082,9,0.105,-7.245,1,0.172,179.955,4,0.231,1
Heaven,TR/ST,0.00246,0.514,296400,0.75,0.0285,2,0.139,-7.847,1,0.028,86.018,4,0.551,1
I Need You,Glass Figure,0.0557,0.599,222160,0.677,0.00018,11,0.434,-6.328,1,0.0314,126.012,4,0.108,1
From Nowhere,Dan Croll,0.0281,0.64,197120,0.888,8.01E-05,1,0.0584,-5.251,0,0.169,87.93,4,0.664,1
I Follow Rivers,Lykke Li,0.475,0.599,228467,0.533,0.00153,9,0.235,-14.032,0,0.0472,122.262,4,0.609,1
L'Amour Parfait,Yelle,0.356,0.667,234994,0.901,0.00393,9,0.0774,-3.719,0,0.0275,140.026,4,0.824,1
Northern Lights,Kate Boy,0.109,0.742,214693,0.77,0.0239,10,0.104,-6.339,0,0.0514,96.988,4,0.687,1
Shabba,A$AP Ferg,0.0938,0.874,281373,0.704,0,9,0.409,-6.27,1,0.102,119.954,4,0.444,1
Work,A$AP Ferg,0.152,0.726,178507,0.834,0.683,10,0.0845,-5.564,1,0.0565,130.04,4,0.574,1
Work REMIX,A$AP Ferg,0.0247,0.834,285947,0.732,0,1,0.112,-5.121,1,0.138,130.011,4,0.308,1
The Way We Are,Kate Boy,0.00469,0.712,252313,0.865,0.0412,1,0.121,-6.411,1,0.083,113.015,4,0.831,1
"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,0.422,0.422,260276,0.641,0,10,0.317,-4.947,0,0.323,187.027,3,0.668,1
Now You Do,A-1,0.268,0.651,182384,0.773,0,6,0.172,-6.855,0,0.262,129.882,4,0.418,1
Holding On - Jerome LOL Remix,Classixx,0.00142,0.728,294011,0.77,0.229,10,0.603,-4.945,0,0.0426,108.991,4,0.668,1
Music Is the Answer - Original Extended 12-Inch Mix,Celeda,0.0296,0.907,849960,0.643,0.0265,1,0.105,-8.657,0,0.0549,124.909,4,0.363,1
Test Me - UZ Remix,Flosstradamus & DJ Sliink,0.00255,0.855,233272,0.898,2.95E-05,7,0.0563,-3.863,1,0.061,135.965,4,0.525,1
Test Me,Flosstradamus & DJ Sliink,0.000901,0.769,215294,0.792,0,7,0.385,-4.086,1,0.111,136.021,4,0.323,1
No New Friends - SFTB Remix,DJ Khaled,0.00525,0.7,307467,0.675,0,2,0.657,-6.362,1,0.149,124.882,4,0.227,1
R.I.P.,Jeezy,0.0215,0.825,199973,0.489,0,11,0.111,-9.32,1,0.263,96.99,4,0.424,1
Baby Blue,Badfinger,0.015,0.607,216453,0.913,0.118,11,0.164,-6.822,1,0.069,124.677,4,0.517,1
Dip,Danny Brown,0.0193,0.751,211825,0.882,0,1,0.15,-5.605,1,0.0819,140.103,4,0.657,1
25 Bucks [feat. Purity Ring],Danny Brown,0.32,0.723,210880,0.848,0,5,0.144,-7.11,1,0.0833,116.021,4,0.261,1
Fascism,Sam Sparro,0.00152,0.626,299383,0.888,0.0551,9,0.243,-4.981,0,0.0461,126.976,4,0.728,1
Marc Jacobs,Riff Raff,0.00723,0.743,259683,0.633,0,9,0.246,-8.224,1,0.235,85.041,4,0.398,1
One Of Us - Original Mix,Iron Galaxy & Sexlife,0.224,0.752,437293,0.767,0.931,5,0.0833,-8.022,0,0.0469,117.973,4,0.564,1
Can We Go Up?,Paper Diamond,0.000768,0.66,214636,0.763,0.0389,4,0.0637,-6.832,0,0.0636,137.932,4,0.661,1
This Lonely Morning,Best Coast,0.00144,0.211,162436,0.963,0.000732,7,0.162,-4.061,1,0.118,128.113,3,0.395,1
Time Has Come Today,The Chambers Brothers,0.0252,0.528,290933,0.514,0.0894,2,0.0725,-11.909,1,0.133,122.872,4,0.428,1
Sad Eyes,Crystal Castles,4.91E-05,0.442,207027,0.797,0.293,1,0.0749,-7.352,1,0.0349,135.018,4,0.274,1
Wearing My Rolex - Radio Edit,Wiley,0.0468,0.876,170480,0.716,0.000482,1,0.0667,-6.884,1,0.135,131.942,4,0.758,1
Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont,0.00174,0.67,174122,0.848,0.00168,0,0.385,-5.103,0,0.0537,124.029,4,0.46,1
Stoned and Starving,Parquet Courts,0.268,0.237,311680,0.89,0.843,5,0.122,-7.445,1,0.0599,169.792,4,0.308,1
Reflektor,Arcade Fire,0.0438,0.59,453949,0.721,0.0155,11,0.352,-8.32,0,0.0317,111.524,4,0.663,1
Jack,Breach,0.000334,0.907,183581,0.616,0.425,6,0.11,-7.073,0,0.0577,124.036,4,0.614,1
Tennis Court,Lorde,0.0175,0.764,198907,0.547,0.000161,0,0.23,-8.6,1,0.0576,89.993,4,0.404,1
Primetime (feat. Miguel),Janelle MonÃ¡e,0.0426,0.667,280080,0.465,0.00649,8,0.465,-8.096,1,0.0339,123.883,4,0.338,1
"Hold On, We're Going Home",Drake,0.00349,0.772,227880,0.407,2.40E-05,6,0.0705,-7.442,0,0.0907,100.006,4,0.287,1
Hannah Hunt,Vampire Weekend,0.717,0.345,237973,0.313,0.000822,4,0.1,-10.098,1,0.0681,207.969,4,0.166,1
Latch,Disclosure,0.0151,0.502,255632,0.732,0.000119,1,0.0897,-5.45,1,0.168,122.025,4,0.529,1
Play by Play,Autre Ne Veut,0.03,0.35,313707,0.844,0,1,0.177,-4.161,0,0.0438,114.64,4,0.107,1
I Blame Myself,Sky Ferreira,0.344,0.69,237040,0.737,0,1,0.243,-4.123,1,0.0363,115.02,4,0.821,1
Sunday,Earl Sweatshirt,0.278,0.716,205800,0.568,1.98E-06,2,0.385,-8.904,1,0.212,136.894,4,0.915,1
Step,Vampire Weekend,0.591,0.624,251627,0.724,7.79E-06,10,0.101,-7.113,1,0.101,78.008,4,0.62,1
You're Not Good Enough,Blood Orange,0.189,0.74,261360,0.798,0.00128,0,0.305,-6.55,1,0.146,119.964,4,0.574,1
Strandbar (disko),Todd Terje,0.0543,0.81,527705,0.949,0.957,2,0.155,-8.732,1,0.0428,121.971,4,0.778,1
Open,Rhye,0.886,0.574,217053,0.324,0.0817,0,0.28,-10.993,1,0.0307,91.007,4,0.226,1
Falling,HAIM,0.076,0.741,257733,0.894,4.89E-05,2,0.0835,-5.648,1,0.069,111.969,4,0.31,1
White Noise,Disclosure,0.00963,0.667,277688,0.848,0.000213,10,0.317,-6.164,0,0.05,119.975,4,0.895,1
Bumpy Road,Destruction Unit,0.000195,0.122,377177,0.913,0.713,11,0.269,-5.815,0,0.0499,185.906,4,0.0957,1
Shabba,A$AP Ferg,0.0715,0.869,275867,0.712,0,9,0.272,-6.136,1,0.103,120,4,0.458,1
Work REMIX,A$AP Ferg,0.0246,0.841,283693,0.733,0,1,0.174,-5.077,1,0.142,130.009,4,0.291,1
Dope,Tyga,0.0116,0.816,224853,0.543,0,0,0.13,-6.923,1,0.238,95.04,4,0.373,1
Here Comes The Night Time II,Arcade Fire,0.649,0.288,171620,0.394,0.712,7,0.145,-14.352,1,0.0399,151.632,3,0.0733,1
Warm In The Winter,Glass Candy,0.0392,0.57,405213,0.742,0.177,6,0.0993,-12.475,1,0.0366,127.193,4,0.039,1
Don't Let It Get to Your Head,Black Harmony,0.00626,0.807,442213,0.634,0.0288,11,0.0442,-9.035,1,0.0727,94.242,4,0.674,1
We Fall Down,ASTR,0.0086,0.656,224286,0.787,0.0923,8,0.376,-5.01,1,0.043,94.495,4,0.0933,1
R U With Me,ASTR,0.0152,0.333,264384,0.789,0,6,0.0639,-5.784,1,0.0782,82.66,4,0.338,1
Blue Hawaii,ASTR,0.064,0.652,224685,0.744,2.87E-05,7,0.342,-4.098,0,0.0378,123.006,4,0.488,1
Razor,ASTR,0.000986,0.771,218356,0.857,0.0161,8,0.323,-6.114,0,0.102,108.03,4,0.66,1
Stay,Rihanna,0.949,0.619,240707,0.324,5.42E-05,9,0.114,-10.146,0,0.0271,111.927,4,0.0968,1
The Sound Of San Francisco - Progressive Album Mix,Global Deejays,0.000483,0.701,224200,0.829,0.00223,6,0.14,-5.749,0,0.0513,132.349,4,0.501,1
Sunshine Of Your Love,Cream,0.503,0.683,250653,0.478,5.26E-05,2,0.113,-12.501,1,0.0356,115.121,4,0.771,1
Somebody to Love,Jefferson Airplane,0.364,0.507,180000,0.63,0.0127,4,0.293,-8.746,1,0.0355,130.141,4,0.559,1
San Francisco (Be Sure to Wear Flowers In Your Hair) - Single Version,Scott McKenzie,0.514,0.529,178507,0.645,0.00821,7,0.113,-8.158,1,0.0265,112.575,4,0.464,1
White Rabbit,Jefferson Airplane,0.351,0.561,155040,0.329,0.0311,2,0.116,-12.68,1,0.0282,105.029,4,0.297,1
Pleasure Power (DJ Smash Disco Remix),Afrolicious,0.000294,0.827,352341,0.462,0.543,8,0.0886,-10.673,1,0.0623,123.994,4,0.341,1
Bound 2,Kanye West,0.134,0.359,229147,0.662,0,1,0.0907,-2.843,1,0.0466,152.096,4,0.296,1
Drunk in Love,BeyoncÃ©,0.00969,0.589,323480,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.398,1
Viol - Original Mix,Gesaffelstein,7.59E-05,0.597,343878,0.839,0.825,7,0.55,-6.964,1,0.0377,108.993,4,0.199,1
Good Mistake,Mr Little Jeans,0.00778,0.677,256133,0.64,0.477,11,0.093,-6.408,0,0.0428,110.639,4,0.912,1
Runaway,Mr Little Jeans,0.0261,0.556,260147,0.722,0.0163,9,0.166,-9.541,1,0.0475,130.028,4,0.508,1
Fall In Love,Phantogram,0.0416,0.348,223227,0.856,0,2,0.203,-3.216,0,0.0979,188.046,4,0.261,1
Youâ€™re Not The One,Sky Ferreira,0.00207,0.468,235920,0.971,0.00329,1,0.146,-3.382,0,0.0609,92.003,4,0.814,1
Sacrilege,Yeah Yeah Yeahs,0.162,0.529,230213,0.95,0.00199,9,0.616,-3.446,1,0.056,119.964,4,0.456,1
Collard Greens,ScHoolboy Q,0.0233,0.824,299960,0.572,8.19E-06,11,0.208,-4.868,1,0.0652,153.977,4,0.669,1
Hell Of A Night,ScHoolboy Q,0.37,0.645,272453,0.836,0,2,0.125,-7.23,0,0.159,123.966,4,0.176,1
1977,Ana Tijoux,0.00392,0.683,201987,0.692,0.000441,9,0.105,-7.189,0,0.0396,103.848,4,0.593,1
Latino & Proud,DJ Raff,0.14,0.85,220347,0.534,0.000893,1,0.313,-5.278,1,0.322,98.004,4,0.963,1
Move That Dope,Future,0.0796,0.868,342773,0.627,0,1,0.0983,-4.843,0,0.116,131.097,4,0.314,1
Slasherr,Rustie,0.00135,0.702,218483,0.74,0.896,5,0.0481,-5.949,0,0.173,145.05,4,0.583,1
Outlines,AlunaGeorge,0.858,0.741,227627,0.449,0.000522,5,0.133,-6.621,1,0.0583,95.108,4,0.444,1
Platoon,Jungle,0.464,0.655,190330,0.704,0.877,0,0.134,-10.341,0,0.0413,99.96,4,0.696,1
Man Of The Year,ScHoolboy Q,0.00539,0.749,216013,0.857,0,3,0.192,-5.24,1,0.0435,111.906,4,0.355,1
Spacer Woman - Vocal,Charlie,0.00011,0.742,449499,0.965,0.607,1,0.0703,-8.291,0,0.0538,123.04,4,0.391,1
Nobody Else - Original Mix,Dusky,0.000595,0.805,445417,0.79,0.889,0,0.0296,-7.93,1,0.0577,122.994,4,0.533,1
Stoner,Young Thug,0.421,0.876,240000,0.675,1.16E-06,3,0.0667,-3.28,0,0.146,135.959,4,0.618,1
Elevate,St. Lucia,0.00767,0.541,308360,0.982,0.000765,2,0.291,-4.908,1,0.107,104.03,4,0.721,1
Independent - House Remix,Hoodfellas,0.112,0.857,223784,0.981,0.000157,8,0.0875,-4.223,1,0.12,148.009,4,0.709,1
Au Seve,Julio Bashmore,0.000518,0.771,393387,0.963,0.901,11,0.147,-7.294,1,0.0363,124,4,0.591,1
Synchronize,Discodeine,0.0235,0.761,387774,0.478,0.00972,4,0.0458,-7.437,0,0.0545,118.925,4,0.948,1
Don't Miss,The Alexanders,0.00204,0.805,285015,0.879,0.595,6,0.0578,-5.747,1,0.0521,123.013,4,0.713,1
Coucou disco,Dim Sum,0.00118,0.682,295020,0.953,0.622,11,0.256,-3.873,0,0.0474,124.996,4,0.324,1
Vowel Play - Original,Them Jeans,0.000725,0.801,315001,0.718,0.91,0,0.0747,-6.246,1,0.0746,123.999,4,0.817,1
The Devil Is A Lie,Rick Ross,0.00188,0.661,311920,0.837,0,5,0.362,-3.78,0,0.114,102.831,4,0.615,1
North North,Project Pat,0.0454,0.895,194133,0.783,0,6,0.137,-4.983,1,0.102,147.65,4,0.696,1
Temporary View,SBTRKT,0.548,0.706,206148,0.707,0.000313,0,0.1,-5.212,0,0.0351,144.877,4,0.246,1
"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino,0.15,0.516,210680,0.718,0.0163,5,0.167,-8.571,0,0.257,129.857,4,0.58,1
Accelerate,Jungle,0.106,0.653,184538,0.781,0.568,0,0.596,-7.433,1,0.0376,101.029,4,0.49,1
0 To 100 / The Catch Up,Drake,0.763,0.707,275227,0.709,0,11,0.274,-3.979,0,0.34,89.094,4,0.497,1
Hot N*gga,Bobby Shmurda,0.0505,0.794,194561,0.51,1.81E-06,9,0.0562,-7.314,1,0.42,167.879,4,0.189,1
You'll Never Walk Alone - 2002 Remastered Version,Gerry & The Pacemakers,0.394,0.484,160187,0.265,0,0,0.149,-11.101,1,0.0322,113.564,3,0.282,1
Your Soul,Hippie Sabotage,0.000599,0.487,324807,0.68,0.0339,7,0.144,-8.497,0,0.0408,94.46,3,0.076,1
dance yrself clean - live at madison square garden,LCD Soundsystem,0.0126,0.6,588520,0.811,0.05,8,0.969,-10.199,0,0.102,100.894,4,0.372,1
Running Up That Hill (A Deal With God),Kate Bush,0.713,0.628,303560,0.575,0.00233,10,0.0635,-11.591,0,0.0588,108.166,4,0.182,1
High Ball Stepper,Jack White,0.0323,0.227,230373,0.635,0.125,7,0.117,-9.169,1,0.0754,170.179,4,0.36,1
The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,0.768,0.275,283872,0.216,0.897,5,0.0832,-13.818,1,0.0345,116.388,4,0.176,1
All We Need (feat. Shy Girls),ODESZA,0.00416,0.644,211200,0.848,0.0168,4,0.0629,-4.952,0,0.0511,99.989,4,0.302,1
Catamaran,Allah-Las,0.00692,0.564,212986,0.846,0.00175,4,0.0452,-5.897,0,0.0437,122.035,4,0.695,1
Fool,Perfume Genius,0.712,0.277,235747,0.29,0.0459,1,0.228,-8.541,1,0.0332,71.302,4,0.0576,1
Bulbform,TR/ST,0.296,0.609,291092,0.909,0.0785,5,0.262,-7.302,0,0.0921,114.019,4,0.416,1
Passing Out Pieces,Mac Demarco,0.000563,0.417,167091,0.73,3.31E-06,5,0.0766,-6.774,1,0.0363,81.179,4,0.44,1
Tuesday,ILoveMakonnen,0.36,0.784,212154,0.649,0.000684,0,0.115,-6.905,1,0.292,140.203,4,0.503,1
Drop Dead Baby,Ty Segall,0.0674,0.289,149013,0.942,0.917,2,0.405,-3.207,1,0.0519,137.281,4,0.302,1
My Sunshine,Ty Segall,0.00342,0.313,155013,0.893,0,11,0.0877,-3.891,0,0.0463,127.11,4,0.709,1
BIG Fun - Full Intention 88 Remix,Inner City,0.000588,0.803,426850,0.769,0.9,6,0.0683,-7.025,1,0.0561,122.992,4,0.17,1
Natty Dread A Weh She Want,Horace Andy,0.0421,0.895,232533,0.517,9.72E-06,2,0.0511,-9.972,1,0.101,141.536,4,0.961,1
DLZ,TV On The Radio,0.0326,0.598,228707,0.885,0.00265,8,0.107,-3.992,0,0.0383,87.914,4,0.593,1
Whatcha Gonna Do,Koopsta Knicca,0.123,0.749,258773,0.855,0.164,1,0.329,-10.105,1,0.406,128.339,4,0.61,1
18 With A Bullet,Pete Wingfield,0.0625,0.758,252333,0.629,0.000144,7,0.109,-8.283,0,0.106,112.575,3,0.26,1
The Boss,James Brown,0.602,0.746,190733,0.484,0.00824,1,0.0576,-9.614,1,0.0434,97.923,4,0.596,1
Drifting In And Out,Porcelain Raft,0.00234,0.191,194400,0.979,0.283,7,0.617,-3.402,1,0.191,179.236,4,0.313,1
Made Me,Snootie Wild,0.0389,0.856,194747,0.719,9.03E-06,10,0.0935,-6.519,0,0.0746,146.032,4,0.369,1
Way to be Loved,TOPS,0.605,0.583,263397,0.515,0.000691,11,0.0931,-9.283,0,0.0571,115.732,4,0.621,1
Just Wanna Love You Girl,Epsilons,0.00042,0.22,82893,0.94,0.000541,0,0.0926,-2.397,1,0.0511,83.072,4,0.72,1
Be Brave,The Strange Boys,0.464,0.535,178867,0.91,9.32E-05,10,0.0745,-4.827,1,0.0328,111.027,4,0.956,1
Tupelo (Pt. 1) - Single Version,Albert King,0.619,0.722,175867,0.28,0.0786,10,0.141,-13.483,0,0.0583,66.711,4,0.466,1
Candyman,Cornershop,0.0758,0.747,229640,0.894,0.897,1,0.0918,-5.226,1,0.0961,90.493,4,0.57,1
Somebody Was Watching,Pops Staples,0.565,0.63,247293,0.374,0.00146,5,0.107,-11.305,1,0.177,166.999,4,0.573,1
Tupelo - Part 1,Pop Staples,0.615,0.508,174067,0.247,0.0352,0,0.166,-15.432,0,0.0748,200.749,3,0.484,1
Tupelo,Steve Cropper,0.207,0.54,360867,0.21,0.0765,0,0.334,-18.687,0,0.0461,103.081,3,0.411,1
"Damn Son, Where'd You Find This? - Future of TRAP Mix",Trendsetter,0.114,0.665,216728,0.513,0.303,0,0.122,-7.314,1,0.331,100.344,3,0.0373,1
I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix,Trendsetter,0.00884,0.51,286290,0.603,0.286,9,0.0569,-6.949,0,0.174,139.876,4,0.094,1
Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,Markus Maximus,0.114,0.665,216728,0.513,0.303,0,0.122,-7.314,1,0.331,100.344,3,0.0373,1
Work - The Advent & Spiriakos Remix,ZZT,0.000321,0.647,369235,0.793,0.833,3,0.401,-7.416,0,0.0454,130.007,4,0.188,1
Mannish Boy,Muddy Waters,0.612,0.649,175733,0.406,0,2,0.103,-10.43,1,0.0803,110.091,3,0.478,1
Holding On,Disclosure,0.172,0.683,315094,0.805,0.000231,5,0.357,-5.24,1,0.353,123.658,4,0.836,1
"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",Nikolaus Harnoncourt,0.99,0.148,175173,0.031,0.595,2,0.12,-25.756,0,0.0365,141.84,3,0.0638,1
My Main,Mykfresh,0.227,0.873,165544,0.504,0,0,0.121,-5.39,1,0.166,145.995,4,0.647,1
Southern Man - Live,"Crosby, Stills, Nash & Young",0.00497,0.376,825027,0.801,0.149,2,0.683,-10.662,0,0.0474,152.826,4,0.807,1
Won't Look Back,Duke Dumont,0.0113,0.523,203046,0.863,0.204,8,0.113,-4.975,0,0.0553,124.046,4,0.428,1
Chrome Knight - Feat. Chromeo,Surkin,0.0226,0.586,214227,0.892,0.00827,11,0.17,-4.937,0,0.0574,132.048,4,0.523,1
Black Boy,Pops Staples,0.666,0.827,202360,0.503,0.443,1,0.123,-11.007,1,0.0352,119.35,4,0.94,1
Give Me The Sunshine,Leo's Sunshipp,0.11,0.589,382733,0.616,0.204,5,0.0721,-9.475,0,0.0312,96.616,4,0.869,1
Motherless Child,Romare,0.391,0.702,311892,0.495,0.8,0,0.112,-11.645,0,0.0493,78.507,4,0.292,1
Giudecca,Ghost Culture,0.0975,0.582,252038,0.875,0.912,0,0.143,-6.912,1,0.0513,113.036,4,0.358,1
Living Every Dream,Antwon,0.0169,0.374,293851,0.853,2.72E-05,11,0.322,-3.571,0,0.295,200.035,4,0.422,1
Easy Rider,Action Bronson,0.0339,0.422,259301,0.851,0,11,0.152,-4.031,1,0.0398,93.649,4,0.667,1
Nissim,The Gaslamp Killer,0.127,0.474,271822,0.837,0.0197,5,0.169,-6.503,1,0.0514,165.844,4,0.243,1
Topless,Orlando Julius,0.13,0.61,178560,0.672,0.00283,7,0.109,-7.436,0,0.305,129.986,4,0.925,1
Breakthrough,The Funkees,0.597,0.571,207360,0.836,0.0108,10,0.106,-6.906,0,0.215,93.641,4,0.54,1
Stand Up - Tiger & Woods Remix,Pitchben,0.0672,0.802,451341,0.872,0.0197,5,0.0941,-6.346,0,0.0557,117.005,4,0.68,1
Blow a Bag,Future,0.218,0.793,194240,0.607,4.95E-06,4,0.348,-6.488,0,0.0821,140.992,4,0.16,1
Ain't got nobody,SÃ_sÃ_ Ey,0.0319,0.846,328962,0.472,0.0398,0,0.1,-9.13,0,0.0662,124.984,4,0.671,1
I Want'a Do Something Freaky To You,Leon Haywood,0.269,0.575,302987,0.641,0.0121,6,0.211,-8.105,0,0.0325,91.714,4,0.901,1
I Got a Feeling,Shit Robot,0.000997,0.787,484853,0.916,0.811,0,0.0588,-8.542,0,0.047,116.007,4,0.507,1
Standard,Empress Of,0.304,0.614,218413,0.575,0.0116,5,0.108,-5.819,0,0.0285,150.009,4,0.284,1
What I Might Do - Club Mix,Ben Pearce,0.103,0.835,389508,0.481,0.81,8,0.113,-9.606,1,0.136,121.993,4,0.304,1
Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang,0.201,0.696,398747,0.852,0.00125,4,0.0736,-4.281,0,0.0373,128.28,4,0.971,1
Do You Love Me,The Contours,0.611,0.597,172667,0.71,0,5,0.104,-9.798,1,0.0378,150.13,4,0.767,1
Too Bad I Have To Destroy You Now,Kid Cudi,0.0185,0.609,377893,0.664,0.0195,7,0.105,-9.116,0,0.0472,105.976,4,0.0944,1
Louie Louie,The Sonics,0.737,0.571,176800,0.839,0.0281,3,0.195,-5.799,0,0.0517,127.356,4,0.813,1
Heart Full of Soul,The Yardbirds,0.229,0.494,147893,0.666,5.69E-05,9,0.0469,-9.743,0,0.0351,140.832,4,0.704,1
For Your Love,The Yardbirds,0.236,0.347,150627,0.638,0,2,0.0894,-10.258,1,0.0409,94.506,4,0.594,1
Sunshine Of Your Love,Cream,0.436,0.684,250000,0.486,9.77E-05,2,0.12,-12.521,1,0.0385,115.076,4,0.821,1
Taifa - The Emperor Machine Mix,Partial Arts,0.000641,0.787,520311,0.679,0.912,7,0.0618,-12.377,1,0.0534,117.501,3,0.214,1
Taifa,Partial Arts,0.00254,0.696,502888,0.643,0.834,7,0.276,-10.124,1,0.0407,117.514,4,0.537,1
Make It,Patrick Di Stefano,0.0043,0.894,376000,0.676,0.348,8,0.425,-9.707,1,0.0979,121,4,0.715,1
Face It,Master C & J,0.00524,0.81,418187,0.547,0.854,10,0.101,-12.295,0,0.0558,120.752,4,0.817,1
Mary-Mary (M&M Unreleased Mix) [feat. Dajae],Grand High Priest,0.0263,0.739,257600,0.878,0.407,6,0.0477,-5.464,0,0.0788,126.705,4,0.855,1
Supernature - Edit,Cerrone,0.000173,0.641,262000,0.954,0.425,5,0.0535,-6.765,0,0.0589,122.79,4,0.827,1
I'll Be Good,Rene & Angela,0.136,0.829,321067,0.65,2.15E-05,10,0.15,-9.691,1,0.06,108.398,4,0.744,1
Defected In The House Ibiza 2013 Mixtape,Simon Dunmore,0.00479,0.777,318470,0.671,0.0244,11,0.286,-7.803,0,0.0386,123.974,4,0.482,1
"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School,0.271,0.567,336800,0.851,0,1,0.569,-5.897,1,0.484,80.935,4,0.598,1
