Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
2,frozen vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,root vegetables,other vegetables,whole milk,butter,dessert,frozen meals,frozen fish,rice,bottled water,fruit/vegetable juice,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,
9,sausage,other vegetables,whole milk,butter,cat food,salty snack,long life bakery product,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,rolls/buns,salty snack,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,mayonnaise,frozen vegetables,frozen potato products,rolls/buns,white bread,rice,oil,specialty fat,specialty vegetables,canned fish,coffee,instant coffee,bottled beer,liquor (appetizer),long life bakery product,chocolate,napkins,house keeping products,,,
5,sausage,meat,whole milk,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pork,beef,packaged fruit/vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,salty snack,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,other vegetables,mustard,soda,napkins,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,baking powder,long life bakery product,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,chicken,citrus fruit,curd,yogurt,domestic eggs,rolls/buns,spices,bottled water,waffles,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,tropical fruit,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,domestic eggs,sugar,salty snack,long life bakery product,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,tropical fruit,brown bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled water,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,chicken,root vegetables,onions,other vegetables,frozen vegetables,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,curd,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,berries,root vegetables,herbs,other vegetables,whole milk,curd,cream cheese,cereals,long life bakery product,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,hamburger meat,whole milk,cream cheese,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,pork,beef,frozen vegetables,frozen meals,potato products,margarine,napkins,cookware,,,,,,,,,,,,,,,,,,,,,,,,
7,tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
9,frankfurter,meat,whole milk,roll products,flour,pickled vegetables,bottled beer,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
2,specialty cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,root vegetables,onions,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,hard cheese,specialty cheese,dog food,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,
2,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,other vegetables,butter milk,rolls/buns,oil,bottled water,fruit/vegetable juice,softener,dishes,,,,,,,,,,,,,,,,,,,,,,,,
20,frankfurter,beef,pip fruit,whole milk,yogurt,whipped/sour cream,cream cheese,frozen vegetables,flour,margarine,canned vegetables,pickled vegetables,coffee,bottled water,soda,misc. beverages,fruit/vegetable juice,salty snack,waffles,potted plants,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,tropical fruit,dessert,condensed milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,citrus fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,soft cheese,frozen vegetables,white bread,flour,margarine,baking powder,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,
4,whole milk,cream cheese,salty snack,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,soda,fruit/vegetable juice,cake bar,candy,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,other vegetables,whole milk,curd,butter milk,yogurt,whipped/sour cream,cream cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,onions,other vegetables,frozen fruits,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,other vegetables,whole milk,yogurt,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,other vegetables,yogurt,rolls/buns,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,whole milk,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,tropical fruit,pip fruit,other vegetables,frozen vegetables,ice cream,brown bread,pastry,flour,pickled vegetables,coffee,soda,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
7,butter,curd,dessert,cream cheese,canned beer,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
1,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pasta,soda,snack products,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,other vegetables,dessert,candy,abrasive cleaner,dishes,cling film/bags,candles,,,,,,,,,,,,,,,,,,,,,,,,,
8,other vegetables,curd,yogurt,UHT-milk,brown bread,bottled water,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,pork,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,processed cheese,domestic eggs,rolls/buns,white bread,pastry,jam,soda,waffles,candy,napkins,,,,,,,,,,,,,,,,
2,beef,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,ham,grapes,other vegetables,bottled water,misc. beverages,brandy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,frozen meals,rolls/buns,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,pip fruit,grapes,whole milk,yogurt,spread cheese,brown bread,semi-finished bread,rice,pickled vegetables,bottled beer,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,
1,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,sausage,beef,citrus fruit,tropical fruit,nuts/prunes,root vegetables,other vegetables,whole milk,mayonnaise,oil,baking powder,pickled vegetables,chocolate,newspapers,,,,,,,,,,,,,,,,,,
12,frankfurter,pip fruit,nuts/prunes,onions,specialty cheese,brown bread,soda,fruit/vegetable juice,salty snack,chocolate,male cosmetics,shopping bags,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,whole milk,soft cheese,rice,margarine,sugar,soups,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
4,chicken,pork,frozen vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,citrus fruit,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,soft cheese,sliced cheese,hard cheese,roll products,margarine,soda,misc. beverages,fruit/vegetable juice,chocolate,newspapers,,,,,,,,,,,,,,,
5,flour,sugar,cat food,misc. beverages,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,finished products,tropical fruit,pip fruit,other vegetables,whole milk,frozen fish,pastry,canned fish,seasonal products,dental care,hygiene articles,potted plants,,,,,,,,,,,,,,,,,,,,
4,frankfurter,rolls/buns,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,chicken,curd,UHT-milk,cream cheese,margarine,coffee,salty snack,waffles,dishes,,,,,,,,,,,,,,,,,,,,,,,
11,chicken,other vegetables,whole milk,domestic eggs,oil,margarine,sugar,coffee,bottled beer,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,
4,sausage,beef,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,beef,other vegetables,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,frozen meals,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sausage,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,onions,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,sausage,root vegetables,onions,herbs,other vegetables,UHT-milk,hard cheese,cream cheese,frozen vegetables,rolls/buns,bottled water,soda,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,
8,frankfurter,sausage,tropical fruit,oil,spices,pickled vegetables,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,
3,zwieback,long life bakery product,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,tropical fruit,pip fruit,whipped/sour cream,sugar,baking powder,instant coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,whole milk,whipped/sour cream,semi-finished bread,baking powder,pickled vegetables,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen fish,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,berries,whole milk,frozen meals,frozen dessert,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
11,chicken,pork,other vegetables,whole milk,butter,curd,margarine,pickled vegetables,waffles,specialty chocolate,hygiene articles,,,,,,,,,,,,,,,,,,,,,
3,onions,yogurt,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,beef,root vegetables,herbs,packaged fruit/vegetables,whipped/sour cream,cream cheese,vinegar,oil,margarine,soups,pickled vegetables,meat spreads,canned fish,fruit/vegetable juice,candles,,,,,,,,,,,,,,,,,
11,root vegetables,whole milk,semi-finished bread,cat food,fruit/vegetable juice,canned beer,liquor (appetizer),waffles,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,soft cheese,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,butter,dessert,processed cheese,white bread,pickled vegetables,seasonal products,dental care,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,citrus fruit,whole milk,UHT-milk,specialty cheese,frozen vegetables,tea,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
1,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,UHT-milk,cat food,coffee,bottled beer,white wine,sparkling wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,curd,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,whole milk,processed cheese,mayonnaise,margarine,mustard,cat food,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
11,frankfurter,pork,tropical fruit,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt,frozen dessert,chewing gum,,,,,,,,,,,,,,,,,,,,,
1,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,processed cheese,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,other vegetables,butter milk,curd cheese,sugar,fruit/vegetable juice,bottled beer,chocolate,candles,,,,,,,,,,,,,,,,,,,,,,,
6,beef,fish,yogurt,pastry,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whipped/sour cream,domestic eggs,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,pip fruit,other vegetables,butter milk,yogurt,whipped/sour cream,UHT-milk,margarine,sugar,waffles,,,,,,,,,,,,,,,,,,,,,,
2,UHT-milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,semi-finished bread,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,frankfurter,sausage,butter,dessert,spread cheese,white bread,pastry,coffee,waffles,,,,,,,,,,,,,,,,,,,,,,,
12,pip fruit,other vegetables,whole milk,butter milk,yogurt,cream cheese,pasta,fruit/vegetable juice,dental care,hygiene articles,kitchen towels,photo/film,,,,,,,,,,,,,,,,,,,,
3,pip fruit,soft cheese,tidbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,dessert,yogurt,brown bread,pastry,soda,long life bakery product,cake bar,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,
3,cereals,specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,other vegetables,cream cheese,domestic eggs,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,UHT-milk,cream cheese,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,misc. beverages,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,meat,chicken,berries,yogurt,whipped/sour cream,cream cheese,mayonnaise,brown bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pork,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,pip fruit,soda,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,citrus fruit,pip fruit,root vegetables,other vegetables,butter,UHT-milk,frozen vegetables,pastry,margarine,sugar,soups,soda,bottled beer,long life bakery product,softener,,,,,,,,,,,,,,,,,
3,rolls/buns,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,meat spreads,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,brown bread,bottled water,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,UHT-milk,oil,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,pork,citrus fruit,pip fruit,root vegetables,other vegetables,dessert,butter milk,sliced cheese,processed cheese,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,
9,yogurt,hard cheese,rolls/buns,sweet spreads,soda,misc. beverages,specialty chocolate,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,herbs,other vegetables,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,domestic eggs,pastry,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,decalcifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,ham,meat,butter,UHT-milk,mayonnaise,baking powder,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
2,beef,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,hamburger meat,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,mayonnaise,white bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,fruit/vegetable juice,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,finished products,pip fruit,other vegetables,domestic eggs,margarine,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,other vegetables,bottled beer,canned beer,sparkling wine,chocolate,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,dessert,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ham,root vegetables,other vegetables,dessert,brown bread,pasta,margarine,bottled water,fruit/vegetable juice,red/blush wine,,,,,,,,,,,,,,,,,,,,,,
1,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,dog food,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,citrus fruit,tropical fruit,yogurt,UHT-milk,domestic eggs,mustard,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,dessert,yogurt,domestic eggs,oil,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
7,beef,citrus fruit,root vegetables,bottled water,soda,fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
1,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,butter,UHT-milk,spread cheese,bottled beer,salty snack,waffles,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,rolls/buns,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,meat,other vegetables,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,rolls/buns,specialty chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,beef,root vegetables,whole milk,butter,yogurt,soda,abrasive cleaner,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
12,ham,meat,berries,other vegetables,whole milk,butter,yogurt,processed cheese,specialty cheese,white bread,margarine,specialty bar,,,,,,,,,,,,,,,,,,,,
5,sausage,meat,other vegetables,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,brown bread,roll products,coffee,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ham,other vegetables,yogurt,domestic eggs,semi-finished bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,other vegetables,rolls/buns,canned fish,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,chicken,bottled water,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,beef,hamburger meat,tropical fruit,pip fruit,other vegetables,whole milk,butter milk,yogurt,ice cream,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
5,yogurt,condensed milk,pet care,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,whole milk,margarine,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,root vegetables,rolls/buns,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,whole milk,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen vegetables,domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,meat,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,canned beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ham,citrus fruit,tropical fruit,pip fruit,herbs,other vegetables,whole milk,yogurt,spread cheese,brown bread,dog food,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
4,beef,whole milk,margarine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,bottled water,bottled beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ham,tropical fruit,beverages,hard cheese,waffles,chocolate,specialty chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,
5,yogurt,frozen vegetables,napkins,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,frozen fish,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,domestic eggs,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,root vegetables,UHT-milk,rolls/buns,brown bread,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
16,frankfurter,liver loaf,pip fruit,whole milk,yogurt,beverages,cream cheese,frozen vegetables,frozen meals,brown bread,pastry,cereals,bottled water,soda,fruit/vegetable juice,kitchen towels,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,salt,vinegar,oil,margarine,spices,coffee,bottled beer,newspapers,,,,,,,,,,,,,,,,,
6,sausage,packaged fruit/vegetables,whole milk,brown bread,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,beef,root vegetables,brown bread,margarine,cat food,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,
1,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pork,root vegetables,sliced cheese,specialty chocolate,specialty bar,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
10,frankfurter,chicken,pork,citrus fruit,root vegetables,whole milk,yogurt,brown bread,instant coffee,seasonal products,,,,,,,,,,,,,,,,,,,,,,
1,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,chicken,beef,root vegetables,whole milk,cream cheese,pet care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,ham,grapes,other vegetables,UHT-milk,frozen meals,frozen potato products,rolls/buns,waffles,chocolate,candy,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,sausage,pork,sliced cheese,pastry,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,other vegetables,whole milk,yogurt,ice cream,flour,margarine,baking powder,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,frankfurter,pork,citrus fruit,other vegetables,domestic eggs,pastry,ketchup,pickled vegetables,soda,syrup,skin care,newspapers,,,,,,,,,,,,,,,,,,,,
7,sausage,whole milk,UHT-milk,rolls/buns,sugar,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
14,frankfurter,chicken,hamburger meat,pip fruit,other vegetables,whole milk,butter,curd,whipped/sour cream,salad dressing,frozen dessert,frozen potato products,pastry,rice,,,,,,,,,,,,,,,,,,
2,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,beef,citrus fruit,pip fruit,root vegetables,other vegetables,pastry,flour,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen chicken,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pork,whipped/sour cream,ice cream,rolls/buns,bottled water,chocolate,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,berries,other vegetables,butter,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,meat,other vegetables,whole milk,whipped/sour cream,rolls/buns,margarine,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,soft cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,curd cheese,frozen vegetables,soups,cat food,chewing gum,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,salty snack,dishes,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,beef,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,other vegetables,whipped/sour cream,beverages,hard cheese,cream cheese,flour,sweet spreads,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,
