Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
737,00:27:33.370000,Fernando Mamede,POR,1951-11-01,1,Colombes,1982-05-29,Men,"10,000 m"
737,00:27:33.370000,Moses Kipsiro,UGA,1986-09-02,2,Nairobi,2010-07-28,Men,"10,000 m"
739,00:27:33.380000,Robert Curtis,USA,1984-11-28,8,Palo Alto,2010-05-01,Men,"10,000 m"
739,00:27:33.380000,Jeremiah Karemi Thuku,KEN,1994-07-07,2,Fukagawa,2013-06-29,Men,"10,000 m"
741,00:27:33.420000,Juan Carlos de la Ossa,ESP,1976-11-25,10,Helsinki,2005-08-08,Men,"10,000 m"
742,00:27:33.450000,Vincent Yator,KEN,1989-07-11,4,Nairobi,2015-08-01,Men,"10,000 m"
743,00:27:33.470000,Abdihakem Abdirahman,USA,1977-01-01,9,Hengelo,2005-05-29,Men,"10,000 m"
744,00:27:33.480000,Galen Rupp,USA,1986-05-08,1,Palo Alto,2007-04-29,Men,"10,000 m"
745,00:27:33.510000,Zersenay Tadese,ERI,1982-02-08,6,London,2012-08-04,Men,"10,000 m"
746,00:27:33.530000,Imane Merga,ETH,1988-10-15,1,Saint-Maur,2008-06-06,Men,"10,000 m"
747,00:27:33.590000,Evans Rutto,KEN,1984-01-14,8,Bruxelles,2000-08-25,Men,"10,000 m"
747,00:27:33.590000,Lucas Rotich,KEN,1990-04-16,2,Brasschaat,2010-07-11,Men,"10,000 m"
749,00:27:33.600000,Wilberforce Kapkeny Talel,KEN,1980-01-10,6,Saint-Denis,2003-08-24,Men,"10,000 m"
750,00:27:33.660000,Werner Schildhauer,GER,1959-06-05,1,Jena,1982-05-29,Men,"10,000 m"
751,00:27:33.670000,Zane Robertson,NZL,1989-11-14,12,Rio de Janeiro,2016-08-13,Men,"10,000 m"
752,00:27:33.790000,Aloÿs Nizigama,BDI,1966-06-18,4,Atlanta,1996-07-29,Men,"10,000 m"
753,00:27:33.820000,Azmeraw Mengistu,ETH,1992-09-15,8,Hengelo,2015-06-17,Men,"10,000 m"
754,00:27:33.830000,Geoffrey Mutai,KEN,1981-10-07,3,Nairobi,2010-07-28,Men,"10,000 m"
755,00:27:33.840000,John Yuda,TAN,1979-06-09,10,Hengelo,2005-05-29,Men,"10,000 m"
756,00:27:33.870000,Abdullah Ahmad Hassan,QAT,1981-07-29,15,Hengelo,2007-05-26,Men,"10,000 m"
756,00:27:33.870000,Imane Merga,ETH,1988-10-15,1,Villeneuve d'Ascq,2009-06-30,Men,"10,000 m"
758,00:27:33.930000,Alan Culpepper,USA,1972-09-15,5,Palo Alto,2001-05-04,Men,"10,000 m"
759,00:27:33.940000,Matt Tegenkamp,USA,1982-01-19,2,Eugene,2012-06-22,Men,"10,000 m"
759,00:27:33.940000,Ronald Kwemoi,KEN,1995-09-18,1,Hachioji,2016-11-26,Men,"10,000 m"
761,00:27:33.960000,José David Galván,MEX,1973-04-06,2,Palo Alto,2007-04-29,Men,"10,000 m"
762,00:27:34.020000,Kamiel Maase,NED,1971-10-20,8,Hengelo,1999-05-30,Men,"10,000 m"
763,00:27:34.040000,Richard Chelimo,KEN,1972-04-21,1,Koblenz,1991-09-11,Men,"10,000 m"
764,00:27:34.050000,Larbi Zéroual,MAR,1971-01-10,5,Villeneuve d'Ascq,1998-07-11,Men,"10,000 m"
765,00:27:34.110000,Sileshi Sihine,ETH,1983-01-29,8,Daegu,2011-08-28,Men,"10,000 m"
766,00:27:34.240000,Abdihakem Abdirahman,USA,1977-01-01,3,Palo Alto,2004-04-30,Men,"10,000 m"
767,00:27:34.250000,Laban Chege,KEN,1969-09-10,3,Bratislava,1996-05-29,Men,"10,000 m"
768,00:27:34.270000,Arturo Barrios,MEX,1963-12-12,2,Stockholm,1993-07-05,Men,"10,000 m"
769,00:27:34.290000,Mohamed El Hachimi,MAR,1980-09-05,7,Neerpelt,2008-05-31,Men,"10,000 m"
770,00:27:34.380000,Jean-Louis Prianon,FRA,1960-02-22,2,Helsinki,1987-07-02,Men,"10,000 m"
770,00:27:34.380000,Benjamin Maiyo,KEN,1978-10-06,9,Bruxelles,1998-08-28,Men,"10,000 m"
770,00:27:34.380000,Hassan Mead,USA,1989-08-28,4,Palo Alto,2017-05-05,Men,"10,000 m"
773,00:27:34.400000,Juan Luis Barrios,MEX,1983-06-24,1,Palo Alto,2014-05-04,Men,"10,000 m"
774,00:27:34.480000,Craig Mottram,AUS,1980-06-18,1,Palo Alto,2008-05-04,Men,"10,000 m"
775,00:27:34.510000,Philip Kemei,KEN,1977-06-06,4,Hengelo,1998-06-01,Men,"10,000 m"
776,00:27:34.530000,Domingos Castro,POR,1963-11-22,3,Stockholm,1993-07-05,Men,"10,000 m"
777,00:27:34.550000,Lucas Rotich,KEN,1990-04-16,6,Nairobi,2010-06-26,Men,"10,000 m"
778,00:27:34.580000,Julian Goater,GBR,1953-01-12,5,Oslo,1982-06-26,Men,"10,000 m"
779,00:27:34.600000,Arturo Barrios,MEX,1963-12-12,1,Berlin,1992-08-21,Men,"10,000 m"
780,00:27:34.640000,Mohamed Ahmed,CAN,1991-01-05,6,Palo Alto,2012-04-29,Men,"10,000 m"
781,00:27:34.680000,Hansjörg Kunze,GDR,1959-12-28,1,Jena,1986-05-31,Men,"10,000 m"
782,00:27:34.720000,Alan Webb,USA,1983-01-13,1,Palo Alto,2006-04-30,Men,"10,000 m"
784,00:27:34.770000,Domingos Castro,POR,1963-11-22,2,Barakaldo,1997-04-05,Men,"10,000 m"
785,00:27:34.810000,Musasabeker Marda,MAR,1982-02-04,2,Saint-Maur,2008-06-06,Men,"10,000 m"
786,00:27:34.960000,Julius Korir,KEN,1960-04-21,1,Berlin,1991-09-10,Men,"10,000 m"
787,00:27:34.990000,Abraham Cheroben,KEN,1992-11-10,4,Leiden,2016-06-11,Men,"10,000 m"
788,00:27:35.010000,Paul Biwott,KEN,1978-04-18,1,Heusden-Zolder,2002-07-20,Men,"10,000 m"
789,00:27:35.050000,Marilson dos Santos,BRA,1977-08-06,8,Neerpelt,2008-05-31,Men,"10,000 m"
790,00:27:35.080000,Josephat Machuka,KEN,1973-12-12,5,Atlanta,1996-07-29,Men,"10,000 m"
791,00:27:35.090000,Toshinari Takaoka,JPN,1970-09-24,6,Palo Alto,2001-05-04,Men,"10,000 m"
792,00:27:35.120000,Felix Kibore,QAT,1988-02-18,2,Pergine Valsugana,2008-07-12,Men,"10,000 m"
793,00:27:35.130000,José Rios,ESP,1974-03-15,1,Barakaldo,2002-07-13,Men,"10,000 m"
794,00:27:35.160000,Martin Irungu Mathathi,KEN,1985-12-25,1,Kobe,2012-04-21,Men,"10,000 m"
795,00:27:35.190000,Paul Koech,KEN,1969-06-25,6,Atlanta,1996-07-29,Men,"10,000 m"
796,00:27:35.200000,Joseph Kimani,KEN,1972-09-21,2,Göteborg,1995-08-05,Men,"10,000 m"
797,00:27:35.210000,Arturo Barrios,MEX,1963-12-12,1,Jena,1992-05-28,Men,"10,000 m"
798,00:27:35.330000,Takeyuki Nakayama,JPN,1959-12-20,3,Helsinki,1987-07-02,Men,"10,000 m"
799,00:27:35.340000,Saïd Bérioui,MAR,1975-06-03,4,Hengelo,1997-05-31,Men,"10,000 m"
799,00:27:35.340000,Gideon Ngatuny,KEN,1986-10-10,2,Gifu,2007-09-21,Men,"10,000 m"
801,00:27:35.350000,Josphat Muchiri Ndambiri,KEN,1985-02-12,1,Yamagata,2008-09-26,Men,"10,000 m"
802,00:27:35.470000,Bernard Kiprop Kipyego,KEN,1986-07-16,10,Bruxelles,2006-08-25,Men,"10,000 m"
803,00:27:35.500000,Polat Arikan,TUR,1990-12-12,13,Rio de Janeiro,2016-08-13,Men,"10,000 m"
804,00:27:35.540000,John Maina,KEN,1993-07-14,5,Machida,2015-11-28,Men,"10,000 m"
805,00:27:35.550000,Samuel Muturi,KEN,1986-05-02,5,Kobe,2005-04-24,Men,"10,000 m"
806,00:27:35.580000,Simon Maina Munyi,KEN,1978-03-18,2,Heusden-Zolder,2002-07-20,Men,"10,000 m"
807,00:27:35.650000,Dathan Ritzenhein,USA,1982-12-30,2,Palo Alto,2006-04-30,Men,"10,000 m"
807,00:27:35.650000,Leonard Korir,USA,1986-12-10,14,Rio de Janeiro,2016-08-13,Men,"10,000 m"
809,00:27:35.670000,Abdullah Ahmad Hassan,QAT,1981-07-29,10,Hengelo,2008-05-24,Men,"10,000 m"
810,00:27:35.720000,Kamiel Maase,NED,1971-10-20,3,Barakaldo,1997-04-05,Men,"10,000 m"
810,00:27:35.720000,Yonas Kifle,ERI,1977-03-24,11,Helsinki,2005-08-08,Men,"10,000 m"
810,00:27:35.720000,Dennis Masai,KEN,1991-12-01,11,Bruxelles,2012-09-07,Men,"10,000 m"
813,00:27:35.740000,Aloÿs Nizigama,BDI,1966-06-18,5,Hengelo,1998-06-01,Men,"10,000 m"
814,00:27:35.750000,Leonard Barsoton,KEN,1994-10-21,5,Nairobi,2015-08-01,Men,"10,000 m"
815,00:27:35.760000,Mohamed Ahmed,CAN,1991-01-05,9,Moskva,2013-07-10,Men,"10,000 m"
816,00:27:35.770000,Joseph Keino,KEN,1963-01-01,2,Berlin,1992-08-21,Men,"10,000 m"
817,00:27:35.800000,Carlos Lopes,POR,1947-02-18,1,Lisboa,1983-06-04,Men,"10,000 m"
818,00:27:35.830000,Abayneh Ayele,ETH,1987-11-04,7,Hengelo,2016-06-29,Men,"10,000 m"
819,00:27:35.850000,Patrick Kimeli,KEN,1989-04-22,8,Neerpelt,2007-06-02,Men,"10,000 m"
820,00:27:35.860000,James Kimutai Koskei,KEN,1968-11-23,6,Villeneuve d'Ascq,1998-07-11,Men,"10,000 m"
821,00:27:35.890000,Moses Tanui,KEN,1965-08-20,2,Berlin,1991-09-10,Men,"10,000 m"
822,00:27:36,Domingos Castro,POR,1963-11-22,2,Stockholm,1989-07-03,Men,"10,000 m"
822,00:27:36,Cameron Levins,CAN,1989-03-28,2,Palo Alto,2014-05-04,Men,"10,000 m"
824,00:27:36.010000,Jeffrey Schiebler,CAN,1973-06-01,7,Palo Alto,2001-05-04,Men,"10,000 m"
825,00:27:36.090000,Dathan Ritzenhein,USA,1982-12-30,3,Eugene,2012-06-22,Men,"10,000 m"
826,00:27:36.110000,Kidane Tadese,ERI,1987-08-31,12,Beijing,2008-08-17,Men,"10,000 m"
827,00:27:36.120000,Charles Kamathi,KEN,1978-05-18,2,Kumagaya,2007-05-19,Men,"10,000 m"
828,00:27:36.150000,Mathias Ntawulikura,RWA,1964-07-14,6,Bruxelles,1994-08-19,Men,"10,000 m"
829,00:27:36.200000,Gabriel Kamau,KEN,1957-03-20,1,Walnut,1982-04-24,Men,"10,000 m"
830,00:27:36.270000,David Black,GBR,1952-10-20,5,Praha,1978-08-29,Men,"10,000 m"
831,00:27:36.300000,Hendrick Ramaala,RSA,1972-02-02,5,Hengelo,1997-05-31,Men,"10,000 m"
832,00:27:36.340000,Gebre-egziabher Gebremariam,ETH,1984-09-10,8,London,2012-08-04,Men,"10,000 m"
832,00:27:36.340000,Abadi Hadis,ETH,1997-11-06,15,Rio de Janeiro,2016-08-13,Men,"10,000 m"
834,00:27:36.350000,Zewdie Milion,ETH,1989-01-24,1,Machida,2014-11-29,Men,"10,000 m"
835,00:27:36.360000,Zembaba Yigeze,ETH,1983-09-26,9,Neerpelt,2008-05-31,Men,"10,000 m"
836,00:27:36.400000,Bashir Abdi,BEL,1989-02-10,3,Palo Alto,2014-05-04,Men,"10,000 m"
837,00:27:36.420000,Micah Kogo,KEN,1986-06-03,8,Bruxelles,2008-09-05,Men,"10,000 m"
838,00:27:36.430000,Jean-Louis Prianon,FRA,1960-02-22,4,Seoul,1988-09-26,Men,"10,000 m"
839,00:27:36.460000,Günther Weidlinger,AUT,1978-04-05,2,Palo Alto,2008-05-04,Men,"10,000 m"
840,00:27:36.480000,Wilberforce Kapkeny Talel,KEN,1980-01-10,2,Praha,2000-06-05,Men,"10,000 m"
841,00:27:36.490000,Mebrahtom Keflezighi,USA,1975-05-05,1,Sacramento,2004-07-09,Men,"10,000 m"
842,00:27:36.500000,Simon Maina Munyi,KEN,1978-03-18,1,Hachioji,1997-11-30,Men,"10,000 m"
843,00:27:36.520000,Domingos Castro,POR,1963-11-22,6,Athínai,1997-08-06,Men,"10,000 m"
844,00:27:36.530000,Daniele Meucci,ITA,1985-10-07,4,Palo Alto,2014-05-04,Men,"10,000 m"
845,00:27:36.600000,Bernard Kimani,KEN,1993-09-10,2,Machida,2014-11-29,Men,"10,000 m"
846,00:27:36.620000,Brendan Foster,GBR,1948-01-12,1,London,1977-09-09,Men,"10,000 m"
846,00:27:36.620000,Joshua Chelanga,KEN,1973-04-07,6,Bruxelles,1997-08-22,Men,"10,000 m"
848,00:27:36.640000,Gerard Tebroke,NED,1949-11-09,6,Praha,1978-08-29,Men,"10,000 m"
849,00:27:36.680000,Zakayo Ngatho,KEN,1978-03-18,1,Kobe,2002-04-28,Men,"10,000 m"
850,00:27:36.700000,Mark Nenow,USA,1957-11-16,2,Walnut,1982-04-24,Men,"10,000 m"
851,00:27:36.730000,Abdelrahim Zitouna,MAR,1970-12-20,6,Hengelo,1997-05-31,Men,"10,000 m"
852,00:27:36.760000,Paul Tanui,KEN,1990-12-22,7,Nairobi,2010-06-26,Men,"10,000 m"
853,00:27:36.780000,Francis Kiprop,KEN,1982-06-04,11,Bruxelles,2002-08-30,Men,"10,000 m"
854,00:27:36.790000,Shadrack Kipchirchir,KEN,1989-02-22,5,Palo Alto,2014-05-04,Men,"10,000 m"
855,00:27:36.800000,Karl Fleschen,FRG,1955-06-28,1,Troisdorf,1979-04-28,Men,"10,000 m"
855,00:27:36.800000,Fernando Mamede,POR,1951-11-01,1,Lausanne,1983-06-30,Men,"10,000 m"
857,00:27:36.860000,Mark Kiptoo,KEN,1976-06-21,9,Bruxelles,2008-09-05,Men,"10,000 m"
858,00:27:36.880000,Joseph Keino,KEN,1963-01-01,3,Berlin,1991-09-10,Men,"10,000 m"
859,00:27:36.900000,Teodoro Cuñado,ESP,1970-02-13,2,Gijón,2000-08-12,Men,"10,000 m"
860,00:27:36.940000,Philemon Limo,KEN,1985-08-02,8,Nairobi,2010-06-26,Men,"10,000 m"
861,00:27:36.990000,Galen Rupp,USA,1986-05-08,13,Beijing,2008-08-17,Men,"10,000 m"
861,00:27:36.990000,Tim Nelson,USA,1984-02-27,1,Palo Alto,2009-05-02,Men,"10,000 m"
863,00:27:37,Darren Wilson,AUS,1968-08-09,3,Melbourne,1996-11-25,Men,"10,000 m"
864,00:27:37.080000,Henry Rono,KEN,1952-02-12,2,London,1977-09-09,Men,"10,000 m"
865,00:27:37.130000,Paul Tanui,KEN,1990-12-22,1,Gifu,2015-09-25,Men,"10,000 m"
866,00:27:37.170000,Bruce Bickford,USA,1957-03-12,1,Stockholm,1985-07-02,Men,"10,000 m"
868,00:27:37.250000,Tebalu Zawude,ETH,1987-11-02,8,Hengelo,2016-06-29,Men,"10,000 m"
869,00:27:37.280000,Samson Kimobwa,KEN,1955-09-15,1,Stockholm,1977-07-04,Men,"10,000 m"
870,00:27:37.300000,Josphat Muchiri Ndambiri,KEN,1985-02-12,2,Kobe,2006-04-23,Men,"10,000 m"
871,00:27:37.360000,Arturo Barrios,MEX,1963-12-12,4,Oslo,1991-07-06,Men,"10,000 m"
871,00:27:37.360000,Wilson Omwoyo,KEN,1965-11-25,4,Berlin,1991-09-10,Men,"10,000 m"
873,00:27:37.420000,Josphat Kiprono Menjo,KEN,1979-08-20,9,Nairobi,2010-06-26,Men,"10,000 m"
874,00:27:37.440000,Khalid Skah,MAR,1967-01-29,5,Villeneuve d'Ascq,2000-06-17,Men,"10,000 m"
875,00:27:37.450000,Bob Kennedy,USA,1970-08-18,4,Palo Alto,2004-04-30,Men,"10,000 m"
876,00:27:37.490000,Antonio Prieto,ESP,1958-01-11,5,Oslo,1990-07-14,Men,"10,000 m"
876,00:27:37.490000,Teodoro Vega,MEX,1976-07-14,4,Pontevedra,2003-07-20,Men,"10,000 m"
878,00:27:37.550000,Ben St. Lawrence,AUS,1981-11-07,1,Palo Alto,2013-04-28,Men,"10,000 m"
879,00:27:37.590000,Alberto Cova,ITA,1958-12-01,2,Lausanne,1983-06-30,Men,"10,000 m"
879,00:27:37.590000,Martin Irungu Mathathi,KEN,1985-12-25,2,Yamagata,2008-09-26,Men,"10,000 m"
881,00:27:37.630000,Gerard Tebroke,NED,1949-11-09,3,London,1977-09-09,Men,"10,000 m"
882,00:27:37.650000,Goitom Kifle,ERI,1993-12-03,5,Leiden,2016-06-11,Men,"10,000 m"
883,00:27:37.670000,Paul Tanui,KEN,1990-12-22,1,Naruto,2011-09-23,Men,"10,000 m"
883,00:27:37.670000,Patrick Mwaka,KEN,1992-11-02,3,Yamaguchi,2014-10-10,Men,"10,000 m"
885,00:27:37.680000,Essa Ismail Rasheed,QAT,1986-12-14,10,Neerpelt,2008-05-31,Men,"10,000 m"
886,00:27:37.690000,José David Galván,MEX,1973-04-06,1,Walnut,2000-04-14,Men,"10,000 m"
887,00:27:37.710000,Essa Ismail Rasheed,QAT,1986-12-14,11,Hengelo,2008-05-24,Men,"10,000 m"
888,00:27:37.720000,Jonathan Ndiku,KEN,1991-09-18,3,Yokohama,2009-10-24,Men,"10,000 m"
889,00:27:37.740000,Anthony Famiglietti,USA,1978-11-08,3,Palo Alto,2006-04-30,Men,"10,000 m"
890,00:27:37.820000,Charles Kamathi,KEN,1978-05-18,12,Helsinki,2005-08-08,Men,"10,000 m"
891,00:27:37.830000,Saïd Bérioui,MAR,1975-06-03,6,Sydney,2000-09-25,Men,"10,000 m"
892,00:27:37.870000,Robert Kipchumba,KEN,1984-02-24,3,Praha,2001-06-18,Men,"10,000 m"
893,00:27:37.880000,Fernando Mamede,POR,1951-11-01,2,Paris,1980-07-17,Men,"10,000 m"
894,00:27:37.900000,Dathan Ritzenhein,USA,1982-12-30,10,Moskva,2013-07-10,Men,"10,000 m"
895,00:27:37.990000,Girma Assefa,ETH,1986-06-20,2,Fukuroi,2008-10-18,Men,"10,000 m"
895,00:27:37.990000,Galen Rupp,USA,1986-05-08,8,Berlin,2009-08-17,Men,"10,000 m"
895,00:27:37.990000,Edward Waweru,KEN,1990-10-03,2,Naruto,2011-09-23,Men,"10,000 m"
898,00:27:38.100000,Gidamis Shahanga,TAN,1957-09-04,3,Walnut,1982-04-24,Men,"10,000 m"
899,00:27:38.110000,Julius Gitahi,KEN,1978-04-29,2,Shizuoka,2005-05-03,Men,"10,000 m"
900,00:27:38.120000,Juan Luis Barrios,MEX,1983-06-24,1,Birmingham,2011-07-29,Men,"10,000 m"
901,00:27:38.130000,Josphat Muchiri Ndambiri,KEN,1985-02-12,1,Kumagaya,2008-05-17,Men,"10,000 m"
901,00:27:38.130000,Tilahun Regessa,ETH,1990-01-18,2,Villeneuve d'Ascq,2009-06-30,Men,"10,000 m"
903,00:27:38.150000,Tariku Bekele,ETH,1987-01-21,12,Eugene,2013-05-31,Men,"10,000 m"
904,00:27:38.180000,Joseph Kamathi,KEN,1996-11-23,4,Yamaguchi,2014-10-10,Men,"10,000 m"
905,00:27:38.220000,Paul Kosgei,KEN,1978-04-22,9,Bruxelles,2000-08-25,Men,"10,000 m"
906,00:27:38.240000,James Mwangi Wangari,KEN,1994-03-23,2,Hachioji,2016-11-26,Men,"10,000 m"
907,00:27:38.250000,Yuki Sato,JPN,1986-11-26,3,Berkeley,2009-04-24,Men,"10,000 m"
908,00:27:38.270000,John Thuo,KEN,1985-11-27,3,Naruto,2011-09-23,Men,"10,000 m"
909,00:27:38.290000,Kipkemboi Kimeli,KEN,1966-11-30,3,Stockholm,1989-07-03,Men,"10,000 m"
910,00:27:38.310000,Suguru Osako,JPN,1991-05-23,2,Palo Alto,2013-04-28,Men,"10,000 m"
911,00:27:38.320000,Daniel Komen,KEN,1976-05-17,12,Bruxelles,2002-08-30,Men,"10,000 m"
912,00:27:38.350000,Lasse Viren,FIN,1949-07-22,1,München,1972-09-03,Men,"10,000 m"
913,00:27:38.360000,Hendrick Ramaala,RSA,1972-02-02,1,Port Elizabeth,2001-02-16,Men,"10,000 m"
913,00:27:38.360000,Simon Maina Munyi,KEN,1978-03-18,2,Kobe,2002-04-28,Men,"10,000 m"
915,00:27:38.370000,Addis Abebe,ETH,1970-09-05,4,Oslo,1992-07-04,Men,"10,000 m"
915,00:27:38.370000,Bob Kennedy,USA,1970-08-18,1,Palo Alto,1999-05-07,Men,"10,000 m"
917,00:27:38.430000,Werner Schildhauer,GER,1959-06-05,1,Roma,1981-09-04,Men,"10,000 m"
918,00:27:38.490000,Martin Pitayo,MEX,1960-01-10,5,Oslo,1992-07-04,Men,"10,000 m"
918,00:27:38.490000,Gezahegne Eshetu,ETH,1982-09-20,2,Praha,2005-06-27,Men,"10,000 m"
920,00:27:38.500000,Dathan Ritzenhein,USA,1982-12-30,5,Palo Alto,2004-04-30,Men,"10,000 m"
921,00:27:38.510000,Dieter Baumann,GER,1965-02-09,1,Camaiore,2002-04-06,Men,"10,000 m"
922,00:27:38.520000,Joseph Kimani,KEN,1972-09-21,1,Melbourne,1995-12-14,Men,"10,000 m"
923,00:27:38.560000,Simon Ndirangu,KEN,1985-11-01,3,Palo Alto,2007-04-29,Men,"10,000 m"
924,00:27:38.570000,José Rios,ESP,1974-03-15,1,Mataró,2001-07-15,Men,"10,000 m"
925,00:27:38.580000,Dickson Marwa,TAN,1982-03-06,16,Hengelo,2007-05-26,Men,"10,000 m"
926,00:27:38.600000,Zakariah Barie,TAN,1953-05-29,4,Walnut,1982-04-24,Men,"10,000 m"
926,00:27:38.600000,Martin Irungu Mathathi,KEN,1985-12-25,3,Nairobi,2011-07-16,Men,"10,000 m"
928,00:27:38.630000,Paul Kipkoech,KEN,1963-01-06,1,Roma,1987-08-29,Men,"10,000 m"
929,00:27:38.640000,Mark Bett,KEN,1976-12-22,1,Praha,1999-06-14,Men,"10,000 m"
930,00:27:38.670000,Yacob Jarso,ETH,1988-02-05,1,Kobe,2009-04-26,Men,"10,000 m"
931,00:27:38.690000,Chris Derrick,USA,1990-10-17,3,Hachioji,2016-11-26,Men,"10,000 m"
932,00:27:38.720000,Antonio Silio,ARG,1966-05-09,7,Bruxelles,1993-09-03,Men,"10,000 m"
933,00:27:38.740000,Moses Tanui,KEN,1965-08-20,1,Tokyo,1991-08-26,Men,"10,000 m"
933,00:27:38.740000,Khalid Skah,MAR,1967-01-29,1,London,1994-09-09,Men,"10,000 m"
935,00:27:38.810000,Polat Arikan,TUR,1990-12-12,9,London,2012-08-04,Men,"10,000 m"
936,00:27:38.820000,José Rios,ESP,1974-03-15,2,Camaiore,2002-04-06,Men,"10,000 m"
938,00:27:38.860000,John Cheruiyot Korir,KEN,1981-12-13,2,Praha,1999-06-14,Men,"10,000 m"
939,00:27:38.900000,Geoffrey Mutai,KEN,1981-10-07,4,Nairobi,2011-07-16,Men,"10,000 m"
940,00:27:38.930000,Kassa Mekashaw,ETH,1984-03-19,3,Machida,2014-11-29,Men,"10,000 m"
940,00:27:38.930000,Teressa Nyakora,ETH,1995-02-26,6,Machida,2015-11-28,Men,"10,000 m"
942,00:27:38.970000,James Mwangi,KEN,1984-06-23,13,Eugene,2016-05-27,Men,"10,000 m"
943,00:27:38.990000,Tetsuya Yoroizaka,JPN,1990-03-20,4,Machida,2014-11-29,Men,"10,000 m"
944,00:27:39.030000,Domingos Castro,POR,1963-11-22,6,Oslo,1992-07-04,Men,"10,000 m"
945,00:27:39.120000,Brahim Boutayeb,MAR,1967-08-15,5,Oslo,1988-07-02,Men,"10,000 m"
946,00:27:39.140000,Steve Jones,GBR,1955-08-04,4,Oslo,1983-07-09,Men,"10,000 m"
947,00:27:39.210000,Josphat Muchiri Ndambiri,KEN,1985-02-12,1,Kumagaya,2011-05-21,Men,"10,000 m"
948,00:27:39.220000,Moses Kipsiro,UGA,1986-09-02,10,London,2012-08-04,Men,"10,000 m"
949,00:27:39.250000,Alexander Mutiso,KEN,1996-09-10,4,Hachioji,2016-11-26,Men,"10,000 m"
950,00:27:39.270000,Alan Culpepper,USA,1972-09-15,2,Palo Alto,1999-05-07,Men,"10,000 m"
950,00:27:39.270000,Gideon Ngatuny,KEN,1986-10-10,2,Kumagaya,2008-05-17,Men,"10,000 m"
952,00:27:39.310000,David Maritim,KEN,1979-01-01,1,Rovereto,2000-08-30,Men,"10,000 m"
953,00:27:39.320000,Arturo Barrios,MEX,1963-12-12,5,Seoul,1988-09-26,Men,"10,000 m"
953,00:27:39.320000,Patrick Ivuti,KEN,1978-06-30,3,Heusden-Zolder,2002-07-20,Men,"10,000 m"
955,00:27:39.330000,Emmanuel Bett,KEN,1983-03-30,1,Melbourne,2011-12-10,Men,"10,000 m"
956,00:27:39.340000,Samuel Wanjiru,KEN,1986-11-10,1,Fukagawa,2005-06-29,Men,"10,000 m"
957,00:27:39.350000,Hansjörg Kunze,GDR,1959-12-28,6,Seoul,1988-09-26,Men,"10,000 m"
958,00:27:39.360000,Paul Arpin,FRA,1960-02-02,7,Seoul,1988-09-26,Men,"10,000 m"
959,00:27:39.380000,Alejandro Gómez,ESP,1967-04-11,3,Oslo,1993-07-10,Men,"10,000 m"
960,00:27:39.400000,Craig Virgin,USA,1955-08-02,1,Walnut,1979-06-17,Men,"10,000 m"
960,00:27:39.400000,Jonathan Ndiku,KEN,1991-09-18,1,Kobe,2017-04-23,Men,"10,000 m"
962,00:27:39.410000,Richard Chelimo,KEN,1972-04-21,2,Tokyo,1991-08-26,Men,"10,000 m"
963,00:27:39.440000,Mohamed Kedir,ETH,1954-09-18,2,Roma,1981-09-04,Men,"10,000 m"
964,00:27:39.470000,Josphat Kiprono Menjo,KEN,1979-08-20,8,Hengelo,2006-05-28,Men,"10,000 m"
965,00:27:39.500000,Yuki Sato,JPN,1986-11-26,3,Palo Alto,2013-04-28,Men,"10,000 m"
966,00:27:39.520000,Salvatore Antibo,ITA,1962-02-07,3,Oslo,1986-07-05,Men,"10,000 m"
967,00:27:39.550000,Alistair Cragg,IRL,1980-06-13,4,Palo Alto,2007-04-29,Men,"10,000 m"
968,00:27:39.560000,Francis Kiprop,KEN,1982-06-04,5,Hengelo,2004-05-31,Men,"10,000 m"
969,00:27:39.570000,Bernard Rotich,KEN,1986-08-11,10,Bruxelles,2008-09-05,Men,"10,000 m"
970,00:27:39.580000,Emiel Puttemans,BEL,1947-10-08,2,München,1972-09-03,Men,"10,000 m"
971,00:27:39.600000,Hansjörg Kunze,GDR,1959-12-28,1,Potsdam,1987-06-05,Men,"10,000 m"
972,00:27:39.610000,Gebre-egziabher Gebremariam,ETH,1984-09-10,8,Bruxelles,2007-09-14,Men,"10,000 m"
973,00:27:39.650000,Xolile Yawa,RSA,1962-09-29,1,Port Elizabeth,1987-12-12,Men,"10,000 m"
973,00:27:39.650000,Josphat Bett,KEN,1990-06-12,13,Eugene,2012-06-01,Men,"10,000 m"
975,00:27:39.680000,Anthony Famiglietti,USA,1978-11-08,4,Berkeley,2009-04-24,Men,"10,000 m"
976,00:27:39.700000,Saïd Bérioui,MAR,1975-06-03,6,Villeneuve d'Ascq,2000-06-17,Men,"10,000 m"
977,00:27:39.710000,Timothy Toroitich,UGA,1991-10-10,12,Eugene,2015-05-29,Men,"10,000 m"
978,00:27:39.760000,Mike McLeod,GBR,1952-01-25,1,Bruxelles,1979-09-04,Men,"10,000 m"
978,00:27:39.760000,Bernard Kimani,KEN,1993-09-10,7,Machida,2015-11-28,Men,"10,000 m"
980,00:27:39.790000,Carles Castillejo,ESP,1978-08-18,2,Vigo,2008-07-12,Men,"10,000 m"
981,00:27:39.800000,Josphat Kiprono Menjo,KEN,1979-08-20,1,Melbourne,2010-12-09,Men,"10,000 m"
