rank,title,studio,lifetime_gross,year
5356,The Last Station,SPC,6617867,2010
5357,The Hunted (1995),Uni.,6609661,1995
5358,Best of the Best II,Fox,6608687,1993
5359,Bride and Prejudice,Mira.,6605592,2005
5360,The Grandmaster,Wein.,6594959,2013
5361,Millions,FoxS,6584159,2005
5362,Once Upon a Forest,Fox,6582052,1993
5363,Strange Wilderness,ParC,6575282,2008
5364,Curse of the Golden Flower,SPC,6566773,2006
5365,Here Come the Littles,Atl,6565359,1985
5366,The Dead Don't Die,Focus,6563605,2019
5367,The Road to Wellville,Sony,6562513,1994
5368,Bajirao Mastani,Eros,6557047,2015
5369,Lost and Found (1999),WB,6552255,1999
5370,The Razor's Edge,Col.,6551987,1984
5371,3 Idiots,Relbig.,6532874,2009
5372,The Rules of Attraction,Lions,6532619,2002
5373,Winter's Bone,RAtt.,6531503,2010
5374,Maria Full of Grace,FL,6529624,2004
5375,Warriors of Virtue,MGM,6524620,1997
5376,A Very Long Engagement,WIP,6524389,2004
5377,Blue Collar,Uni.,6521083,1978
5378,A.X.L.,Global Road,6501381,2018
5379,Switchback,Par.,6492660,1997
5380,Teacher's Pet,BV,6491969,2004
5381,The Young Messiah,Focus,6490401,2016
5382,The Big Bounce,WB,6489476,2004
5383,Flashback,Par.,6488114,1990
5384,The Osterman Weekend,Fox,6486797,1983
5385,Little Boy,ORF,6485961,2015
5386,The Real McCoy,Uni.,6484246,1993
5387,Star 80,WB,6472990,1983
5388,Transformers: The Movie,DEG,6469244,1986
5389,Mighty Aphrodite,Mira.,6468498,1995
5390,All the Marbles,MGM,6468195,1981
5391,The Last Unicorn,JenF,6455330,1982
5392,Gods and Monsters,Lions,6451628,1998
5393,Hot to Trot,WB,6436211,1988
5394,Brideshead Revisited,Mira.,6432256,2008
5395,Run the Race,RAtt.,6424420,2019
5396,Mac and Me,Orion,6424112,1988
5397,Same Kind of Different as Me,PFR,6423605,2017
5398,The Temp,Par.,6419876,1993
5399,"Waiting for ""Superman""",ParV,6417135,2010
5400,Defenseless,NL,6413375,1991
5401,The Rocker,Fox,6409528,2008
5402,Just Between Friends,Orion,6408791,1986
5403,Six Degrees of Separation,MGM,6405918,1993
5404,My Own Private Idaho,FL,6401336,1991
5405,Eyewitness,Fox,6400000,1981
5406,Most Wanted,NL,6391946,1997
5407,The Secret in Their Eyes,SPC,6391436,2010
5408,Cantinflas,LGF,6382924,2014
5409,Post Grad,Fox,6380019,2009
5410,The Aristocrats,Think,6377461,2005
5411,Hyde Park on Hudson,Focus,6376145,2012
5412,Article 99,Orion,6375979,1992
5413,It's Kind of a Funny Story,Focus,6363628,2010
5414,Fahrenheit 11/9,Briarcliff,6352306,2018
5415,The Sting II,Uni.,6347072,1983
5416,Motel Hell,MGM,6342668,1980
5417,The Unholy,Vest,6337299,1988
5418,Amityville 3-D,Orion,6333135,1983
5419,Affliction,Lions,6330054,1998
5420,Joe Kidd,Uni.,6330000,1972
5421,The Soldier,Emb,6328816,1982
5422,Girls Just Want to Have Fun,NW,6326051,1985
5423,Little Miss Marker,Uni.,6321392,1980
5424,Beyond the Sea,Lions,6318709,2004
5425,Southside with You,RAtt.,6304223,2016
5426,The Jacket,WIP,6303762,2005
5427,Lowriders,BH Tilt,6303560,2017
5428,What Planet Are You From?,Sony,6291602,2000
5429,The Gods Must Be Crazy II,Col.,6291444,1990
5430,One Night at McCool's,USA,6290673,2001
5431,Impostor,Mira.,6285176,2002
5432,Rambling Rose,NL,6266621,1991
5433,The House of the Spirits,Mira.,6265311,1994
5434,Night in the Life of Jimmy Reardon,Fox,6264058,1988
5435,Music Box,TriS,6263883,1989
5436,All Is Lost,RAtt.,6263670,2013
5437,Dick,Sony,6262878,1999
5438,The Adventures of Buckaroo Banzai,Fox,6254148,1984
5439,Mambo Italiano (Canada),Equin.,6253026,2003
5440,Firstborn,Par.,6250994,1984
5441,Widows' Peak,FL,6243722,1994
5442,Ghost World,MGM,6217849,2001
5443,Unbroken: Path to Redemption,PFR,6216897,2018
5444,"Oh, Heavenly Dog!",Fox,6216067,1980
5445,Topsy-Turvy,USA,6208548,1999
5446,Believe,ORF,6206566,2013
5447,The Straight Story,BV,6203044,1999
5448,Night and the City,Fox,6202756,1992
5449,Croupier,TSG,6201143,2000
5450,Sultan,Yash,6200000,2016
5451,Rabbit-Proof Fence,Mira.,6199600,2002
5452,Braddock: Missing in Action III,Can.,6193901,1988
5453,Nowhere in Africa,Zeit.,6180200,2003
5454,Tell No One,MBox,6177192,2008
5455,Americathon,MGM,6171763,1979
5456,Maudie,SPC,6170998,2017
5457,Mystery Date,Orion,6166819,1991
5458,The Secret of Roan Inish,First,6159269,1995
5459,UHF,Orion,6157157,1989
5460,Barton Fink,Fox,6153939,1991
5461,Chained Heat,JenF,6149983,1983
5462,Plenty,Fox,6148000,1985
5463,Almost Heroes,WB,6136856,1998
5464,Folks!,Fox,6132924,1992
5465,Chasing Papi,Fox,6130049,2003
5466,The Border,Uni.,6118683,1982
5467,The Hurricane Heist,ENTMP,6115825,2018
5468,Coco Before Chanel,SPC,6113834,2009
5469,Kull the Conqueror,Uni.,6112613,1997
5470,Short Cuts,FL,6110979,1993
5471,Evil Under the Sun,Uni.,6110000,1982
5472,The Interview (2014),Sony,6105175,2014
5473,Every Day (2018),Orion,6102076,2018
5474,Sea Rex 3D: Journey to a Prehistoric World,3D,6096582,2010
5475,Rustler's Rhapsody,Par.,6090497,1985
5476,Grandma's Boy,Fox,6090172,2006
5477,Gigli,SonR,6087542,2003
5478,Deuces Wild,MGM,6080065,2002
5479,Assassination,Can.,6075793,1987
5480,Heaven Help Us,MGM,6070794,1985
5481,Men Don't Leave,WB,6070725,1990
5482,Just Getting Started,BG,6069605,2017
5483,Partners,Par.,6062898,1982
5484,Shirley Valentine,Par.,6056912,1989
5485,The Way of the Gun,Art.,6055661,2000
5486,Megiddo: The Omega Code II,8X,6047691,2001
5487,Meet the Mormons,Purd.,6047363,2014
5488,Leave No Trace,BST,6046104,2018
5489,Racing with the Moon,Par.,6045647,1984
5490,Foolish,Art.,6033999,1999
5491,A Fine Mess,Col.,6029824,1986
5492,Gold Diggers: Secret of Bear Mountain,Uni.,6029091,1995
5493,Trapped in Paradise,Fox,6017509,1994
5494,The Walking Dead,Sav.,6014341,1995
5495,Running,Uni.,6012556,1979
5496,The Cemetary Club,BV,6011745,1993
5497,American Splendor,FL,6010990,2003
5498,Hitchcock,FoxS,6008677,2012
5499,Run Fat Boy Run,PicH,6003262,2008
5500,The Diving Bell and the Butterfly,Mira.,6003227,2007
5501,Chasing Mavericks,Fox,6002756,2012
5502,The Loft,ORF,6002684,2015
5503,The Sessions,FoxS,6002451,2012
5504,Beyond the Limit,Par.,5997566,1983
5505,Light it Up,Fox,5985690,1999
5506,The Boxer,Uni.,5980578,1997
5507,Still of the Night,MGM,5979947,1982
5508,The Hunger,MGM,5979292,1983
5509,1969,Atl,5979011,1988
5510,Les Boys 2,Lions,5974732,1998
5511,Lars and the Real Girl,MGM,5972884,2007
5512,Basic Instinct 2,Sony,5971336,2006
5513,My Little Pony,DEG,5958456,1986
5514,Captive State,Focus,5958315,2019
5515,Last Dance,BV,5939449,1996
5516,Inventing the Abbotts,Fox,5936344,1997
5517,The Last Legion,Wein.,5933494,2007
5518,Immediate Family,Col.,5932613,1989
5519,Evil Dead 2,DEG,5923044,1987
5520,Casa De Mi Padre,LGF,5909483,2012
5521,Gang Related,MGM,5906773,1997
5522,The Florida Project,A24,5904366,2017
5523,Highlander,Fox,5900000,1986
5524,Cry Freedom,Uni.,5899797,1987
5525,Feel the Noise,BMG,5898393,2007
5526,Local Hero,WB,5895761,1983
5527,Ed Wood,BV,5887457,1994
5528,Death of a Nation,QF,5885881,2018
5529,Against the Ropes,Par.,5884190,2004
5530,The Opposite of Sex,SPC,5881367,1998
5531,Captain Fantastic,BST,5879736,2016
5532,Palmetto,Sony,5878911,1998
5533,The Wandering Earth,CMC,5875487,2019
5534,Heaven and Earth,WB,5864949,1993
5535,The Rescue,BV,5855392,1988
5536,Real Women Have Curves,NM,5853194,2002
5537,The Bling Ring,A24,5845732,2013
5538,The Hitcher,TriS,5844868,1986
5539,Pulling Strings,LGF,5842961,2013
5540,The Last Seduction,Oct.,5842603,1994
5541,Crossroads (1986),Col.,5839031,1986
5542,Night of the Living Dead,Col.,5835247,1990
5543,The Last American Virgin,Can.,5829781,1982
5544,Before Sunset,WIP,5820649,2004
5545,Cyrano de Bergerac,OrionC,5820020,1990
5546,Stanley & Iris,MGM,5820015,1990
5547,The Perfect Holiday,YFG,5812781,2007
5548,All Saints,Affirm,5802208,2017
5549,Batman: Mask of the Phantasm,WB,5795524,1993
5550,Mona Lisa,Isld,5794184,1986
5551,Luther,RS,5791328,2003
5552,Beginners,Focus,5790894,2011
5553,Pretty Baby,Par.,5786368,1978
5554,Bordello of Blood,Uni.,5781045,1996
5555,Sheena,Col.,5778353,1984
5556,Millennium,Fox,5777099,1989
5557,Suburbicon,Par.,5775178,2017
5558,Victor Frankenstein,Fox,5775076,2015
5559,The Tie That Binds,BV,5772529,1995
5560,Kolya,Mira.,5770254,1997
5561,Leatherface: The Texas Chainsaw Massacre III,NL,5765562,1990
5562,The Clearing,FoxS,5763875,2004
5563,Lucky You,WB,5758950,2007
5564,Pandas,WB,5757906,2018
5565,My Hero Academia: Two Heroes,FUN,5754556,2018
5566,Get on the Bus,Sony,5754249,1996
5567,Airheads,Fox,5751882,1994
5568,Closed Circuit,Focus,5750401,2013
5569,Beyond Rangoon,Sony,5750110,1995
5570,A Most Violent Year,A24,5749134,2014
5571,The Station Agent,Mira.,5739376,2003
5572,Gallipoli,Par.,5732587,1981
5573,Gymkata,MGM,5730596,1985
5574,Hardware,Mira.,5728953,1990
5575,God's Not Dead: A Light in Darkness,PFR,5728940,2018
5576,Spellbound (2003),Think,5728581,2003
5577,187,WB,5727130,1997
5578,The Lonely Guy,Uni.,5718573,1984
5579,Kin,LGF,5718096,2018
5580,El Crimen del Padre Amaro,IDP,5717044,2002
5581,Wisdom,Fox,5715174,1987
5582,Who's Your Caddy?,MGM/W,5713425,2007
5583,Surrender,WB,5711976,1987
5584,Screamers,Sony,5711695,1996
5585,Mary Reilly,Sony,5707094,1996
5586,Flying Monsters,NGE,5705874,2011
5587,Mongol,PicH,5705761,2008
5588,A Dangerous Method,SPC,5704709,2011
5589,RockNRolla,WB,5700626,2008
5590,Under Fire,Orion,5696391,1983
5591,Kundun,BV,5684789,1997
5592,Cold Comfort Farm,Gram.,5682429,1996
5593,Eight Men Out,Orion,5680515,1988
5594,Hear No Evil,Fox,5679569,1993
5595,Smokey & the Bandit Part III,Uni.,5678950,1983
5596,The Man Who Invented Christmas,BST,5676486,2017
5597,Megaforce,Fox,5675599,1982
5598,Down in the Delta,Mira.,5672903,1998
5599,For Greater Glory,ArcEnt,5672846,2012
5600,Personal Best,WB,5672311,1982
5601,My Bloody Valentine (1981),Par.,5672031,1981
5602,Nadine,TriS,5669831,1987
5603,The Warrior's Way,Rela.,5666340,2010
5604,20th Century Women,A24,5664764,2016
5605,Where the Money Is,USA,5661798,2000
5606,The Pallbearer,Mira.,5656388,1996
5607,Underclassman,Mira.,5655459,2005
5608,Never Die Alone,FoxS,5645298,2004
5609,Danny Collins,BST,5637066,2015
5610,Swing Kids,BV,5632086,1993
5611,Phantoms,Mira.,5624282,1998
5612,Avenging Angel,NW,5622787,1985
5613,Paris Can Wait,SPC,5617731,2017
5614,Gloria Bell,A24,5611123,2019
5615,Cuba,MGM,5610280,1979
5616,Indochine,SPC,5603158,1992
5617,Central Station,SPC,5596708,1998
5618,"Elvira, Mistress of the Dark",NW,5596267,1988
5619,Islands in the Stream,Par.,5596173,1977
5620,Iris,Mira.,5594617,2001
5621,Paradise,Emb,5588800,1982
5622,Loose Cannons,TriS,5585154,1990
5623,Howl's Moving Castle,BV,5576743,2005
5624,"Europa, Europa",OrionC,5575738,1991
5625,Cesar Chavez,LGF,5571497,2014
5626,Gridlock'd,Gram.,5571205,1997
5627,Gully Boy,VPD,5566534,2019
5628,A Night in Heaven,Fox,5563663,1983
5629,Tiger Zinda Hai,Yash,5560921,2017
5630,The Star Chamber,Fox,5555305,1983
5631,Dream a Little Dream,Vest,5552441,1989
5632,For Your Consideration,WIP,5549923,2006
5633,Delirious (1991),MGM,5546827,1991
5634,Before Sunrise,Sony,5535405,1995
5635,Water,FoxS,5529144,2006
5636,Say It Isn't So,Fox,5520393,2001
5637,Aqua Teen Hunger Force Colon Movie Film for Theaters,First,5520368,2007
5638,Wind,TriS,5519569,1992
5639,The Grey Fox,MGM,5516140,1983
5640,Heartbreak Hotel,BV,5509417,1988
5641,Downfall,NM,5509040,2005
5642,Shine a Light,ParV,5505267,2008
5643,Going Ape!,Par.,5504218,1981
5644,Slums of Beverly Hills,FoxS,5502773,1998
5645,A Scanner Darkly,WIP,5501616,2006
5646,Three of Hearts,NL,5495507,1993
5647,Rescue Dawn,MGM,5490423,2007
5648,The Counterfeiters,SPC,5488570,2008
5649,Ride,Mira.,5485295,1998
5650,The Dogs of War,MGM,5484132,1981
5651,Of Mice and Men,MGM,5471088,1992
5652,Stan & Ollie,SPC,5470235,2018
5653,Livin' Large!,Gold.,5467959,1991
5654,Little Children,NL,5463019,2006
5655,Eve of Destruction,Orion,5451119,1991
5656,Troll,EP,5450815,1986
5657,Gray Lady Down,Uni.,5438927,1978
5658,Split Second,Istr,5430822,1992
5659,Lifeguard,Par.,5424178,1976
5660,Belle Epoque,SPC,5418216,1994
5661,Monkeybone,Fox,5411999,2001
5662,Meatballs II,TriS,5410972,1984
5663,Amores Perros,Lions,5408467,2001
5664,The Sicilian,Fox,5406879,1987
5665,The Human Stain,Mira.,5381908,2003
5666,Orlando,SPC,5377643,1993
5667,Second Sight,WB,5368865,1989
5668,The Guard,SPC,5360274,2011
5669,October Baby,5&2,5357328,2011
5670,Margin Call,RAtt.,5354039,2011
5671,The Truth About Charlie,Uni.,5350371,2002
5672,Creator,Uni.,5349607,1985
5673,Monkey Shines,Orion,5344577,1988
5674,Once Upon a Time in America,WB,5321508,1984
5675,Bread and Tulips,First,5318679,2001
5676,Divine Madness,WB,5318098,1980
5677,Made,Art.,5313300,2001
5678,The Dresser,Col.,5310748,1983
5679,Won't Back Down,Fox,5310554,2012
5680,Chennai Express,UTV,5307960,2013
5681,Whatever Works,SPC,5306706,2009
5682,Cave of Forgotten Dreams,IFC,5304920,2011
5683,Dangerous Ground,NL,5303931,1997
5684,Cannery Row,MGM,5301539,1982
5685,Hero and the Terror,Can.,5301200,1988
5686,Metalstorm,Uni.,5301085,1983
5687,Slackers,Sony,5285941,2002
5688,The Skeleton Twins,RAtt.,5284309,2014
5689,The In Crowd,WB,5280035,2000
5690,Black and White,Sony,5277299,2000
5691,Love Letters (1984),NW,5269990,1984
5692,Persuasion,SPC,5269757,1995
5693,Gardens of Stone,TriS,5262047,1987
5694,Siegfried & Roy: The Magic Box (IMAX),IMAX,5231283,1999
5695,Venom,Par.,5229643,1982
5696,Hollywood Shuffle,Gold.,5228617,1987
5697,Miami Rhapsody,BV,5221281,1995
5698,Farewell My Concubine,Mira.,5216888,1993
5699,In God We Trust,Uni.,5215015,1980
5700,Bad Education,SPC,5211842,2004
5701,Bandslam,Sum.,5210988,2009
5702,The Wind Rises,BV,5209580,2014
5703,Hunt for the Wilderpeople,Orch.,5205468,2016
5704,Formula 51,SGem,5204007,2002
5705,Inchon,MGM,5200986,1982
5706,Jane Eyre (1996),Mira.,5200601,1996
5707,Kelly's Heroes,MGM,5200000,1970
5708,Clara's Heart,WB,5194491,1988
5709,The Girl Who Kicked the Hornet's Nest,MBox,5190196,2010
5710,52 Pick-Up,Can.,5186646,1986
5711,Alone in the Dark,Lions,5178569,2005
5712,Student Bodies,Par.,5165432,1981
5713,Jack the Bear,Fox,5145823,1993
5714,The Hotel New Hampshire,Orion,5142858,1984
5715,Birthday Girl,Mira.,5142576,2002
5716,Colette,BST,5137622,2018
5717,Butch and Sundance: The Early Days,Fox,5136913,1979
5718,The Object of Beauty,Ave,5136759,1991
5719,The Company You Keep,SPC,5133027,2013
5720,The World's Fastest Indian,Magn.,5128124,2005
5721,Heidi's Song,Par.,5124391,1982
5722,Grind,WB,5123696,2003
5723,The Farewell ,A24,5115076,2019
5724,King David,Par.,5111099,1985
5725,Gossip,WB,5108820,2000
5726,Solo,Sony,5107669,1996
5727,Simmba,Relbig.,5102129,2018
5728,Biutiful,RAtt.,5101237,2011
5729,Out of Bounds,Col.,5099316,1986
5730,Sunshine (1999),ParC,5096267,1999
5731,Stop Making Sense,Cinc,5095592,1984
5732,Birth,NL,5095038,2004
5733,Top Dog,MGM,5093707,1995
5734,Vigilante,FVI,5091888,1983
5735,Ghost in the Machine,Fox,5086909,1993
5736,Bleed for This,ORF,5083906,2016
5737,Miller's Crossing,Fox,5080409,1990
5738,Celebrity,Mira.,5078660,1998
5739,Action Point,Par.,5059608,2018
5740,Two Mules for Sister Sara,Uni.,5050000,1970
5741,The Mustang,Focus,5043620,2019
5742,The Three Burials of Melquiades Estrada,SPC,5027684,2005
5743,American Dreamer,WB,5021751,1984
5744,Woman on Top,FoxS,5020111,2000
5745,Beirut,BST,5019226,2018
5746,La Femme Nikita,Gold.,5017971,1991
5747,Your Name.,FUN,5017246,2017
5748,Broken Embraces,SPC,5014305,2009
5749,Brass Target,MGM,5011158,1978
5750,Moon,SPC,5010163,2009
5751,Heaven's Prisoners,NL,5009305,1996
5752,Bubble Boy,BV,5007898,2001
5753,I Am Love,Magn.,5005465,2010
5754,Tempest,Col.,5005245,1982
5755,Club Dread,FoxS,5001708,2004
5756,Day of the Dead,UFD,5000000,1985
5757,The Watcher in the Woods,BV,5000000,1981
5758,No Small Affair,Col.,4994094,1984
5759,That's Entertainment! II,MGM,4979380,1976
5760,Let It Ride,Par.,4973285,1989
5761,Gringo,STX,4969853,2018
5762,Summer Lovers,Film,4968000,1982
5763,The Handmaid's Tale,Cinc,4960385,1990
5764,Jakob the Liar,Sony,4956401,1999
5765,The Sun Is Also a Star,WB,4950029,2019
5766,20 Feet from Stardom,RTWC,4946445,2013
5767,Innocent Blood,WB,4943279,1992
5768,Vamp,NW,4941117,1986
5769,Jean de Florette,OrionC,4940939,1987
5770,Girl 6,FoxS,4939939,1996
5771,The Apparition,WB,4936819,2012
5772,From Justin to Kelly,Fox,4928883,2003
5773,Surf Ninjas,NL,4916135,1993
5774,Hilary and Jackie,Oct.,4912892,1998
5775,The Playboys,Gold.,4906900,1992
5776,The Virgin Suicides,ParC,4906229,2000
5777,"Paris, je t'aime",First,4899278,2007
5778,The Lover,MGM,4899194,1992
5779,Players,Par.,4896094,1979
5780,The Magdalene Sisters,Mira.,4890878,2003
5781,Rainbow Brite and the Star Stealer,WB,4889971,1985
5782,Hamlet 2,Focus,4886216,2008
5783,Invaders From Mars,Can.,4884663,1986
5784,He Knows You're Alone,MGM,4875436,1980
5785,The Long Walk Home,Mira.,4873620,1990
5786,Dilwale,UTV,4871263,2015
5787,Torch Song Trilogy,NL,4865997,1988
5788,Band of the Hand,TriS,4865912,1986
5789,Harry and Son,Orion,4864980,1984
5790,Little Buddha,Mira.,4858139,1994
5791,Hollywood Ending,DW,4850753,2002
5792,American Anthem,Col.,4845724,1986
5793,Off Beat,BV,4842778,1986
5794,90 Minutes in Heaven,Gold.,4842699,2015
5795,Extreme Ops,Par.,4842259,2002
5796,Diggstown,MGM,4836637,1992
5797,The Libertine,Wein.,4835065,2005
5798,Angus,NL,4821759,1995
5799,Mao's Last Dancer,Gold.,4817770,2010
5800,Passion Fish,Mira.,4814619,1992
5801,Wolves (IMAX),IMAX,4811282,1999
5802,Incarnate,BH Tilt,4799774,2016
5803,See You in the Morning,WB,4795009,1989
5804,Into the West,Mira.,4790801,1993
5805,Eddie and the Cruisers,Emb,4786789,1983
5806,Just Visiting,BV,4781539,2001
5807,My Chauffeur,Crwn,4781448,1986
5808,Igby Goes Down,MGM,4777465,2002
5809,Mansfield Park,Mira.,4775847,1999
5810,In the Name of the King: A Dungeon Siege Tale,Free,4775656,2008
5811,Absolutely Fabulous: The Movie,FoxS,4772155,2016
5812,The Good Mother,BV,4764606,1988
5813,A Walk on the Moon,Mira.,4750660,1999
5814,In the Cut,SGem,4750602,2003
5815,Violets Are Blue,Col.,4743287,1986
5816,"Grandview, USA",WB,4743119,1984
5817,Duets,BV,4739023,2000
5818,This Is Spinal Tap,Emb,4736202,1984
5819,Drugstore Cowboy,Ave,4729352,1989
5820,Stealing Beauty,FoxS,4722310,1996
5821,The Other Side of Heaven,Excel,4720371,2001
5822,Samson,PFR,4719928,2018
5823,True Story,FoxS,4719695,2015
5824,Your Friends and Neighbors,Gram.,4714658,1998
5825,Hands of Stone,Wein.,4712792,2016
5826,King Kong Lives,DEG,4711220,1986
5827,Hamlet (1996),Sony,4708156,1996
5828,Held Up,Trim.,4705631,2000
5829,The Great Santini,WB,4702575,1979
5830,Suffragette,Focus,4702420,2015
5831,College,MGM,4694636,2008
5832,True Identity,BV,4693236,1991
5833,National Lampoon's Senior Trip,NL,4686937,1995
5834,Avenging Force,Can.,4679650,1986
5835,The Science of Sleep,WIP,4670644,2006
5836,"No Retreat, No Surrender",NW,4662137,1986
5837,C.H.U.D.,NW,4654423,1984
5838,The Hitman,Can.,4654288,1991
5839,Radio Flyer,Col.,4651977,1992
5840,Fire with Fire,Par.,4636169,1986
5841,Black Beauty,WB,4630377,1994
5842,Let's Go to Prison,Uni.,4630045,2006
5843,Atlas Shrugged: Part I,RM,4627375,2011
5844,Lantana,Lions,4623189,2001
5845,Joe's Apartment,WB,4619014,1996
5846,Leonard Part 6,Col.,4615255,1987
5847,Little Voice,Mira.,4611784,1998
5848,The January Man,MGM,4611062,1989
5849,Longtime Companion,Gold.,4609953,1990
5850,Love in the Time of Cholera,NL,4607608,2007
5851,"Lust, Caution",Focus,4604982,2007
5852,Dutch,Fox,4603929,1991
5853,Les Boys,Lions,4602341,1997
5854,Eliminators,EP,4601256,1986
5855,Thirteen,FoxS,4601043,2003
5856,The Lookout,Mira.,4600585,2007
5857,River's Edge,Isld,4600000,1987
5858,Deception (2008),Fox,4598506,2008
5859,Sunset,TriS,4594452,1988
5860,Touching the Void,IFC,4593598,2004
5861,Cold War (2018),Amazon,4580048,2018
5862,Made in Heaven,Lori,4572845,1987
5863,Away from Her,LGF,4571521,2007
5864,Welcome to the Dollhouse,SPC,4569019,1996
5865,Snowpiercer,RTWC,4563650,2014
5866,Ong Bak: The Thai Warrior,Magn.,4563167,2005
5867,Graffiti Bridge,WB,4562778,1990
5868,Making the Grade,Can.,4561346,1984
5869,The Mighty Quinn,MGM,4557214,1989
5870,Mumford,BV,4555459,1999
5871,Swingers,Mira.,4555020,1996
5872,Dangerous Beauty,WB,4553271,1998
5873,Death Before Dishonor,NW,4546244,1987
5874,Italian for Beginners,Mira.,4544753,2002
5875,Miss March,FoxS,4543320,2009
5876,"Au Revoir, Les Enfants",OrionC,4542825,1988
5877,Tolkien,FoxS,4535154,2019
5878,Talk to Me,Focus,4533261,2007
5879,Mediterraneo,Mira.,4532791,1992
5880,McHale's Navy,Uni.,4529843,1997
5881,The Book of Henry,Focus,4504974,2017
5882,Kickin' It Old Skool,YFG,4502604,2007
5883,Bound by Honor,BV,4496583,1993
5884,Coast to Coast,Par.,4495445,1980
5885,Curse of the Pink Panther,MGM,4491986,1983
5886,Flawless (1999),MGM,4488529,1999
5887,Honky Tonk Man,WB,4484991,1982
5888,Mindhunters,Dim.,4480744,2005
5889,Bob Roberts,Par.,4479470,1992
5890,Tortilla Soup,Gold.,4467615,2001
5891,Joy of Sex,Par.,4463841,1984
5892,Anonymous,Sony,4463292,2011
5893,All Night Long,Uni.,4454295,1981
5894,Amazing Grace (2019),Neon,4450456,2018
5895,Persepolis,SPC,4445756,2007
5896,Bright Star,App.,4444637,2009
5897,Flash of Genius,Uni.,4442377,2008
5898,The Company Men,Wein.,4441272,2011
5899,Barney's Version (U.S. only),SPC,4439201,2011
5900,The Railway Man,Wein.,4438438,2014
5901,Spartan,WB,4434432,2004
