,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
2392,66,70,65,61,60,65,28,25,58,22,22,6,10,6,7,11,68,212888,76,72,58,18,76,36,30,66,64,39,76,68,69,78,79,48,25
2393,75,64,84,79,77,67,70,77,79,59,69,15,12,14,7,14,38,200857,66,63,74,75,41,44,70,73,77,70,50,74,75,54,49,74,71
2394,62,69,54,58,63,57,33,31,49,26,28,13,15,14,16,11,73,223641,76,71,69,27,76,34,32,66,71,60,71,54,63,77,74,55,26
2395,84,56,77,74,74,73,74,75,75,66,70,9,15,12,14,6,54,189338,30,66,66,67,34,61,70,72,73,78,25,85,70,30,57,70,66
2396,85,71,77,76,75,74,70,74,76,70,42,6,10,12,15,9,77,204699,63,82,61,64,60,66,73,75,67,75,66,83,79,61,61,67,61
2397,84,67,81,69,74,75,69,74,76,74,70,9,12,11,9,9,60,224411,47,65,62,76,25,69,78,76,73,76,30,80,77,34,56,71,73
2398,73,77,68,71,75,69,67,67,69,55,65,9,16,6,9,9,64,165787,72,77,76,68,68,66,68,68,75,77,52,72,76,72,63,73,68
2399,90,68,80,81,69,71,63,49,76,74,36,7,15,13,14,15,66,216476,44,76,49,72,29,53,76,68,58,71,35,91,63,33,72,64,59
2400,44,71,55,57,72,72,51,55,70,74,56,13,8,8,16,11,83,165788,33,74,63,63,27,73,76,75,69,76,45,53,67,48,88,61,72
2401,46,22,47,46,26,32,20,13,12,16,12,75,74,69,70,75,11,189084,14,70,29,12,19,37,9,72,22,17,13,44,34,17,65,58,18
2402,79,30,79,80,75,72,70,71,80,71,60,9,11,9,6,7,41,191388,34,33,69,70,28,59,72,65,72,63,21,76,66,27,37,73,62
2403,74,68,88,83,75,68,70,69,74,67,71,16,13,12,8,10,59,193692,59,58,78,73,56,71,67,77,76,80,62,67,69,61,56,73,62
2404,62,79,56,57,63,60,32,37,53,22,29,7,14,12,15,8,73,213917,72,76,47,25,75,39,35,75,60,64,73,70,72,75,76,41,29
2405,80,77,79,85,75,78,75,75,81,68,68,15,16,13,11,10,55,176029,42,75,61,65,34,59,71,65,66,82,35,80,66,48,55,71,61
2406,69,66,72,77,80,72,76,66,77,47,55,13,13,6,16,12,54,224158,64+1,60,80,48,57+1,47,56+4,72,80,67,52,68,76,55,75+2,75,58
2407,77,76,80,82,75,70,64,75,71,74,76,8,15,15,10,8,71,202911,26,86,66,72,20,68,75,75,67,75,20,80,79,24,63,68,79
2408,80,55,75,75,77,77,73,75,80,64,74,8,9,13,8,7,38,215199,33,54,70,62,31,64,66,70,73,60,26,80,70,27,63,78,64
2409,90,62,87,79,71,75,63,51,86,75,29,6,7,14,8,9,58,233631,41,83,58,61,37,49,76,68,68,71,35,90,76,52,64,67,59
2410,86,55,74,62,73,65,71,63,75,68,53,1,1,1,1,1,49,186783,61,72,64,64,33,65,71,71,68,71,26,87,73,41,68,70,59
2411,68,76,64,64,74,68,80,76,72,42,51,13,13,16,14,14,54,193695,72,70,65,48,71,46,70,69,74,52,74,68,79,77,73,67,49
2412,63,70,58,36,76,70,42,43,70,76,50,11,8,9,15,12,76,186272,25,56,50,54,14,56,74,68,64,72,20,70,66,34,86,60,68
2413,52,72,53,65,56,66,57,31,47,31,36,6,10,8,16,14,76,200353,70,80,49,42,75,40,34,62,61,48,72,64,75,75,92,32,35
2414,87,44,78,85,77,67,66,70,82,66,57,11,14,12,14,13,55,225953,21,70,53,65,24,59,68,69,70,72,26,84,66,25,68,66,62
2415,62,72,63,68,65,67,61,51,50,36,38,10,6,7,13,8,69,183969,78,90,64,27,78,51,41,69,65,60,72,66,73,73,71,59,40
2416,68,55,38,31,67,67,35,40,71,73,36,10,10,10,15,14,80,199074,41,59,34,69,18,73,80,70,61,74,16,68,61,35,91,70,69
2417,74,70,72,72,64,68,51,25,63,38,18,8,8,9,7,7,72,201122,74,82,50,65,75,53,46,71,67,66,72,76,74,72,76,48,24
2418,70,76,70,71,73,82,64,72,68,56,70,14,11,12,9,16,42,142499,70,66,80,64,66,64,63,69,75,75,65,64,81,72,76,78,55
2419,76,63,76,63,76,63,37,66,75,72,57,7,12,6,15,14,70,209827,25,67,44,68,23,61,72,70,72,70,21,79,69,29,76,51,69
2420,78,69,80,73,75,69,69,76,75,68,68,10,14,9,12,8,67,222883,46,70,63,72,41,66,73,69,75,69,35,80,69,42,67,74,70
2421,48,18,46,29,22,48,18,19,14,13,17,77,73,52,70,78,19,182435,19,65,23,14,15,22,14,74,36,21,19,51,33,15,64,39,16
2422,69,85,75,75,76,75,69,71,71,69,74,7,16,7,9,14,53,187043,62,62,74,66,62,51,71,72,76,73,59,70,89,62,66,75,64
2423,86,63,84,77,74,74,73,68,74,48,69,15,6,16,13,8,59,194979,71,75,72,73,67,51,67,73,72,76,71,79,82,72,64,69,49
2424,45,22,34,57,22,25,21,12,19,20,17,77,69,68,72,72,18,225701,25,58,24,12,12,22,18,76,31,24,19,49,30,19,49,59,20
2425,71,63,65,52,58,75,52,42,55,34,42,9,12,12,14,13,73,216742,73,63,72,32,78,47,35,65,66,47,77,69,71,78,81,54,48
2426,61,73,54,64,75,67,52,53,60,75,50,7,10,7,10,8,80,191910,26,69,62,72,54,73,75,75,67,79,42,42,77,40,90,68,72
2427,77,66,70,83,72,67,67,69,68,30,34,15,16,14,16,6,63,173735,76,76,70,47,75,44,60,64,70,46,80,67,74,75,65,64,35
2428,52,68,49,56,58,73,40,32,57,42,22,6,8,13,7,8,76,178600,74,44,68,30,74,72,40,72,64,55,75,45,80,77,85,64,29
2429,63,78,69,66,72,78+10,70,67,64,63,61,11,15,8,13,10,65,182184,72,89,73,70,69,44,66,73,77,67,69,63,84,74,68,71,69
2430,85,41,80,86,72,74,72,66,74,67,45,6,11,15,14,16,53,207785,68,56,72,83,72,48,68,69,70,76,76,82,75,72,48,67,64
2431,62,74,64,57,77,66,59,68,73,62,69,9,12,9,13,14,75,225193,74,68,74,67,59,58,70,71,77,63,65,61,69,75,74,74,58
2432,55,69,66,60,75,65,61,66,71,59,52,12,11,11,10,8,42,235945,71,55,74,65,70,55,60,70,80,43,73,57,69,75,64,73,44
2433,64,73,73,62,75,71,68,66,72,69,47,9,10,15,11,12,78,183465,75,78,72,75,72,57,70,74,75,77,66,62,72,73,75,74,66
2434,67,80,70,70,72,65,65,64,66,39,49,10,12,10,8,13,67,203434,73,82,78,52,73,50,56,73,74,58,70,69,55,76,69,64,49
2435,76,54,80,82,77,68,70,85,81,66,69,15,7,7,12,15,42,178090,31,70,68,77,23,40,70,72,70,75,23,75,65,24,62,69,65
2436,90,64,81,77,72,63,69,68,69,48,65,13,15,14,9,8,53,210603,74,59,69,66,73,62,66,72,75,68,71,85,79,69,54,61,55
2437,64,74,37,48,65,67,43,38,42,41,39,10,13,12,8,12,75,232363,70,76,61,35,75,58,36,65,67,54,77,63,64,79,69,41,45
2438,68,36,67,48,73,64,43,60,63,71,59,11,10,15,15,6,82,187051,44,79,52,70,20,66,75,74,69,74,21,63,55,19,84,56,69
2439,86,67,77,88,76,64,73,74,76,43,73,16,12,15,14,16,44,192427,70,69,65,67,71,78,72,74,75,73,73,78,78,74,46,63,51
2440,41,23,30,53,17,26,14,24,20,15,21,74,70,75,69,77,23,215212,24,72,23,17,13,30,15,77,29,23,16,44,30,12,70,46,19
2441,66,73,63,63,68,67,50,70,57,39,60,6,16,13,8,15,54,190636,74,64,76,77,73,55,59,68,76,75,64,66,79,70,76,69,59
2442,80,77,82,73,76,66,63,81,80,75,72,9,6,7,11,10,48,208045,33,63,67,78,36,70,76,69,71,83,37,76,66,32,71,62,73
2443,71,79,64,65,69,68,73,45,61,45,46,13,9,1,13,7,68,159917,70,64,69,52,76,51,51,72,70,55,71,73,81,77,62,70,41
2444,50,71,45,48,58,68,37,41,24,22,33,7,16,12,6,12,77,190637,75,32,54,35,77,38,27,63,65,59,72,53,70,75,87,45,13
2445,74,72,68,75,61,74,69,53,61,45,38,5,14,10,13,5,68,188334,74,77,65,56,75,39,60,74,65,71,77,76,79,77,79,48,45
2446,81,72,74,66,72,65,76,81,65,45,78,8,8,15,16,7,72,200111,66,68,73,67,71,55,61,70,69,82,74,83,80,73,67,53,70
2447,75,68,66,60,66,71,70,70,66,49,69,6,8,14,11,12,71,170159,74,75,72,67,71,63,56,73,72,71,72,85,78,75,77,60,67
2448,41,41,32,45,21,71,9,8,8,9,19,71,72,73,75,76,9,230320,25,61,15,8,8,16,21,68,16,21,9,42,31,8,81,72,9
2449,79,46,78,70,77,72,70,78,73,63,69,12,10,14,6,13,56,172208,43,71,68,75,22,69,70,70,74,75,38,76,71,40,69,74,70
2450,75,75,75,69,69,71,64,60,71,73,42,11,8,11,6,16,80,176048,30,92,51,64,29,74,75,73,66,75,18,77,78,13,78,59,68
2451,69,73,68,61,76,74,72,71,75,64,74,9,11,8,11,7,76,199601,72,82,78,74,65,65,66,73,77,80,65,68,79,71,78,74,52
2452,77,75,63,67,66,64,68,52,58,61,46,14,8,15,14,6,70,167601,72,73,69,57,74,58,57,63,72,53,76,86,80,75,72,53,32
2453,75,65,77,78,79,68,73,67,76,55,72,10,7,10,15,14,36,226226,34,57,73,64,28,55,66,64,78,75,48,75,74,55,57,80,69
2454,47,76,46,33,52,71,28,30,42,25,26,15,11,10,14,11,83,230578,73,86,42,27,75,49,24,68,56,45,68,39,75,76,84,37,31
2455,71,76,65,68,71,72,65,61,70,42,48,15,14,13,11,6,66,198067,74,84,67,40,77,56,69,73,71,63,76,71,78,77,76,57,52
2456,69,67,82,84,80,73,72,73,80,72,60,15,13,16,8,10,44,143283,37,78,69,70,47,71,74,72,68,72,50,76,51,55,50,69,65
2457,75,71,70,74,75,74,61,70,68,69,74,12,13,9,16,13,70,168883,71,67,72,70,74,75,68,72,75,66,71,67,76,73,73,67,61
2458,93,58,83,80,72,64,75,65,78,68,49,15,13,10,12,13,56,179891,20,65,52,58,15,54,71,70,69,68,24,93,79,37,58,54,68
2459,67,80,68,73,74,73,62,56,71,51,54,9,11,16,16,11,73,198836,76,77,73,66,72,59,64,77,77,64,72,63,74,74,63,75,47
2460,71,76,59,56,72,68,73,65,61,42,76,13,13,7,7,14,72,214196,69,80,59,73,71,52,53,76,72,72,68,74,87,72,74,61,47
2461,45,36,44,49,24,41,21,24,19,12,13,74,74,66,68,79,14,222900,24,75,40,19,20,20,13,70,45,46,19,50,38,15,77,56,16
2462,17,36,44,22,16,42,18,31,8,12,22,68,76,74,77,73,20,230324,12,41,20,13,17,34,5,67,24,30,10,18,15,9,60,37,18
2463,61,50,56,44,72,77,48,38,59,79,35,7,7,12,15,11,79,206005,32,77,41,69,38,63,78,63,63,80,31,66,72,37,83,44,68
2464,37,27,40,37,33,44,13,14,11,11,14,73,72,52,78,74,14,109493,15,64,28,19,12,16,10,73,27,35,12,34,29,11,63,43,12
2465,93,34,92,88,74,67,73,66,75,66,61,12,10,8,9,9,47,200630,15,66,62,62,27,67,68,66,69,68,15,88,73,23,61,73,58
2466,83,69,90,91,75,65,67,75,72,51,60,13,9,13,14,7,53,202934,74,55,74,77,65,60,68,71,74,78,73,78,84,75,68,72,68
2467,41,20,31,47,15,26,18,14,14,18,12,74,70,73,69,80,11,212151,24,49,22,14,11,21,18,74,26,18,12,46,23,18,56,49,11
2468,67,81,63,56,58,55,46,39,56,37,37,6,7,7,7,7,67,232119,68,68,54,39,70,52,42,67,55,65,80,74,67,85,80,49,48
2469,68,70,68,58,68,72,70,59,67,66,52,9,8,8,6,16,58,158394,72,70,60,75,70,61,69,70,72,77,77,78,80,76,77,59,72
2470,76,72,70,59,75,67,73,67,78,69,73,15,7,8,7,11,57,166074,33,65,64,70,18,65,70,72,70,88,20,89,73,28,85,66,69
2471,51,77,47,46,51,68,36,30,36,31,29,13,9,5,6,6,73,205243,71,67,51,29,75,34,29,69,46,44,73,64,66,75,91,36,25
2472,77,53,72,77,71,67,71,46,73,51,49,11,10,18,11,14,71,159931,71,71,66,52,72,62,59,73,69,55,73,71,82,72,62,51,58
2473,84,74,68,73,68,73,75,71,71,26,32,13,16,8,12,13,55,226491,70,65,59,56,67,35,56,65,69,72,75,83,84,71,62,69,26
2474,83,49,81,85,75,72,71,70,76,73,71,15,12,16,15,15,59,202940,38,82,64,72,25,74,71,72,71,74,21,81,75,27,58,71,69
2475,68,41,76,85,75,79,59,68,75,72,64,10,11,12,11,13,47,160188,43,48,60,63,38,73,68,74,75,60,30,66,67,32,44,76,69
2476,81,68,75,67,80,68,65,66,75,67,46,11,15,16,11,9,65,186556,45,55,61,73,49,64,72,73,72,68,42,77,66,46,61,71,69
2477,58,59,71,77,80,86,66,75,73,61,83,15,15,13,16,10,47,142781,49,62,78,74,30,82,69,73,79,74,27,54,40,30,65,76,66
2478,79,72,79,78,75,74,68,61,75,51,59,12,12,6,8,13,50,137406,72,78,72,65,63,60,66,72,76,70,69,75,72,67,70,76,51
2479,40,71,43,45,67,71,51,57,59,36,73,12,12,7,12,11,75,159934,73,42,74,54,73,48,26,64,74,60,71,66,59,77,85,59,52
2480,60,72,68,73,73,82,55,52,60,59,63,15,7,10,9,9,55,146111,79,79,73,58,58,60,68,82,77,80,74,48,73,79,76,76,53
2481,32,39,24,37,22,34,11,15,13,15,12,74,69,79,69,77,11,182207,22,51,45,13,11,19,13,75,42,20,13,36,25,15,61,51,12
2482,72,69,74,60,71,67,77,72,68,42,67,12,13,10,16,13,59,190143,74,68,61,57,69,45,60,73,68,69,76,77,73,73,66,56,42
2483,48,26,37,42,21,53,12,11,11,11,11,71,75,71,73,76,16,200896,23,54,25,15,13,18,15,71,29,16,11,50,35,12,75,46,11
2484,46,87,33,32,55,64,41,53,50,41,40,7,16,12,11,14,76,159936,72,58,70,41,76,48,32,64,66,72,66,41,61,74,88,43,54
2485,67,88,62,54,70,70,75,72,68,69,57,9,14,12,7,10,47,188352,74,33,70,64,66,26,73,77,73,66,74,77,87,74,68,74,57
2486,78,59,84,84,78,65,68,83,82,71,78,14,10,12,16,6,67,143809,32,76,67,72,19,75,72,71,69,81,17,78,78,35,64,68,74
2487,82,82,79,78,75,76,59,68,74,75,75,7,13,9,12,9,70,204226,47,87,63,69,41,69,74,69,69,73,33,85,78,36,66,78,68
2488,75,40,69,65,73,72-2,65,75,73,74,80,12,10,15,10,12,72,209346,21,59,67,78,25,71,75,71,71,79,23,76,75,20,74,70,66
2489,67,72,75,83,74,74,75,75,75,68,76,13,13,14,16,12,49,152514,59,63,76,69,65,73,73,73,75,74,58,67,74,63,68,74,68
2490,73,66,72,80,75,70,65,61,72,65,64,8,15,9,7,13,55,230850,72,64,73,70,61,60,65,72,75,73,66,74,78,67,66,72,61
2491,70,63,75,76,79,68,68,62,80,66,61,14,15,13,12,8,49,201155,35,42,74,67,35,56,66,58,78,67,43,73,41,55,58,74,65
2492,54,81,48,57,62,66,49,49,46,38,42,8,10,9,18,18,76,159939,75,71,63,50,74,54,48,68,67,62,72,58,73,76,72,47,38
2493,82,45,71,67,76,76,74,66,77,56,56,13,8,9,10,12,62,230339,66,60,67,61,71,55,51,65,67,62,74,83,81,75,72,51,45
2494,77,50,72,56,76,72,74,80,75,71,76,5,9,6,15,14,56,178115,57,64,71,77,50,75,71,72,72,78,51,75,74,55,73,68,70
2495,28,29,33,31,17,41,16,15,11,11,18,69,75,71,72,76,15,207557,19,39,32,15,17,30,13,73,29,17,17,40,38,12,76,48,20
2496,48,77,37,40,72,73,42,46,64,74,29,7,16,6,9,12,82,212933,32,68,59,63,15,62,77,72,70,77,38,61,82,46,90,65,69
2497,66,76,73,74,73,74,67,55,70,60,54,9,14,6,12,6,71,191173,74,80,70,65,56,64,70,76,77,74,54,71,90,61,61,69,65
2498,63,71,62,60,67,74,56,51,62,36,57,14,8,12,9,7,75+2,202695,72+1,78+1,69,38,71,52,40,69,68,63,74+2,64+1,76,75,80,51,40
2499,58,85,64,68,72,77,60,35,64,42,45,14,6,7,13,9,74,159175,74,80,68,67,68,57,55,72,72,69,77,45,74,75,74,73,57
2500,65,78,72,78,70,66,59,66,68,46,54,15,6,8,6,11,64,176071,72,59,66,53,67,66,60,73,76,68,73,55,90,75,66,69,56
2501,74,80,65,62,60,73,43,36,52,26,36,13,9,8,14,10,75-1,189127,75,86+1,61,31,71,38,24,72,64,42,72,72,70,73,78,44,42
2502,89,38,93,95,76,78,73,79,79,75,70,3,3,3,3,3,49,188616,14,73,59,65,18,76,83,80,73,68,22,91,76,22,52,74,77
2503,64,80,54,51,69,68,60,58,64,74,58,8,12,16,12,7,77,190664,21,83,49,69,22,72,74,73,67,85,19,71,61,26,82,50,70
2504,76,32,78,76,83,77,74,72,85,59,68,14,15,15,8,10,38,222665,48,45,68,57,19,59,62,72,75,55,32,68,63,31,35,80,65
2505,74,65-2,73,66,76,72,70,75,78,66,43,16,11,13,16,9,67,217802,37,67,58,64,32,52,71-3,72,68,73,31,79,78-2,39,69,72,67
2506,45,68,54,59,74,65,63,65,68,59,68,7,13,9,7,13,67,168650,75,68,80,79,64,72,60,71,78,82,71,44,58,74,80,76,59
2507,77,60,77,66,76,70,67,70,75,75,50,13,16,10,9,10,70,198347,28,68,65,73,30,72,73,68,72,76,29,78,72,29,68,65,72
2508,38,28,58,48,23,45,14,12,12,11,12,77,74,61,69,79,12,201931,25,72,17,19,11,22,10,69,26,15,13,34,34,19,60,45,10
2509,55,64,47,38,60,68,30,20,56,14,22,3,3,3,3,3,70,216523,76,76,60,22,78,27,20,66,56,56,74,64,62,78,84,30,20
2510,49,79,33,36,63,65,35,28,38,35,35,11,8,11,8,13,77,192715,70,70,60,27,73,37,32,55,69,48,72,67,73,77,79,54,13
2511,78,55,68,66,70,68,33,54,71,77,44,8,6,11,14,8,75,212428,12,77,32,69,14,63,75,65,71,77,15,71,59,14,76,50,68
2512,84,70,58,46,69,70,69,56,66,23,53,6,14,10,11,7,68,189388,64,68,64,43,70,48,65,74,69,71,75,88,78,74,74,61,31
2513,42,80,48,42,60,66,41,50,42,39,11,10,14,14,8,8,79,200653,71,46,50,21,74,48,31,69,62,67,73,48,71,76,87,51,36
2514,65,72,61,52,52,64,24,16,50,15,18,13,10,9,9,11,70,202445,74,76,52,38,77,35,22,68,54,43,72,71,70,75,84,22,12
2515,87,40,82,66,75,70,67,61,80,68,42,7,9,15,9,12,57,214989,55,52,62,66,14,68,75,75,74,67,23,78,83,33,61,61,65
2516,28,45,54,45,13,60,11,11,14,11,15,74,70,66,72,74,16,150477,26,71,23,13,11,11,16,77,36,23,16,34,38,13,67,58,13
2517,33,66,46,48,69,76,73,49,65,48,67,14,8,10,8,7,75,166093,79,71,69,67,76,63,59,68,73,80,70,48,59,74,74,65,68
2518,57,44,32,56,16,65,15,12,18,12,24,70,77,77,71,72,14,174542,15,72,30,12,12,60,14,72,22,24,14,53,28,13,59,60,18
2519,70,68,61,49,64,70,40,26,58,25,34,13,7,9,7,11,72,216271,74,76,72,32,74,44,35,68,67,56,74,68,67,75,75,55,33
2520,47,20,54,38,24,18,12,10,10,13,11,78,69,67,71,78,10,163791,22,69,36,10,13,19,13,71,35,22,13,51,37,15,57,34,10
2521,71,68,76,69,76,69,76,79,76,69,78,10,12,5,13,7,68,231887,38,55,70,70,45,60,70,67,75,75,45,75,78,48,69,76,66
2522,65,82,62,63,82,77,84,78,66,61,77,12,12,16,8,11,61,142800,76,67,73,73,77,77,66,82,75,78,63,62,68,77,70,77,62
2523,48,41,33,41,21,67,11,19,14,19,14,73,71,67,73,76,14,140498,24,63,29,12,13,11,13,73,21,22,13,50,34,14,63,42,15
2524,69,82,80,58,69,67,68,65,75,36,49,13,10,17,13,15,75,230354,73,77,67,55,76,48,58,68,76,56,77,76,76,74,58,56,54
2525,75,60,70,71,75,76,71,76,78,71,78,8,11,7,10,13,54,187858,52,75,68,77,39,79,71,70,73,82,41,77,72,50,75,72,74
2526,72,75,81,83,69,67,72,64,71,53,57,9,12,12,8,12,69,159958,70,74,76,61,73,71,63,79,76,58,65,74,82,69,71,76,53
2527,44,80,67,64,68,61,60,64,64,58,61,12,14,14,8,7,62,183769,73,79,71,64,73,61,56,74,72,72,65,32,80,75,74,64,47
2528,78,62,72,76,69,69,72,45,69,31,42,13,6,16,6,11,59,210394,69,75,61,38,75,49,50,68,71,39,75,81,75,74,63,45,31
2529,39,20,32,37,9,40,30,20,8,20,9,68,78,77,77,73,20,227290,17,45,40,17,9,9,9,68,40,40,20,35,45,22,79,41,20
2530,90,34,84,83,74,66,68,74,79,63,76,14,8,7,15,6,42,173530,31,57,60,70,39,71,68,69,73,72,35,86,72,36,58,71,66
2531,78,69,75,72,73,64,81,66,71,38,65,15,12,11,8,11,56,212187,66,66,59,46,67,41,56,69,68,75,72,85,78,74,69,50,43
2532,89,59,87,69,73,72,71,61,76,70,40,8,12,13,6,10,51,214491,21,56,66,67,16,54,70,73,68,71,23,92,62,23,63,65,70
2533,69,55,69,54,75,72,53,68,71,75,54,13,10,13,14,7,72,202460,34,66,49,64,32,74,76,72,58,76,23,74,70,27,71,56,66
2534,77,81,74,73,73,66,59,82,67,58,49,13,12,15,8,15,68,159964,76,91,77,71,60,61,62,71,74,73,68,72,81,76,73,64,60
2535,48,58,74,63,78,70,73,75,70,69,71,12,16,10,15,8,62,163804,57,60,75,70,45,71,75,72,76,69,50,45,75,55,70,80,60
2536,67,57,72,69,73,73,78,75,72,68,78,7,6,7,12,11,68,176348,63,67,75,72,24,72,77,76,78,77,22,71,73,23,77,77,69
2537,73,75,88,88,70,68,58,43,65,35,40,9,12,11,13,7,55,222429,78,75,73,57,71,51,51,70,78,59,73,68,83,79,32,60,33
2538,70,43,75,67,73,64,56,74,73,77,75,8,14,8,13,13,66,223197,29,71,47,79,23,68,76,68,66,80,24,70,64,33,76,61,72
2539,80,70,76,75,72,74,74,62,75,70,56,10,12,16,8,9,69,158942,65,66,69,69,71,60,75,70,72,70,72,80,83,75,74,67,56
2540,71,67,72,64,73,70,80,69,71,51,63,6,13,6,10,15,56,191198,72,68,68,67,68,50,57,76,71,72,73,73,76,72,72,69,58
2541,85,37,87,83,76,63,69,62,80,67,58,11,7,10,15,13,43,195038,24,70,64,65,32,58,68,65,73,64,25,85,72,31,55,67,55
2542,62,69,72,52,58,66,46,29,46,23,16,10,15,7,10,15,74,203487,70,83,54,27,79+4,19,21,69,61,40,72,62,67,74,83+5,39,33
2543,42,27,48,49,18,55,11,11,14,13,12,73,72,67,73,76,12,155871,19,66,32,11,12,17,10,71,30,10,14,42,39,15,69,47,12
2544,77,67,61,62,73,81,71,62,71,55,42,7,16,13,7,9,69,159968,67,63,74,52,71,42,66,81,72,64,64,71,85,77,71,76,61
2545,72,85,68,73,74,61,64,61,64,61,45,10,7,6,6,5,68,190432,76,80,65,62,69,56,69,73,73,64,70,74,77,73,74,73,44
2546,64,64,42,52,59,71,55,29,53,22,29,10,11,12,6,13,73,223457,73,71,67,22,77,47,32,69,70,43,76,66,70,75,75,46,35
2547,75,47,73,61,75,72,61,57,73,73,56,10,6,7,12,7,71,122849,28,78,49,68,22,67,73,71,67,78,26,76,73,43,79,66,71
2548,77,60,87,86,78,74,65-3,75,69-5,67,74,12,9,6,8,16,54,189153,32,58,72,66,45,69,75,75,69-3,70,32,67,62,45,54,73-3,62
2549,82,52,83,81,79,66,61,70,80,74,74,12,6,12,11,11,51,212196,51,79,62,70,51,66,71,66,63,73,48,85,79,55,64,68,62
2550,29,21,35,46,21,58,16,14,19,13,15,74,72,72,77,75,17,213732,25,65,29,19,16,19,15,65,33,23,18,48,24,18,62,58,12
2551,79,86,72,80,77,83,70,66,75,65,73,12,12,14,14,9,55,172517,63,61,68,70,66,67,71,72,74,78,64,76,88,65,74,77,59
2552,66,65,53,63,68,66,50,52,67,34,52,11,11,15,11,13,75,175589,75,73,75,40,73,54,60,70,70,50,75,60,71,76,71,69,48
2553,82,59,77,80,78,69,76,65,79,59,59,6,14,12,14,12,63,196069,68,71,68,62,66,71,71,76,72,69,65,84,78,66,70,71,57
2554,67,59,68,67,73,84,72,68,71,73,71,9,16,13,15,6,80,177126,37,78,58,69,28,70,83,68,73,71,33,68,75,35,71,75,69
2555,69,73,76,62,73,75,65,65,71,64,58,14,7,15,6,8,66,221671,63,57,74,67,60,44,71,72,76,65,43,67,85,50,63,79,64
2556,32,81,68,66,71,71,71,70,65,61,75,10,13,16,16,11,64,163303,78,68,70,62,74,65,61,75,74,70,70,50,68,76,73,62,59
2557,66,59,69,74,78,68,75,78,73,62,77,11,16,6,12,10,62,137960,48,50,76,70,36,77,72,72,78,72,37,69,66,43,47,74,60
2558,60,82,59,44,59,66,44,38,42,28,37,8,7,7,14,13,75,226536,67,65,65,31,69,33,28,71,67,41,78,81,79,73,87,32,24
2559,81,46,64,70,76,71,76,67,74,70,76,15,13,12,10,9,54,159977,38,67,59,52,39,57,74,74,76,52,41,77,48,52,52,73,67
2560,76,56,79,76,75,78,68,67,75,72,49,16,8,13,9,10,76,156650,41,74,71,66,51,77,71,76,75,77,42,71,70,53,75,71,76
2561,85,69,86,68,71,67,70,77,74,73,73,6,6,7,7,12,63,192490,35,88,58,63,28,70,74,73,68,73,29,89,74,26,64,69,68
2562,50,94,38,31,55,48,28,21,37,30,26,13,14,14,6,7,76,216811,72,79,66+6,23,74,39,39,66,55,37,65,59,63,66-3,95,36,21
2563,47,86,48,63,69,73,59,59,55,59,75,13,7,15,15,15,71,181483,80,57,65,73,76,72,52,72,67,81,70,51,74,77,85,67,63
2564,60,80,71,53,75,63,66,70,72,62,71,12,6,15,6,16,65,167661,62,70,71,69,67,54,71,76,77,75,61,65,77,66,75,73,46
2565,62,78,67,65,76,74,73,74,73,61,71,6,16,16,15,9,68,112365,71,70,76,75,58,74,71,77,78,73,60,47,68,70,70,77,65
2566,28,28,41,35,13,34,14,12,10,12,13,74,72,64,74,73,16,143598,15,32,19,10,14,24,11,78,16,10,10,29,28,10,52,60,11
2567,74,67,76,71,79,66,61,68,75,70,67,12,11,6,8,11,75,216814,68,60,73,74,65,67,67,72,76,76,64,72,65,69,52,76,66
2568,67,56,69,64,70,78,74,53,69,76,43,12,7,9,15,13,78,152814,29,72,47,68,17,73,75,69,69,77,19,67,61,22,76,68,74
2569,85,69,87,64,70,75,66,78,82,73,66,13,8,8,13,6,57,202223,61,63,56,71,60,61,72,74,71,77,59,67,78,66,64,73,61
2570,69,60,77,78,75,64,69,75,74,70,74,14,7,13,10,12,66,212207,42,63,71,76,38,66,72,69,72,71,32,69,67,30,61,76,65
2571,81,57,82,67,76,78,66,72,75,64,73,13,8,10,9,10,51,159983,41,51,71,62,31,71,77,74,74,55,32,72,71,33,54,76,61
2572,65,85,59,53,57,65,48,30,55,43,44,7,9,13,14,16,70,125167,73,80,63,55,70,49,39,72,65,70,69,54,83,76,86,44,38
2573,65,49,68,64,76,78,68,47,74,58,68,13,12,7,14,7,61,228336,70,48,73,49,57,50,70,76,78,65,43,64,67,66,64,75,53
2574,58,73,72,55,80,66,46,61,69,28,33,14,10,14,15,15,70,199409,76,59,64,39,71,49,42,64,74,60,80,69,84,74,77,61,38
2575,75,54,77,62,75,72,74,81,74,57,76,9,8,8,7,12,71,159985,54,56,73,75,33,69,73,78,75,71,21,67,67,29,74,75,55
2576,51,70,42,48,60,56,39,28,44,19,25,13,9,11,8,7,70,195313,78,70,59,34,78,38,40,70,63,36,69,61,75,77,76,37,63
2577,66,84,65,63,73,69,68,53,71,63,41,16,13,7,12,14,68,214770,75,67,72,73,72,57,67,73,74,75,71,69,91,74,76,66,46
