Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Lobotomy Bock,Bock - Doppelbock,Indian Wells Brewing Company,Indian Wells Brewing Company Lobotomy Bock,"Notes:This is a classic German Dopple Bock. Like all of our beers it is made in strict accordance to the German Reinheitsgebot Purity Law of Brewing, which is water, malt, hops and yeast only! Lobotomy Bock is made from five types of specialty malted barley including Munich, black patent and other premium malts. And finished with two types of hops, Sterling and Perle added at the boil and again at the finish for the perfect flavor balance. Lobotomy Bock is brewed with pure artesian spring water from the historic Indian Wells Spring. Lobotomy Bock is lagered for several weeks then finished to exacting standards.\t",10.5,17,27,6,55,31,21,58,9,1,17,16,5,78,3.125,3.357955,2.875,2.926136,3.153409,88
Primátor Double Bock Beer,Bock - Doppelbock,Pivovar Náchod a.s.,Pivovar Náchod a.s. Primátor Double Bock Beer,Notes:,10.5,17,27,10,43,35,29,136,26,0,54,23,7,76,3.697368,3.848684,3.388158,3.447368,3.157895,76
Icelandic DoppelbockEinstök Ölgerð (Einstök Beer Company),Bock - Doppelbock,Einstök Ölgerð,Einstök Ölgerð Icelandic Doppelbock,"Notes:The 2015 version of this limited-edition seasonal is only available through the holiday season, but this winter celebration brew is worth the wait. Malted barley and chocolate tones define the traditional style, while the robust aroma and long, mellow finish make this the perfect companion for holiday adventures. Get it while you can.Munich malt, pilsner malt, crystal malt, chocolate malt, bavarian hops.\t",6.7,17,27,18,96,29,49,131,16,0,42,55,7,187,4,3.5,3.5,3.5,3.5,1
Dopple Bock,Bock - Doppelbock,Sprecher Brewing Company,Sprecher Brewing Company Dopple Bock,Notes:,7.85,17,27,6,42,27,24,83,23,0,37,25,15,83,3.75,3.896226,3.886792,3.938679,3.966981,106
St. Nikolaus Bock Bier - Brewer's Reserve,Bock - Doppelbock,Pennsylvania Brewing Company,Pennsylvania Brewing Company St. Nikolaus Bock Bier - Brewer's Reserve,Notes:,8.5,17,27,19,82,25,32,130,31,0,61,27,26,130,4.071429,4.184524,4.220238,4.255952,4.291667,84
Emancipator Doppelbock,Bock - Doppelbock,Christian Moerlein Brewing Company,Christian Moerlein Brewing Company Christian Moerlein Doppelbock,"Notes:Christian Moerlein Doppelbock is brewed in accordance with Germany's Reinheitsgebot Purity Law of 1516. What makes Doppelbock most enjoyable is its rich, full body, which is superbly balanced for smoothness. It will be appreciated for its robust malt and carmel characteristics. Enjoy its smooth, velvety taste and you will agree that it is Quite Simply a Better Doppelbock.\t",7,17,27,17,60,17,23,104,27,0,32,35,11,128,3.475,3.775,3.725,3.475,3.725,20
Winter-Bock,Bock - Doppelbock,Einbecker Brauhaus AG,Einbecker Brauhaus AG Einbecker Winter-Bock,"Notes:When it's cool outside, it's time for the dark Einbecker Winter-Bock inside. Selected malts, the finest hops and a special beer yeast provide a true winter treat. With 18.2%, Einbecker Winter-Bock has the highest original wort of all Einbecker beers.\t",7.5,17,27,9,54,27,39,94,17,0,54,44,7,92,3.854167,4.041667,3.833333,3.875,3.833333,24
Granitbock,Bock - Doppelbock,Brauerei Hofstetten Krammer GmbH & Co. KG,Brauerei Hofstetten Krammer GmbH & Co. KG Granitbock,Notes:,7.3,17,27,16,52,15,29,85,30,0,37,22,10,107,3.746032,3.714286,3.809524,3.793651,3.714286,63
Double Vision Doppelbock,Bock - Doppelbock,Grand Teton Brewing Co.,Grand Teton Brewing Co. Double Vision Doppelbock,"Notes:Our Double Vision Doppelbock is brewed with Idaho 2-Row Pale and German Munich, CaraAroma, CaraMunich and de-husked Carafa malts to an original gravity of 24 Plato (1.096 SG). The malts provide a dark leather color with ruby notes, a luxurious tan head, and a bready aroma with a hint of smoke. It is lightly spiced with Liberty hops, an American version of the noble German Hallertau Mittelfruh, and fermented with lager yeast from a monastery brewery near Munich. In the traditional manner, Double Vision is fermented cold (48 F) and lagered a full 10 weeks for smoothness. At over 8% alcohol by volume, it is a deceptively drinkable springtime warmer.\t",8,17,27,11,82,26,37,95,32,0,46,26,24,132,4.275862,4.224138,4.310345,4.37931,4.224138,29
Fireman's Brew Brunette Beer,Bock - Doppelbock,"Fireman's Brew, Inc.","Fireman's Brew, Inc. Fireman's Brew Brewnette Beer",Notes:,8,17,27,9,119,20,57,101,21,0,29,37,0,147,3.818182,3.954545,3.5,3.5,3.590909,11
Schneider Aventinus Eisbock,Bock - Eisbock,Weisses Bräuhaus G. Schneider & Sohn GmbH,Weisses Bräuhaus G. Schneider & Sohn GmbH Schneider Aventinus Weizen-Eisbock,"Notes:Aventinus has been known to be the most intense and complex Wheat-Doppelbock in the world. This was the case in the past, but not anymore... Recently, Hans Peter Drexler, Brewmaster at G. Schneider & Sohn, heard some stories about some extra special Aventinus resulting from some partial freezing during a cold winter transport in the 1930's. He decided to recreate this classic ""mistake"" to further concentrate Aventinus in a modern, controlled facility. Thus, the Aventinus Eisbock was reborn. Prost!Georg Schneider VI, 6th Generation Brewer\t",12,25,35,14,47,60,26,118,29,0,85,14,18,85,4.215352,3.941365,4.115672,4.267591,3.91951,938
Raspberry Eisbock,Bock - Eisbock,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Eisbock,Notes:,15.5,25,35,11,58,30,13,168,36,0,99,9,6,90,3.625,4,4,4.5,4,4
Winter Wonder Lager,Bock - Eisbock,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Winter Wonder Lager,Notes:,13,25,35,8,66,78,25,175,46,0,88,16,27,130,3.960526,3.776316,4,3.888158,3.697368,76
Ramstein Winter Wheat Eisbock,Bock - Eisbock,High Point Brewing Company,High Point Brewing Company Ramstein Winter Wheat Eisbock,Notes:,11.5,25,35,14,79,63,18,105,41,0,106,9,39,114,4.3,4.111111,4.311111,4.477778,4.333333,45
Granitbock Ice,Bock - Eisbock,Brauerei Hofstetten Krammer GmbH & Co. KG,Brauerei Hofstetten Krammer GmbH & Co. KG Granitbock Ice,Notes:,11.5,25,35,9,49,46,23,150,45,1,82,10,8,110,3.5,3.5,4,4,4,1
Double Ice Bock,Bock - Eisbock,Southampton Publick House,Southampton Publick House Double Ice Bock,"Notes:Southampton Double Ice Bock is based off of a traditional German-style Bock beer. This German lager beer is rich and malty and brewed to an alcohol strength of 6-7%. “Ice Bock” is produced when a Bock beer is partially frozen in order to increase it’s alcohol content. In this process, some of the water content turns to ice, effectively strengthening the flavor and alcohol of the beer. We take this process one step further. After the initial freezing, the beer is decanted off the ice and frozen a second time. The resulting beer is a deceptively smooth and amazingly strong lager.\t",18,25,35,15,59,79,15,171,49,0,77,13,10,119,4.022727,3.954545,4.204545,4.181818,4.136364,22
Eisbock (Congelator),Bock - Eisbock,Micro-Brasserie L'Alchimiste,Micro-Brasserie L'Alchimiste Eisbock (Congelator),Notes:,9.4,25,35,12,58,46,23,124,33,1,54,28,10,92,3.541667,3.770833,3.729167,3.625,3.645833,24
Schorschbock Ice 13,Bock - Eisbock,Schorschbräu,Schorschbräu Schorschbock Ice 13,Notes:,13,25,35,2,15,15,4,36,17,0,27,2,7,16,3.5,4,2.5,2.5,3.5,1
Schorschbock 31%,Bock - Eisbock,Schorschbräu,Schorschbräu Schorschbock 31%,Notes:,30.86,25,35,4,5,14,2,16,6,0,10,2,4,10,4,4,4,4.5,3.5,1
La Félix,Bock - Eisbock,"Le Bilboquet, Brasseur Artisan","Le Bilboquet, Brasseur Artisan La Félix",Notes:,11.9,25,35,1,5,8,8,21,4,0,8,6,0,8,3.75,3.75,4,4,2.75,2
Schorschbock 57%,Bock - Eisbock,Schorschbräu,Schorschbräu Schorschbock 57%,Notes:,57.5,25,35,0,7,17,3,9,6,0,10,0,2,4,4,4,4,3.5,4,1
Eisbock,Bock - Eisbock,Lodi Beer Company,Lodi Beer Company Eisbock,Notes:,12,25,35,3,7,14,2,31,9,0,16,0,6,17,3.875,3.875,4,4.375,4,4
Eis Instigator,Bock - Eisbock,Sly Fox Brewing Company,Sly Fox Brewing Company Eis Instigator,Notes:,10.5,25,35,0,12,6,5,13,3,0,7,3,2,20,4,4.5,3.75,4.25,4.25,2
Black Ice,Bock - Eisbock,Aarhus Bryghus,Aarhus Bryghus Black Ice,Notes:,8.5,25,35,0,0,0,0,0,0,0,0,0,0,0,3.5,4,4,4,3.5,1
Dead Guy Ale,Bock - Maibock,Rogue Ales,Rogue Ales Dead Guy Ale,"Notes:An ale inspired by the style of a German Maibock, brewed using our proprietary Pacman yeast, Dead Guy Ale is deep honey in color with a malty aroma, rich hearty flavor and a well balanced finish.9 Ingredients: 2-Row, C15, Munich, Rogue Farms Dare™, Risk™ Malts; Rogue Farms Revolution™ & Independent™ Hops; Free Range Coastal Water & Pacman Yeast.\t",6.8,20,38,10,47,10,49,99,24,0,42,55,19,113,3.800806,3.892122,3.912936,4.023053,4.044987,2234
Andygator,Bock - Maibock,Abita Brewing Co.,Abita Brewing Co. Andygator,"Notes:Andygator, a creature of the swamp, is a unique high-gravity brew made with pale malt, German lager yeast, and German Perle hops. Unlike other high-gravity brews, Andygator is fermented to a dry finish with a slightly sweet flavor and subtle fruit aroma. Reaching an alcohol strength of 8% by volume, it is a Helles Dopplebock.25 IBU\t",8,20,38,12,30,27,29,58,18,0,18,42,5,65,3.359155,3.598592,3.524648,3.459507,3.478873,284
Mardi Gras Bock,Bock - Maibock,Abita Brewing Co.,Abita Brewing Co. Mardi Gras Bock,"Notes:Abita Bock is brewed with pale, pilsner, and caramel malts and German Perle hops. Our bock is similar to German maibocks with its rich malt flavor and full body. A perfect choice during Carnival season in New Orleans.25 IBU\t",6.5,20,38,16,36,9,40,64,10,0,14,57,14,131,3.230303,3.548485,3.406061,3.372727,3.536364,165
Hofbräu Maibock (Urbock),Bock - Maibock,Hofbräuhaus München,Hofbräuhaus München Hofbräu Maibock (Urbock),Notes:,7.2,20,38,22,34,27,43,56,9,1,14,56,13,94,3.768061,3.89924,3.863118,3.922053,3.920152,263
Cabin Fever,Bock - Maibock,New Glarus Brewing Company,New Glarus Brewing Company Cabin Fever,"Notes:Cool days draw us close to the warmth of home fires. This is the season to sip away the chill and embrace quiet evenings with friends and family. You hold a Wisconsin Style Honey Bock, easy going and more approachable than its traditional dark German cousin. Bock beers have existed in Wisconsin for over 150 years. This pale bock is brewed with an exclusive blend of Wisconsin two row barley that balances seamlessly with our special European hops. Naturally sweet Clover Honey was added in the kettle accenting warm flavor notes on your tongue. Whether you reminisce the passing summer sun or thrill to squeaky steps through drifting snow one thing is certain about winter in Wisconsin - this too shall pass.\t",6,20,38,23,26,11,24,88,7,2,13,46,2,117,3.239669,3.719008,3.516529,3.371901,3.710744,121
John John Dead Guy Ale,Bock - Maibock,Rogue Ales,Rogue Ales John John Dead Guy Ale,"Notes:""Dead Guy Ale aged in Dead Guy Whiskey Barrels""Malts: Carastan, Rogue Micro-Barley Farm Dare & Risk malts.Hops: Saaz, Willamette, Rogue Micro-Farm Hop Yard Revolution hops.Yeast & Water: Pacman Yeast & Free Range Coastal Water.16º PLATO40 IBU78 AA16º Lovibond\t",6.4,20,38,12,51,73,36,84,31,2,30,41,25,94,3.796875,3.876953,3.808594,3.837891,3.806641,256
Dundee Pale Bock Lager,Bock - Maibock,Genesee Brewing Co. / Dundee Brewing Co.,Genesee Brewing Co. / Dundee Brewing Co. Dundee Pale Bock Lager,Notes:,6.25,20,38,31,44,19,52,66,11,3,11,75,17,115,3.258865,3.528369,3.384752,3.404255,3.51773,282
Maibock,Bock - Maibock,Summit Brewing Company,Summit Brewing Company Summit Maibock,Notes:This traditional German style earned the nickname “liquid bread” because it was brewed by Paulaner monks in Bavaria to help them get through Lenten fasting. Moravian 37 malts and Czech Saaz hops give it a toasted sweetness with a little spice in the finish. Available in 12-oz. cans and bottles in the Spring.\t,6.7,20,38,26,68,14,62,71,22,5,28,99,20,136,3.448925,3.752688,3.672043,3.626344,3.672043,186
Mai-Ur-Bock,Bock - Maibock,Einbecker Brauhaus AG,Einbecker Brauhaus AG Einbecker Mai-Ur-Bock,"Notes:“Ready for May?” In spring, the Einbecker brew-masters brew a particular special beer, the Einbecker Mai-Ur-Bock. This pleasantly-bitter refreshment is only available in the spring – as long as supplies last.\t",6.5,20,38,14,33,9,53,87,31,2,34,74,10,112,3.688525,3.872951,3.827869,3.858607,3.862705,244
Samichlaus Bier Helles,Bock - Maibock,Brauerei Schloss Eggenberg,Brauerei Schloss Eggenberg Samichlaus Bier Helles,Notes:,14,20,38,10,47,62,8,123,17,1,40,14,14,86,3.736702,3.739362,3.765957,3.744681,3.489362,188
Blonde Bock,Bock - Maibock,Gordon Biersch Brewery Restaurant,Gordon Biersch Brewery Restaurant Gordon Biersch Blonde Bock,"Notes:A traditional ""Helles"" or pale bock beer, Blonde Bock is a medium hopped beer with a rich, malty flavor. Made popular in the early 1600s, bock beers were originally brewed by monks to minimize hunger pangs during fasting periods. Most bock beers are dark in color. Our Gordon Biersch Blonde Bock is golden with a creamy head.23 IBU\t",7,20,38,14,33,26,38,50,20,2,18,58,5,74,3.254902,3.581699,3.46732,3.349673,3.405229,153
Boss Tom's Golden Bock,Bock - Maibock,Boulevard Brewing Co.,Boulevard Brewing Co. Boss Tom's Golden Bock,"Notes:Boss Tom’s Golden Bock is our seasonal offering for late spring. The smooth, soft maltiness of this traditional lager is complemented by a noticeable but restrained hop presence. The beer finishes with a lingering dryness and just a hint of caramel. The word “bock” also means “billy goat,” and images of goats are often used as a symbol of the style.22 IBU\t",6.1,20,38,39,36,15,42,52,7,1,13,46,10,91,3.418478,3.505435,3.657609,3.592391,3.793478,92
Maibock,Bock - Maibock,Capital Brewery,Capital Brewery Maibock,"Notes:Our spring seasonal is a deep golden lager with a flavorful but smooth presence. When you see our Maibock hit the shelves you know things are about to get better… including the weather!HOPS: Liberty, HallertauMALTS: Brewers, Honey\t",6.2,20,38,9,53,11,35,65,15,0,12,53,9,92,3.710884,3.768707,3.911565,3.894558,4.034014,147
Narragansett Bock,Bock - Maibock,Narragansett Brewing Co.,Narragansett Brewing Co. Narragansett Bock,"Notes:Brewed with Light and Dark Munich malts, Pilsner Malt, and Malted Wheat. It is hopped with Northern Brewers and Hallertau hops. Northern Brewers is a clean bittering hop and Hallertau is a classic German aroma hop associated with Bavarian style lager beers.32 IBU\t",6.5,20,38,15,54,16,65,90,29,1,44,86,12,136,3.707547,4.150943,4.04717,4.018868,4.084906,53
Berkshire Maibock Lager,Bock - Maibock,Berkshire Brewing Company Inc.,Berkshire Brewing Company Inc. Berkshire Maibock Lager,Notes:,6.5,20,38,25,53,27,40,105,34,1,41,57,15,108,3.848361,3.918033,3.877049,4.020492,3.97541,122
Blonde Double MaiBock,Bock - Maibock,Stoudts Brewing Co.,Stoudts Brewing Co. Stoudt's Blonde Double MaiBock,Notes:,7,20,38,21,47,20,38,83,36,0,43,53,9,87,3.668571,3.911429,3.828571,3.82,3.817143,175
Mai Bock,Bock - Maibock,Sprecher Brewing Company,Sprecher Brewing Company Mai Bock,Notes:2004 and 1988 Bronze Medal Winner in the Bock category at the Great American Beer Festival (GABF).\t,6,20,38,36,59,14,39,71,20,0,23,68,17,107,3.720183,3.834862,3.788991,3.715596,3.857798,109
Maibock,Bock - Maibock,Gordon Biersch Brewery Restaurant,Gordon Biersch Brewery Restaurant Gordon Biersch Maibock,Notes:,7.3,20,38,15,38,18,31,88,27,1,23,38,8,92,3.337209,3.604651,3.406977,3.476744,3.430233,43
Hacker-Pschorr Hubertus Bock,Bock - Maibock,Hacker-Pschorr Bräu GmbH,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Hubertus Bock,Notes:,6.8,20,38,26,42,27,42,58,32,3,37,63,11,114,3.642857,3.892857,3.785714,3.75,3.857143,14
Bucking Bock,Bock - Maibock,Rahr & Sons Brewing Company,Rahr & Sons Brewing Company Bucking Bock,Notes:,7.5,20,38,20,24,21,49,37,30,0,29,58,12,65,3.333333,3.396825,3.420635,3.47619,3.587302,63
The Gift (WinterBock Lager),Bock - Maibock,Starr Hill Brewery,Starr Hill Brewery The Gift (WinterBock Lager),Notes:,6.5,20,38,15,32,16,16,65,20,0,20,17,9,62,3.607843,3.647059,3.813725,3.764706,3.872549,51
Primátor Maibock,Bock - Maibock,Pivovar Náchod a.s.,Pivovar Náchod a.s. Primátor Maibock,Notes:,7.5,20,38,15,42,29,62,62,22,2,24,82,12,78,3.626761,3.908451,3.725352,3.690141,3.704225,71
Andechser Bergbock Hell,Bock - Maibock,Klosterbrauerei Andechs,Klosterbrauerei Andechs Andechser Bergbock Hell,"Notes:With its firm, fine pored head, luminous gold and clear gleaming look, it cannot fail to awaken expectations of pure pleasure.Strong malty nuances and floral hoppiness are imbued with accents of slight fruitiness. Despite its strength, Bergbock is pleasantly mouthcoating, with a powerful, but unobtrusive body. A highly discrete, finely bitter hoppiness transforms into a slight honey sweetness to conclude on a soft, harmonious aftertaste.A harmonious light bock of character that cannot be put down after the first drink.\t",7,20,38,21,50,21,35,67,18,1,21,58,8,97,3.79,3.78,4.01,4.02,4.09,50
Spaten Maibock / Premium Bock,Bock - Maibock,Spaten-Franziskaner-Bräu,Spaten-Franziskaner-Bräu Spaten Maibock / Premium Bock,Notes:,6.5,20,38,19,54,19,37,38,26,0,23,63,9,87,3.6375,3.86875,3.8625,3.81875,3.8875,80
Maibock,Bock - Maibock,Atwater Block Brewery,Atwater Block Brewery Atwater Maibock,Notes:,7.5,20,38,17,59,19,38,59,21,0,35,64,6,102,3.25,3.458333,3.333333,3.166667,3.263889,36
Serie Signature Maibock,Bock - Maibock,Les Trois Mousquetaires,Les Trois Mousquetaires Serie Signature Maibock,Notes:,6.8,20,38,17,42,25,44,77,27,5,41,72,11,111,3.645833,3.6875,3.5625,3.479167,3.354167,24
PENNdemonium,Bock - Maibock,Pennsylvania Brewing Company,Pennsylvania Brewing Company PENNdemonium,Notes:,8,20,38,12,50,36,53,100,47,1,70,73,13,109,3.652174,3.73913,3.782609,3.753623,3.818841,69
Southampton May Bock,Bock - Maibock,Southampton Publick House,Southampton Publick House Southampton May Bock,Notes:,6.5,20,38,23,57,15,30,94,48,1,49,43,11,116,3.835227,3.880682,3.977273,4.113636,4.221591,88
Früh Bock,Bock - Maibock,The Olde Mecklenburg Brewery,The Olde Mecklenburg Brewery Fruehbock (Früh Bock),"Notes:From the Brewery website: Fruehbock (pron. ""Froo Bock"") - Literally ""Early"" Bock, Frueh is also short for Fruehling which is the German word for Spring. Try our Spring Bock as the cold winter fades and the warm spring winds begin to blow. This deep golden, slightly malty bock beer comes in at 6% ABV, which you'll find hard to believe because it's so smooth and refreshing. Don't wait to try it...because like springtime in Charlotte, this seasonal will come and go quickly.Note: Früh = Frueh\t",6,20,38,37,38,14,40,65,28,0,38,70,8,90,3.85,4.15,4.2,4.1,4.3,10
