Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Wallpaper,Flooring,Furniture List,Furniture Name List,Filename,Unique Entry ID
Elvis,https://acnhcdn.com/latest/NpcIcon/lon01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon01.png,https://acnhcdn.com/drivesync/render/houses/lon01_237_Elvis.png,Lion,Male,Cranky,B,Education,7/23,unh-hunh,K.K. Casbah,Better a live coward than a forgotten hero.,Gorgeous,Elegant,Red,Black,3283.0,palace wall,palace tile,5955;5956;5961;5963;5956;5963;3473;5964;8825;5959;3810,Virgo harp;Aquarius urn;Taurus bathtub;Pisces lamp;Aquarius urn;Pisces lamp;golden seat;Leo sculpture;golden casket;Cancer table;golden dishes,lon01,4jYpCpw9nooMZHR8s
Erik,https://acnhcdn.com/latest/NpcIcon/der09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDer09.png,https://acnhcdn.com/drivesync/render/houses/der09_117_Erik.png,Deer,Male,Lazy,A,Nature,7/27,chow down,Drivin',"If you're afraid of wolves, don't go to the woods.",Simple,Simple,Beige,Red,3630.0,ski-slope wall,ski-slope flooring,7281;3497;4003;3502;3505;3498;3503,sleigh;frozen table;cute music player;frozen bed;frozen counter;frozen partition;frozen chair,der09,BJcXu5LtRBo8DdZ2v
Eugene,https://acnhcdn.com/latest/NpcIcon/kal10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal10.png,https://acnhcdn.com/drivesync/render/houses/kal10_227_Eugene.png,Koala,Male,Smug,A,Music,10/26,yeah buddy,Agent K.K.,Imitation is the sincerest form of flattery.,Cool,Gorgeous,Black,Gray,3198.0,office wall,monochromatic tile flooring,1232;7161;4116;7529;7529;1744;2014;1850;3672;1750;2014;1750;1870;3672;3822;1288,water cooler;cardboard bed;whiteboard;folding chair;folding chair;wall clock;lecture-hall desk;laptop;cardboard box;document stack;lecture-hall desk;document stack;mug;cardboard box;pro tape recorder;fan palm,kal10,2XX9mSSzxEhwXMi4f
Eunice,https://acnhcdn.com/latest/NpcIcon/shp02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp02.png,https://acnhcdn.com/drivesync/render/houses/shp02_342_Eunice.png,Sheep,Female,Normal,B,Fashion,4/3,lambchop,K.K. Disco,There is a point to every encounter.,Simple,Elegant,Beige,Orange,3643.0,blue tile wall,blue rubber flooring,1227;1227;1227;1227;1227;1227;1227;1227;7529;1802;1165;2556;7529;1227;1227;7529;1227;7529;1227;3560;4048;3431;3697;3586;1744,deluxe washer;deluxe washer;deluxe washer;deluxe washer;deluxe washer;deluxe washer;deluxe washer;deluxe washer;folding chair;drink machine;surveillance camera;garbage pail;folding chair;deluxe washer;deluxe washer;folding chair;deluxe washer;folding chair;deluxe washer;iron worktable;rattan towel basket;wall fan;portable radio;magazine;wall clock,shp02,dbAfEFetNQpXajtch
Fang,https://acnhcdn.com/latest/NpcIcon/wol06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol06.png,https://acnhcdn.com/drivesync/render/houses/wol06_383_Fang.png,Wolf,Male,Cranky,B,Education,12/18,cha-chomp,K.K. Steppe,"You mess with the wolf, you get the fangs.",Simple,Cool,White,Light blue,7738.0,arched-window wall,brown honeycomb tile,3957;790;2554;3956;3954;3951;1145;742;870;2561,antique bed;hi-fi stereo;double sofa;antique bureau;antique clock;antique console table;snow globe;fireplace;book stands;floor lamp,wol06,PFvvq6NGpsRgCwg2z
Fauna,https://acnhcdn.com/latest/NpcIcon/der00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDer00.png,https://acnhcdn.com/drivesync/render/houses/der00_109_Fauna.png,Deer,Female,Normal,A,Nature,3/26,dearie,K.K. Stroll,The first step is always the hardest.,Simple,Cute,Beige,White,4409.0,red-brick wall,mint dot flooring,1557;1558;928;3251;2558;1561;4338;1565;9766;3618;915;4445;6078;5543;870,wooden-block bed;wooden-block bookshelf;pot rack;gas range;wooden-block chair;wooden-block chest;portable record player;wooden-block table;mini fridge;cutting board;cuckoo clock;vintage TV tray;tree's bounty lamp;wooden-blockstool;book stands,der00,kB5jGQAqkLnh8LxWy
Felicity,https://acnhcdn.com/latest/NpcIcon/cat17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat17.png,https://acnhcdn.com/drivesync/render/houses/cat17_68_Felicity.png,Cat,Female,Peppy,B,Fashion,3/30,mimimi,K.K. Stroll,Love has no bounds.,Cute,Cute,Yellow,Orange,2677.0,backyard-fence wall,daisy meadow,1829;1829;1631;4038;4003;1627;1626;331;1625;333;1620,cypress plant;cypress plant;garden faucet;log stool;cute music player;iron garden table;iron garden chair;birdbath;iron garden bench;birdhouse;hammock,cat17,ygF99DNm88JRXvKLi
Filbert,https://acnhcdn.com/latest/NpcIcon/squ02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu02.png,https://acnhcdn.com/drivesync/render/houses/squ02_354_Filbert.png,Squirrel,Male,Lazy,A,Nature,6/3,bucko,Stale Cupcakes,Don't go nuts or anything.,Simple,Cute,Blue,White,8194.0,starry-sky wall,blue dot flooring,4761;3122;6829;2605;7133;6827;7133;3584;7253;6826;5543;3438;7134;3623;6827;7258;4003;6827,throwback rocket;mini DIY workbench;crescent-moon chair;wooden simple bed;wooden mini table;starry garland;wooden mini table;writing poster;star clock;nova light;wooden-blockstool;wooden end table;wooden low table;toy box;starry garland;modeling clay;cute music player;starry garland,squ02,ffo6sBoX9fkMB4bem
Flip,https://acnhcdn.com/latest/NpcIcon/mnk06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk06.png,https://acnhcdn.com/drivesync/render/houses/mnk06_247_Flip.png,Monkey,Male,Jock,A,Music,11/21,rerack,K.K. Rally,"See no donut, hear no donut, speak no donut.",Active,Simple,Blue,Yellow,8058.0,cherry-blossom-trees wall,gravel flooring,10743;1185;1802;1234;6831;6831;710;2014;954;3400;4026;10742;3617;667,bamboo speaker;phone box;drink machine;portable toilet;blossom-viewing lantern;blossom-viewing lantern;bamboo bench;lecture-hall desk;espresso maker;dish-drying rack;utility sink;bamboo stool;stall;shaved-ice maker,mnk06,ADkNZkrRxdSrfGFH8
Flo,https://acnhcdn.com/latest/NpcIcon/pgn13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn13.png,https://acnhcdn.com/drivesync/render/houses/pgn13_298_Flo.png,Penguin,Female,Big Sister,A,Music,9/2,cha,Space K.K.,Always keep a straight face.,Cool,Gorgeous,Red,Purple,4446.0,ice wall,ice flooring,7235;4015;3498;3498;4054;1929;4338;8394;3562;998;4279;928;3559;3428,rose bed;shower booth;frozen partition;frozen partition;rattan low table;toilet;portable record player;blue kitchen mat;iron wall rack;kitchen island;frozen-treat set;pot rack;iron wall lamp;wall-mounted TV (50 in.),pgn13,6cB5T5yZtevY6d2jp
Flora,https://acnhcdn.com/latest/NpcIcon/ost09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst09.png,https://acnhcdn.com/drivesync/render/houses/ost09_276_Flora.png,Ostrich,Female,Peppy,A,Play,2/9,pinky,K.K. Condor,Pink is the new black.,Cute,Active,Colorful,Pink,2686.0,meadow vista,oasis flooring,5972;335;336;335;336;1434;4042;3697;1429,wild log bench;Mr.Flamingo;Mrs. Flamingo;Mr.Flamingo;Mrs. Flamingo;sleeping bag;log bench;portable radio;campfire,ost09,eDX52Zi7H7qifrwYm
Flurry,https://acnhcdn.com/latest/NpcIcon/ham06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHam06.png,https://acnhcdn.com/drivesync/render/houses/ham06_198_Flurry.png,Hamster,Female,Normal,A,Nature,1/30,powderpuff,Hypno K.K.,"Squeak your mind, even if your voice shakes.",Elegant,Cute,Red,Pink,3597.0,beige blossoming wall,arabesque flooring,3681;2561;2560;9766;928;3949;1798;3251;7134;3122;957;4003;2605;1081;1348,piano bench;floor lamp;wooden chest;mini fridge;pot rack;anthurium plant;dinnerware;gas range;wooden low table;mini DIY workbench;ventilation fan;cute music player;wooden simple bed;upright piano;hamster cage,ham06,B4cpBYrewfSK3WN6M
Francine,https://acnhcdn.com/latest/NpcIcon/rbt12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt12.png,https://acnhcdn.com/drivesync/render/houses/rbt12_326_Francine.png,Rabbit,Female,Snooty,B,Fashion,1/22,karat,K.K. Cruisin',You can't have wise folks if you don't have fools too.,Elegant,Gorgeous,Blue,Black,8187.0,cute blue wall,blue dot flooring,4053;4052;4017;4030;3995;4000;3999;4002;2560;4001;6676;4338;1757;3996,rattan armchair;rattan bed;shower set;bathroom towel rack;cute DIY table;cute tea table;cute chair;cute floor lamp;wooden chest;cute vanity;Chrissy's photo;portable record player;claw-foot tub;cute wall-mounted clock,rbt12,eJZX7wDRYqatmKBKr
Frank,https://acnhcdn.com/latest/NpcIcon/pbr06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPbr06.png,https://acnhcdn.com/drivesync/render/houses/pbr06_283_Frank.png,Eagle,Male,Cranky,B,Education,7/30,crushy,K.K. Casbah,Today is the last day of the rest of your life.,Gorgeous,Cool,Brown,Yellow,2401.0,gray shanty wall,boxing-ring mat,4015;1452;7152;4013;833;3560;1232;787;7800,shower booth;weight bench;neutral corner;punching bag;upright locker;iron worktable;water cooler;tape deck;protein shaker bottle,pbr06,8BgXtjz2mfGBrZwCm
Freckles,https://acnhcdn.com/latest/NpcIcon/duk07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk07.png,https://acnhcdn.com/drivesync/render/houses/duk07_2_Freckles.png,Duck,Female,Peppy,B,Fashion,2/19,ducky,Marine Song 2001,Act now before you change your mind!,Simple,Cute,Green,Colorful,8820.0,lattice wall,bamboo flooring,4026;3943;7047;3672;3064;2274;3587;739;3583;3697;7369;3583;3615;724;7369;3699;3583;3583;4118,utility sink;ironwood DIY workbench;zen cushion;cardboard box;cooler box;tuna;fishing-rod stand;tea table;fishing-boat flag;portable radio;tatami mat;fishing-boat flag;open-frame kitchen;kettle;tatami mat;fish print;fishing-boat flag;fishing-boat flag;magnetic knife rack,duk07,AcYKxih6FpRRyZDs4
Freya,https://acnhcdn.com/latest/NpcIcon/wol05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol05.png,https://acnhcdn.com/drivesync/render/houses/wol05_382_Freya.png,Wolf,Female,Snooty,B,Fashion,12/14,uff da,Lucky K.K.,Don't stray too far from the pack.,Elegant,Cool,Green,Blue,4566.0,heavy-curtain wall,rose flooring,3957;3955;3950;3950;1058;4028;3958;2772;3952;742;794;4230;1652,antique bed;antique vanity;antique chair;antique chair;music stand;retro radiator;antique mini table;fancy violin;antique table;fireplace;phonograph;glass holder with candle;matryoshka,wol05,qyoMuqvPA4Wqp3Ybn
Friga,https://acnhcdn.com/latest/NpcIcon/pgn04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn04.png,https://acnhcdn.com/drivesync/render/houses/pgn04_291_Friga.png,Penguin,Female,Snooty,B,Fashion,10/16,brrrmph,Farewell,You can't learn a life lesson from a fortune cookie.,Elegant,Gorgeous,Pink,Black,8509.0,white subway-tile wall,stone tile,4052;4049;4047;4053;4048;2776;4051;3683;3498;1757;4045;4046;4054;4050;929;4030;4017;4003,rattan bed;rattan wardrobe;rattan stool;rattan armchair;rattan towel basket;tankless toilet;rattan vanity;plain sink;frozen partition;claw-foot tub;rattan waste bin;rattan end table;rattan low table;rattan table lamp;air conditioner;bathroom towel rack;shower set;cute music player,pgn04,uk9DGWqzxRT4TEJbm
Frita,https://acnhcdn.com/latest/NpcIcon/shp11.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp11.png,https://acnhcdn.com/drivesync/render/houses/shp11_348_Frita.png,Sheep,Female,Big Sister,A,Music,7/16,oh ewe,K.K. Rockabilly,Don't sweat the small potatoes.,Active,Cute,Yellow,Red,5287.0,pink diner wall,yellow floral flooring,791;1802;971;7392;1866;4143;4142;918;4139;954;3416,jukebox;drink machine;snack machine;candy machine;menu chalkboard;diner neon sign;diner dining table;coffee cup;diner counter table;espresso maker;soft-serve lamp,shp11,79EahCMHHzp3BwH7x
Frobert,https://acnhcdn.com/latest/NpcIcon/flg02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg02.png,https://acnhcdn.com/drivesync/render/houses/flg02_4_Frobert.png,Frog,Male,Jock,B,Fitness,2/8,fribbit,K.K. Ragtime,Always aim high!,Active,Simple,Blue,Colorful,4275.0,green playroom wall,green vinyl flooring,3122;3438;2731;7524;4759;2560;4132;7528;3439;4756;7338;4757;4753;7454,mini DIY workbench;wooden end table;digital alarm clock;simple medium avocado mat;throwback race-car bed;wooden chest;yucca;tool cart;wooden table;throwback wall clock;white message mat;throwback skull radio;throwback wrestling figure;wooden toolbox,flg02,YXidGR87Fi7mov7Po
Fuchsia,https://acnhcdn.com/latest/NpcIcon/der06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDer06.png,https://acnhcdn.com/drivesync/render/houses/der06_114_Fuchsia.png,Deer,Female,Big Sister,A,Music,9/19,precious,K.K. Rock,It takes one to know one.,Cool,Cool,Pink,Pink,4616.0,pink shanty wall,brown floral flooring,2554;4129;3997;3195;3995;3621;4003;849;4002;3428;3996;1644,double sofa;monstera;cute wardrobe;ironwood cart;cute DIY table;loft bed with desk;cute music player;amp;cute floor lamp;wall-mounted TV (50 in.);cute wall-mounted clock;rock guitar,der06,Z98WrodjQxXZAACLA
Gabi,https://acnhcdn.com/latest/NpcIcon/rbt05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt05.png,https://acnhcdn.com/drivesync/render/houses/rbt05_319_Gabi.png,Rabbit,Female,Peppy,B,Fashion,12/16,honeybun,Neapolitan,The more the merrier.,Cute,Gorgeous,Brown,Red,6811.0,beaded-curtain wall,orange retro flooring,928;4017;4030;3971;1757;3439;4003;2740;2776;2713;3683;3270;3618,pot rack;shower set;bathroom towel rack;imperial partition;claw-foot tub;wooden table;cute music player;automatic washer;tankless toilet;refrigerator;plain sink;ironwood kitchenette;cutting board,rbt05,WC97mFMgiZixDfcRZ
Gala,https://acnhcdn.com/latest/NpcIcon/pig13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig13.png,https://acnhcdn.com/drivesync/render/houses/pig13_309_Gala.png,Pig,Female,Normal,B,Education,3/5,snortie,Animal City,Still waters run deep.,Cute,Elegant,Pink,White,6901.0,stately wall,light wood-pattern flooring,2554;7348;5931;3672;1750;3784;742;794;1165;3958;3783;9814;1850;839;839;1744;7453;3065,double sofa;red carpet;jail bars;cardboard box;document stack;den chair;fireplace;phonograph;surveillance camera;antique mini table;den desk;luckygold cat;laptop;safe;safe;wall clock;aluminum briefcase;gold bars,pig13,84NHBxaLCDPy48Xpx
Gaston,https://acnhcdn.com/latest/NpcIcon/rbt04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt04.png,https://acnhcdn.com/drivesync/render/houses/rbt04_318_Gaston.png,Rabbit,Male,Cranky,B,Education,10/28,mon chou,K.K. Song,An ear for an ear makes it hard to hear.,Simple,Gorgeous,Brown,Orange,8489.0,ramshackle wall,ramshackle flooring,4008;717;3229;4393;7161;4038;10742;7160;5970;3697;7345,kettle bathtub;clay furnace;clothesline;old-fashioned washtub;cardboard bed;log stool;bamboo stool;cardboard table;firewood;portable radio;shanty mat,rbt04,5TXosg4PLkG4jZ3AD
Gayle,https://acnhcdn.com/latest/NpcIcon/crd07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCrd07.png,https://acnhcdn.com/drivesync/render/houses/crd07_107_Gayle.png,Alligator,Female,Normal,A,Nature,5/17,snacky,Bubblegum K.K.,An ounce of prevention is worth a pound of cure.,Cute,Cute,Pink,White,3070.0,pink quilt wall,pine-board flooring,3995;3624;3999;4001;3998;2561;7134;3996;1870;4000;4003,cute DIY table;cute bed;cute chair;cute vanity;cute sofa;floor lamp;wooden low table;cute wall-mounted clock;mug;cute tea table;cute music player,crd07,HY5swi9u3np5LyR8Q
Genji,https://acnhcdn.com/latest/NpcIcon/rbt08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt08.png,https://acnhcdn.com/drivesync/render/houses/rbt08_322_Genji.png,Rabbit,Male,Jock,B,Fitness,1/21,mochi,King K.K.,"Fall down seven times, get up eight.",Elegant,Simple,Green,Purple,8201.0,gold-screen wall,mossy-garden flooring,3580;7393;6031;716;710;7282;5976;677;7391;725,bonsai shelf;pond stone;cherry-blossom branches;screen;bamboo bench;hanging scroll;bamboo sphere;deer scare;tatami bed;paper lantern,rbt08,zFPwakzpAr8fmL4FM
Gigi,https://acnhcdn.com/latest/NpcIcon/flg16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg16.png,https://acnhcdn.com/drivesync/render/houses/flg16_172_Gigi.png,Frog,Female,Snooty,B,Fashion,8/11,ribbette,K.K. Swing,Look at the world through rose-colored glasses.,Gorgeous,Elegant,Black,White,4341.0,purple-rose wall,purple desert-tile flooring,7235;3683;998;4080;4015;1227;3951;4048;794;10244;3428,rose bed;plain sink;kitchen island;long bathtub;shower booth;deluxe washer;antique console table;rattan towel basket;phonograph;fragrance sticks;wall-mounted TV (50 in.),flg16,QX93pNfztrLZvLxdC
Gladys,https://acnhcdn.com/latest/NpcIcon/ost01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst01.png,https://acnhcdn.com/drivesync/render/houses/ost01_269_Gladys.png,Ostrich,Female,Normal,B,Education,1/15,stretch,K.K. Folk,Smiles are free.,Elegant,Cute,Green,Pink,8201.0,shoji screen,tatami,4033;7047;7865;7682;1029;725;3230;7048;7681,traditional tea set;zen cushion;elaborate kimono stand;kimono stand;low screen;paper lantern;futon;pile of zen cushions;loom,ost01,ZSLn6jgRc5W4oZA4f
Gloria,https://acnhcdn.com/latest/NpcIcon/duk15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk15.png,https://acnhcdn.com/drivesync/render/houses/duk15_145_Gloria.png,Duck,Female,Snooty,B,Fashion,8/12,quacker,Animal City,Time is money.,Gorgeous,Elegant,Black,Gray,8896.0,café-curtain wall,sidewalk flooring,3509;3509;8031;3816;3816;1092;144;4070,garden bench;garden bench;fountain;streetlamp;streetlamp;popcorn machine;manhole cover;street organ,duk15,7iiegnbmMRDeDaC3t
Goldie,https://acnhcdn.com/latest/NpcIcon/dog00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog00.png,https://acnhcdn.com/drivesync/render/houses/dog00_118_Goldie.png,Dog,Female,Normal,B,Nature,12/27,woof,K.K. Bossa,A little bit of happiness is better than a lot of anguish.,Simple,Cute,Yellow,Orange,2677.0,modern wood wall,light parquet flooring,2554;3681;7334;3122;1558;1561;1557;4069;4119;4003;1565;1081,double sofa;piano bench;ivory small round mat;mini DIY workbench;wooden-block bookshelf;wooden-block chest;wooden-block bed;table lamp;macrame tapestry;cute music player;wooden-block table;upright piano,dog00,RdpZtkYzLeivKyx7Z
Gonzo,https://acnhcdn.com/latest/NpcIcon/kal04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal04.png,https://acnhcdn.com/drivesync/render/houses/kal04_223_Gonzo.png,Koala,Male,Cranky,A,Nature,10/13,mate,Surfin' K.K.,"Brothers are brothers, cheese is cheese.",Simple,Cool,Black,Green,4566.0,cabin wall,wooden-knot flooring,4117;4043;5970;3270;3282;704;4041;9314;4036;4338,wood-burning stove;log round table;firewood;ironwood kitchenette;pop-up toaster;tapestry;log bed;green kilim-style carpet;log decorative shelves;portable record player,kal04,SFkpDu8Bxgot4ShcP
Goose,https://acnhcdn.com/latest/NpcIcon/chn00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlChn00.png,https://acnhcdn.com/drivesync/render/houses/chn00_89_Goose.png,Chicken,Male,Jock,B,Fitness,10/4,buh-kay,K.K. Country,Birds of a feather crow together.,Simple,Active,Blue,White,8206.0,green painted-wood wall,artsy parquet flooring,3439;1913;3122;2605;3251;2713;3438;787;2560;3818;4123,wooden table;wooden chair;mini DIY workbench;wooden simple bed;gas range;refrigerator;wooden end table;tape deck;wooden chest;pennant;mini-cactus set,chn00,5iSyoeFknLsoYManw
Graham,https://acnhcdn.com/latest/NpcIcon/ham02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHam02.png,https://acnhcdn.com/drivesync/render/houses/ham02_195_Graham.png,Hamster,Male,Smug,A,Education,6/20,indeed,Bubblegum K.K.,Knowledge is power.,Simple,Cool,Green,Orange,4615.0,server-room wall,monochromatic tile flooring,793;875;1126;929;1126;4125;1759;7159;7161;7528;10515;7160;2492;10514;1850;3590,high-end stereo;breaker;server;air conditioner;server;wooden bookshelf;stack of books;cardboard sofa;cardboard bed;tool cart;Chrissy's poster;cardboard table;Bubblegum K.K.;Francine's poster;laptop;desktop computer,ham02,D86CPtiT7ssiFexPE
Greta,https://acnhcdn.com/latest/NpcIcon/mus16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus16.png,https://acnhcdn.com/drivesync/render/houses/mus16_262_Greta.png,Mouse,Female,Snooty,A,Education,9/5,yelp,Comrade K.K.,The world is a stage.,Elegant,Simple,Pink,Purple,3536.0,modern shoji-screen wall,common flooring,5970;717;2736;787;3230;4106;7047;722;725;3658;7369;7369;7282;7369;7369,firewood;clay furnace;retro fan;tape deck;futon;pendulum clock;zen cushion;hearth;paper lantern;bamboo basket;tatami mat;tatami mat;hanging scroll;tatami mat;tatami mat,mus16,jKZuhKCACcaqpDCNQ
