Name,Image,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Version Added,Version Unlocked,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,Serial ID,Internal ID,Unique Entry ID
scattered papers,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFloorpapers.png,1.0,document stack,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,100.0,Housewares,4034.0,yellow,2121.0,463.0,inzHEDTLeK6KZoiqa
sci-fi flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorSF00.png,5.0,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Floors,5270.0,silver,2262.0,477.0,HYS6oTgQ85xyP8cuv
sci-fi wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallSF00.png,5.0,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Wallpaper,5510.0,silver,2252.0,292.0,e4h5PiReE4wkz2mvY
Scorpio lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacScorpio.png,3.0,star fragment,2.0,Scorpius fragment,2.0,gold nugget,5.0,stone,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Miscellaneous,5962.0,silver,2307.0,380.0,nJbz3cz3Adu75WTG4
shell arch,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellArch.png,3.0,sea snail,3.0,venus comb,3.0,sand dollar,3.0,coral,3.0,giant clam,3.0,cowrie,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Housewares,3977.0,white,2705.0,175.0,o6M2coQ6bLoDQsWBm
shell bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellBedW.png,5.0,giant clam,3.0,clay,4.0,stone,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Housewares,3983.0,white,2703.0,181.0,PQaCd4ohLujJeKoLQ
shell fountain,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellFountain.png,5.0,giant clam,3.0,stone,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Housewares,3982.0,white,2701.0,180.0,FQcXcbtASXK7kdQ9Q
shell lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellLamp.png,2.0,giant clam,3.0,clay,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Miscellaneous,3984.0,white,2706.0,182.0,27oeQoY4DhhmPaEWS
shell partition,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellScreen.png,4.0,venus comb,4.0,conch,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Housewares,3978.0,white,2704.0,176.0,JnmHHHWXPk99xRkwD
shell rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherShellM00.png,3.0,giant clam,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Rugs,7362.0,white,2770.0,668.0,pJJzEZ9zTJQvgRdLu
shell speaker,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellMusic.png,3.0,conch,2.0,iron nugget,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Miscellaneous,5150.0,white,2707.0,200.0,WdK7LJ8fbgXe9kfBv
shell stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellStoolS.png,5.0,cowrie,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Housewares,3979.0,white,2700.0,177.0,f4wdMHhuARgmQfdnB
shell table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShellTableL.png,7.0,sand dollar,3.0,clay,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Housewares,3980.0,white,2702.0,178.0,RXY6M4BmsWFJNqHAt
shell wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickShell.png,3.0,summer shell,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Summer,1.0.0,1.0.0,0.0,Tools,7586.0,white,2890.0,534.0,ZTaYhxtmS2F575QLd
shell wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathShell.png,1.0,summer shell,1.0,sea snail,1.0,sand dollar,1.0,coral,1.0,giant clam,1.0,cowrie,NFS,200.0,NA,Balloons; Isabelle,Only available during Summer,1.0.0,1.0.0,0.0,Wall-mounted,4376.0,white,2840.0,219.0,k7dondWtbpmYBYHaX
shellfish pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderShell0.png,2.0,giant clam,6.0,summer shell,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Summer,1.0.0,1.0.0,0.0,Equipment,7494.0,white,2880.0,634.0,yArwqRFy5soMedxMk
shovel,https://acnhcdn.com/latest/DIYRecipeIcon/ToolScoop.png,1.0,flimsy shovel,1.0,iron nugget,,,,,,,,,NFS,200.0,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,1.0.0,1.0.0,0.0,Tools,2099.0,beige,104.0,281.0,M3RrgtikixGSNWq24
signpost,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSignpost.png,2.0,hardwood,3.0,softwood,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Housewares,3588.0,brown,439.0,213.0,Z6H8xP4vNMznirGDX
silo,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSilo.png,12.0,iron nugget,6.0,hardwood,12.0,clay,12.0,stone,,,,,NFS,200.0,3000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,7247.0,brick,708.0,598.0,6czwDvwNcJ6aLqsPm
simple DIY workbench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWorkbenchStump.png,5.0,hardwood,1.0,iron nugget,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Housewares,7142.0,brown,300.0,494.0,BBHuZzdLe6H7GEw2R
simple mum crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentMum3.png,6.0,green mums,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Equipment,5119.0,green,3605.0,260.0,Pib8R6Z4czejLxJK3
simple well,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWell.png,15.0,stone,1.0,flimsy shovel,,,,,,,,,NFS,200.0,2000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,2754.0,light gray,811.0,36.0,bFSWqMEdNJZBRALME
simple wooden fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceNatural.png,6.0,softwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,11711.0,brown,588.0,656.0,ZGyfJBiFPk58dPFfn
ski-slope flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorGelande00.png,8.0,snowflake,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Winter,1.0.0,1.0.0,0.0,Floors,4989.0,blue,3360.0,483.0,obRJkb8TbaWbaBxAt
ski-slope wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallGelande00.png,8.0,snowflake,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Winter,1.0.0,1.0.0,0.0,Wallpaper,5498.0,blue,3350.0,295.0,GpPrFGQc3wjpPYh2C
sky-egg outfit,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceRibNEggsky0.png,3.0,sky egg,,,,,,,,,,,NFS,200.0,NA,Collecting sky eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12453.0,yellow,3773.0,686.0,weRPdpf2rNKk5M6To
sky-egg shell,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatEggsky0.png,2.0,sky egg,,,,,,,,,,,NFS,200.0,NA,Collecting sky eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12443.0,yellow,3772.0,685.0,dvaSzuxBdqGoQsQtn
sky-egg shoes,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesLowcutEggsky0.png,2.0,sky egg,,,,,,,,,,,NFS,200.0,NA,Collecting sky eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12459.0,yellow,3774.0,687.0,EHXPk3QeW6EZy7pF9
sleigh,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSled.png,8.0,wood,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,7281.0,brown,442.0,580.0,vQCpvpCFNYENPhuKK
slingshot,https://acnhcdn.com/latest/DIYRecipeIcon/ToolSlingshot.png,5.0,hardwood,,,,,,,,,,,300.0,200.0,NA,Nook's Cranny,,1.0.0,1.0.0,0.0,Tools,2822.0,beige,111.0,29.0,Bbew7NAtvtH9wLJrD
small cardboard boxes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMovingboxS.png,2.0,cardboard box,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Housewares,3410.0,yellow,2134.0,609.0,5dYMgBRhSgGpHNRcW
snazzy pansy wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathPansyMix.png,3.0,orange pansies,3.0,blue pansies,3.0,yellow pansies,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,100.0,Wall-mounted,5748.0,green,3558.0,451.0,vyxRpZbkGm3iZo9FG
snowflake pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderSnow0.png,6.0,snowflake,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Winter,1.0.0,1.0.0,0.0,Equipment,7493.0,blue,3380.0,633.0,8b7zapAg4LJDda6Tk
snowflake wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallSnowCrystal00.png,12.0,snowflake,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Winter,1.0.0,1.0.0,0.0,Wallpaper,4855.0,blue,3352.0,323.0,m8fufjb9uRvsqguGC
snowflake wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathIce.png,4.0,snowflake,,,,,,,,,,,NFS,200.0,NA,Balloons; Isabelle,Only available during Winter,1.0.0,1.0.0,0.0,Wall-mounted,4375.0,blue,3340.0,222.0,syeDkgGnge76zBJ5y
snowperson head,https://acnhcdn.com/latest/DIYRecipeIcon/CapCostumeSnowball0.png,1.0,large snowflake,5.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Equipment,8609.0,blue,3280.0,637.0,6TuttvHpXz8cBQAqa
space shuttle,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShuttle.png,5.0,star fragment,10.0,iron nugget,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,1444.0,silver,2223.0,381.0,rh4nYL67r9Cy33pxj
spiky fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceSharply.png,8.0,hardwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,4358.0,brown,584.0,553.0,KwQDAafZxyPRLtYFn
stack of books,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBooks.png,5.0,book,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Miscellaneous,1759.0,yellow,2100.0,196.0,wRs5mmgErDd3guzAD
stacked magazines,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMagagine.png,6.0,magazine,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,100.0,Miscellaneous,1861.0,yellow,2111.0,197.0,3gMLM9p6vJS37zTZe
stacked-wood wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallFireWood00.png,15.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Wallpaper,4844.0,brown,528.0,314.0,NNmn5yJHFnwDWkcRN
stall,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFloat.png,12.0,wood,,,,,,,,,,,NFS,200.0,2000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,3617.0,brown,438.0,596.0,Et4TyaGdqojFhBPej
standard umbrella stand,https://acnhcdn.com/latest/DIYRecipeIcon/FtrUmbrellastand.png,3.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,3445.0,dark gray,907.0,169.0,vXFQZrMwx56imYidt
star clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStarClock.png,3.0,star fragment,1.0,iron nugget,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Miscellaneous,7253.0,silver,2230.0,514.0,2svknEfP5LbMe6Qur
star head,https://acnhcdn.com/latest/DIYRecipeIcon/CapCostumeStar0.png,5.0,star fragment,,,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Equipment,9862.0,silver,2280.0,628.0,ruy96poyPqtxc5K4Y
star pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderStar0.png,6.0,star fragment,,,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Equipment,7489.0,silver,2281.0,627.0,4fJpnNtzwpyCgJcNg
star wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolChangeStick.png,1.0,large star fragment,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,2544.0,silver,2291.0,523.0,yv5a3yQPS9tmBjhaP
starry garland,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStarDecorationWall.png,10.0,star fragment,,,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Wall-mounted,6827.0,silver,2231.0,430.0,9LShEjECc39Sdyxzt
starry wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallStarPrint00.png,5.0,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Wallpaper,5528.0,silver,2251.0,286.0,dZ74auFDK9GYNkEnK
starry-sands flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorSandStar00.png,3.0,summer shell,1.0,sandy-beach flooring,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Summer,1.0.0,1.0.0,0.0,Floors,7239.0,white,2861.0,667.0,eR5A2YsGKuygX85s2
starry-sky wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallStarSky00.png,5.0,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Wallpaper,5500.0,silver,2250.0,294.0,k4Fuy56j7X2gnPbhq
steamer-basket set,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBasketsteamer.png,6.0,young spring bamboo,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Spring,1.0.0,1.0.0,0.0,Miscellaneous,3344.0,green,2503.0,382.0,Z7Bb4ApKb6B8pNne2
steel flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorSteel00.png,7.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Floors,4960.0,dark gray,960.0,489.0,9ey59kSpvYXFaFzLz
steel-frame wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallSteel00.png,8.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Wallpaper,4801.0,dark gray,950.0,325.0,zStKcz96GL8oDdLW9
stone arch,https://acnhcdn.com/latest/DIYRecipeIcon/FtrRockArch.png,90.0,stone,,,,,,,,,,,NFS,200.0,2000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,11941.0,light gray,809.0,652.0,6nZpvNEdHwxMgNtYC
stone axe,https://acnhcdn.com/latest/DIYRecipeIcon/ToolAxeStoneNormal.png,1.0,flimsy axe,3.0,wood,,,,,,,,,NFS,200.0,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,1.0.0,1.0.0,0.0,Tools,5856.0,beige,101.0,285.0,RYD96qHETZn2ex3EP
stone fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceStone.png,4.0,stone,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,5212.0,light gray,890.0,266.0,SeyEuJLjP22oEeN2x
stone lion-dog,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSekishishi.png,24.0,stone,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,100.0,Housewares,7795.0,light gray,816.0,570.0,qLZ2ZtquCBHWMF9Ke
stone stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStoneChair.png,3.0,stone,,,,,,,,,,,NFS,200.0,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,1.0.0,1.0.0,0.0,Housewares,3398.0,light gray,800.0,104.0,zAdsd8FZE7z3BzvJz
stone table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStoneTable.png,8.0,stone,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Lazy villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,3397.0,light gray,801.0,105.0,4ieu6E9Qf95NaSJGc
stone tablet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrRockMonument.png,12.0,stone,,,,,,,,,,,NFS,200.0,800.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,11943.0,light gray,817.0,651.0,DoFhuq2qKsiTHz6T6
stone wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallBasement00.png,10.0,stone,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Wallpaper,5216.0,light gray,850.0,318.0,jkx7FkcrQdSWPqno2
stone-egg outfit,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceRibNEggrock0.png,3.0,stone egg,,,,,,,,,,,NFS,200.0,NA,Collecting stone eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12450.0,yellow,3764.0,677.0,xrQW5CeTyHda2fcut
stone-egg shell,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatEggrock0.png,2.0,stone egg,,,,,,,,,,,NFS,200.0,NA,Collecting stone eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12440.0,yellow,3763.0,676.0,bC74Ws22wnGThm6Mh
stone-egg shoes,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesLowcutEggrock0.png,2.0,stone egg,,,,,,,,,,,NFS,200.0,NA,Collecting stone eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12456.0,yellow,3765.0,678.0,qjuG3PA8rJWbnu5Qp
straw fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceDriedStraw.png,10.0,clump of weeds,3.0,wood,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,4356.0,green,1290.0,552.0,WpBzuYymcgmxSCn2m
straw umbrella hat,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatSandogasa0.png,10.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Equipment,7254.0,green,1283.0,606.0,ADu83C55zHi4DfoFp
street piano,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPianoStreet.png,1.0,upright piano,1.0,painting set,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,100.0,Housewares,11942.0,yellow,2161.0,654.0,fXE4EShKRk3pRX58g
succulent plant,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPlantSucculents.png,10.0,clump of weeds,1.0,empty can,,,,,,,,,NFS,200.0,NA,Fishing,Fish up 1 empty can,1.0.0,1.0.0,0.0,Miscellaneous,132.0,green,1201.0,190.0,YyxnntEPTDukJaRfY
swinging bench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSwingWood.png,5.0,wood,7.0,softwood,,,,,,,,,NFS,200.0,NA,Test Your DIY Skills; Tom Nook,Purchase Test Your DIY Skills from Nook's Cranny; 50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,1170.0,brown,377.0,59.0,8PYT8EbpS8exL2Px8
tabletop festive tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrTreeXmasMini.png,5.0,gold ornament,3.0,tree branch,2.0,clay,,,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Miscellaneous,4067.0,white,3402.0,388.0,kNa25SiznwzDANzYb
tall garden rock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenrockTall.png,60.0,stone,,,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Housewares,730.0,light gray,808.0,49.0,MqsHscjkCtGhwnPXc
tall lantern,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStonelantern.png,18.0,stone,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,100.0,Housewares,676.0,light gray,818.0,653.0,5LkbaD7PpwzSvzERR
Taurus bathtub,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacTaurus.png,3.0,star fragment,2.0,Taurus fragment,1.0,gold nugget,8.0,stone,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,5961.0,silver,2301.0,384.0,tCQiMeCmYy7QeEP2K
tea table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDiningtableJapan.png,12.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,739.0,brown,400.0,33.0,k7Auf6dj296Eyu2QP
terrarium,https://acnhcdn.com/latest/DIYRecipeIcon/FtrTerrarium.png,12.0,clump of weeds,2.0,iron nugget,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Miscellaneous,3773.0,green,1202.0,391.0,d7WN5879xto3Q7egY
three-tiered snowperson,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSnowman.png,1.0,large snowflake,6.0,snowflake,2.0,tree branch,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,5337.0,blue,3210.0,364.0,XhwGfK9fy9iaq8qwt
tiki torch,https://acnhcdn.com/latest/DIYRecipeIcon/FtrTorch.png,5.0,tree branch,5.0,wood,,,,,,,,,NFS,200.0,NA,Tom Nook; Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,343.0,brown,202.0,103.0,cLXnJ7cnYZc8Pbh2T
timber doorplate,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentLog.png,2.0,wood,1.0,pink roses,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,50.0,Wall-mounted,5718.0,brown,502.0,465.0,bk8JqAgdSKtw6EdC8
tiny library,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMicrolibrary.png,3.0,book,5.0,wood,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Housewares,5635.0,yellow,2101.0,278.0,rMWDf7X5P5jp8TnjK
tire stack,https://acnhcdn.com/latest/DIYRecipeIcon/FtrTyres.png,3.0,old tire,,,,,,,,,,,NFS,200.0,NA,Fishing,Fish up 3 old tires,1.0.0,1.0.0,0.0,Housewares,1189.0,dark gray,602.0,60.0,tNsxG387ihB4YLsx6
tire toy,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPlayingtire.png,1.0,old tire,,,,,,,,,,,NFS,200.0,NA,Fishing,Fish up 1 old tire,1.0.0,1.0.0,0.0,Housewares,2329.0,dark gray,601.0,78.0,2bNpWkbwsHyXGCGb5
traditional balancing toy,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBalancingtoy.png,4.0,acorn,2.0,hardwood,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Fall,1.0.0,1.0.0,0.0,Miscellaneous,5975.0,brown,2905.0,411.0,8jd6NZ7MD7hJjAgbw
traditional straw coat,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexTopCoatLStrawBeige.png,8.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Equipment,5291.0,green,1285.0,604.0,ofx4zP9Qj2tovbm3G
trash bags,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGarbagebag.png,1.0,empty can,1.0,boot,1.0,old tire,,,,,,,NFS,200.0,NA,Fishing,Fish up 15 trash,1.0.0,1.0.0,0.0,Miscellaneous,1823.0,dark gray,603.0,66.0,yofDbWxuR2q36otG4
tree branch wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathBranch.png,10.0,tree branch,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,50.0,Wall-mounted,4727.0,brown,240.0,225.0,JnbW5panqjR2iWknX
tree standee,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHariboteTree.png,5.0,wood,8.0,softwood,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Housewares,533.0,brown,381.0,585.0,QnPjCxDRTXoQDHYqZ
tree-branch wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickTree.png,5.0,tree branch,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,7587.0,brown,290.0,535.0,8WNAJXXX3Dn4Ggv5T
tree's bounty arch,https://acnhcdn.com/latest/DIYRecipeIcon/FtrNutArch.png,4.0,pine cone,5.0,acorn,5.0,maple leaf,15.0,tree branch,,,,,NFS,200.0,NA,Balloons,Only available during Maple Leaf Season,1.0.0,1.0.0,0.0,Housewares,6081.0,brown,2909.0,423.0,WQSMn7PgNkGiLjJaT
tree's bounty big tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrNutTreeL.png,5.0,pine cone,4.0,acorn,4.0,maple leaf,8.0,tree branch,4.0,clay,,,NFS,200.0,NA,Balloons,Only available during Maple Leaf Season,1.0.0,1.0.0,0.0,Housewares,6080.0,brown,2908.0,417.0,WruuvjyZLeuYLkpca
tree's bounty lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrNutLamp.png,6.0,acorn,4.0,clay,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Fall,1.0.0,1.0.0,0.0,Miscellaneous,6078.0,brown,2906.0,415.0,fSYJ4F4BMefmKNXLT
tree's bounty little tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrNutTreeS.png,6.0,pine cone,4.0,acorn,1.0,hardwood,,,,,,,NFS,200.0,NA,Balloons; Isabelle,Only available during Fall,1.0.0,1.0.0,0.0,Miscellaneous,6079.0,brown,2907.0,416.0,RgkwpSJpTC2nEc6vB
tree's bounty mobile,https://acnhcdn.com/latest/DIYRecipeIcon/FtrNutMobile.png,2.0,pine cone,3.0,acorn,3.0,tree branch,,,,,,,NFS,200.0,NA,Balloons,Only available during Fall,1.0.0,1.0.0,0.0,Wall-mounted,6075.0,brown,2930.0,414.0,F6WehkKZG7sSwRLBo
