Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
explorer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfExplorer0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfExplorer0.png,Camel,No,1040.0,260.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,outdoorsy; work,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfExplorer0,1092.0,9841.0,TauZEXz8mGuXTcxy3
faux-fur skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur2.png,Red,No,1440.0,360.0,51.0,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday; fairy tale; party,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFur2,730.0,8795.0,sB4fadAttyksKamG4
faux-fur skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur1.png,Pink,No,1440.0,360.0,51.0,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday; fairy tale; party,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFur1,730.0,8794.0,DE6yhBPSroP6SSYXT
faux-fur skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur0.png,Light blue,No,1440.0,360.0,51.0,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday; fairy tale; party,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFur0,730.0,5415.0,xC4BjxNbbBaDnSKPY
faux-fur skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur3.png,Purple,No,1440.0,360.0,51.0,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday; fairy tale; party,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFur3,730.0,8796.0,kMTt78m6kS9jSX6yD
faux-fur skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFur4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFur4.png,Yellow,No,1440.0,360.0,51.0,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday; fairy tale; party,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFur4,730.0,8797.0,nFYDGbYaJ8pX935Pa
faux-shearling skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton4.png,Gray,No,1560.0,390.0,51.0,Gray,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxMouton4,843.0,11338.0,QW95DS3pd7MD8WjWr
faux-shearling skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton3.png,Black,No,1560.0,390.0,51.0,Black,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxMouton3,843.0,11337.0,aCDhfD5BfTYLG3qXu
faux-shearling skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton1.png,Pink,No,1560.0,390.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxMouton1,843.0,11335.0,8GMFDPcrFsX3ymhzB
faux-shearling skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton2.png,Green,No,1560.0,390.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxMouton2,843.0,11336.0,2pb7ShdzGnCQPBiNW
faux-shearling skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxMouton0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxMouton0.png,Beige,No,1560.0,390.0,51.0,Beige,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxMouton0,843.0,5704.0,tbkDAFjHkzEi6we7W
flare skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare1.png,Black,No,1140.0,285.0,51.0,Black,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; comfy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFlare1,480.0,8790.0,yzAzKqfeZNyMgHpXA
flare skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare0.png,Red,No,1140.0,285.0,51.0,Red,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFlare0,480.0,4614.0,aRBpzu6mqFcYYd5uP
flare skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare2.png,Pink,No,1140.0,285.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFlare2,480.0,8791.0,Z2cE6GSDY33GgqM85
flare skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare3.png,Mint,No,1140.0,285.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFlare3,480.0,8792.0,EvfJFFcK8joNcCb2Q
flare skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineFlare4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineFlare4.png,Light blue,No,1140.0,285.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineFlare4,480.0,8793.0,B36kirhtF9EWoiBrr
flashy slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy0.png,White,No,1300.0,325.0,51.0,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,formal; party; theatrical,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacksgaudy0,161.0,3408.0,5jce5PN9sChgYiXyw
flashy slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy1.png,Black,No,1300.0,325.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,formal; party; theatrical,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacksgaudy1,161.0,11354.0,QaLiuAsBfGP7ZtYhj
flashy slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy3.png,Berry red,No,1300.0,325.0,51.0,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,formal; party; theatrical,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacksgaudy3,161.0,11356.0,mcWW6kW87v3hcrNJ9
flashy slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy5.png,Yellow,No,1300.0,325.0,51.0,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,formal; party; theatrical,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacksgaudy5,161.0,11358.0,DrJANPn82YoBTnNHM
flashy slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy4.png,Aquamarine,No,1300.0,325.0,51.0,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,formal; party; theatrical,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacksgaudy4,161.0,11357.0,qGu8Qna2nTnNpm4SK
flashy slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacksgaudy2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacksgaudy2.png,Purple,No,1300.0,325.0,51.0,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,formal; party; theatrical,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacksgaudy2,161.0,11355.0,xu4DZY2htaXCGNDwu
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace7.png,Black,No,1320.0,330.0,51.0,Black,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace7,478.0,11655.0,HCxGmyoHRzEp9ZeBi
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace3.png,Ruby red,No,1320.0,330.0,51.0,Red,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace3,478.0,11651.0,cyedaR7oqKZDDJBGo
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace1.png,Pink,No,1320.0,330.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace1,478.0,11649.0,9SN8GjYjQ9HnnQocy
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace4.png,Orange,No,1320.0,330.0,51.0,Orange,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace4,478.0,11652.0,8oa3cezyGixJNiEqu
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace5.png,Green,No,1320.0,330.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace5,478.0,11653.0,xze362wgyGn26qr5p
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace0.png,Light blue,No,1320.0,330.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,6.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace0,478.0,4612.0,ykmHyQELAhqGimL2b
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace2.png,Blue,No,1320.0,330.0,51.0,Blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,7.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace2,478.0,11650.0,fPevGvERgug8XMjAo
floral lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLace6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLace6.png,Purple,No,1320.0,330.0,51.0,Purple,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; formal; party; vacation,8.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxLace6,478.0,11654.0,nGeDMCqd44re2bgPn
floral skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongFlower2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongFlower2.png,Pink,No,1100.0,275.0,51.0,Pink,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongFlower2,908.0,8756.0,d6ACYF3PCoekDK6Y2
floral skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongFlower1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongFlower1.png,Yellow,No,1100.0,275.0,51.0,Yellow,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,everyday; fairy tale; comfy; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongFlower1,908.0,8755.0,hjXuE9nJSJqpiKpGZ
floral skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongFlower0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongFlower0.png,Light blue,No,1100.0,275.0,51.0,Light blue,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; fairy tale; comfy; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongFlower0,908.0,5925.0,uvcRyALs8z7DoxquB
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball1.png,White,No,980.0,245.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball1,1095.0,12059.0,uvft6mzMCCXgEG8qq
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball7.png,Black,No,980.0,245.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball7,1095.0,12065.0,SYWWn8sDx8HYcWq7g
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball3.png,Berry red,No,980.0,245.0,51.0,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball3,1095.0,12061.0,7C2Drte5pnG4HWur3
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball6.png,Red,No,980.0,245.0,51.0,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball6,1095.0,12064.0,2medp8KJqhz6Hw5mY
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball2.png,Yellow,No,980.0,245.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball2,1095.0,12060.0,eDDRfF8i5HCRheX2c
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball0.png,Green,No,980.0,245.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball0,1095.0,9844.0,i46kykKLdRQfv3fYD
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball5.png,Turquoise,No,980.0,245.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball5,1095.0,12063.0,fZAgtpoSTH3WdpbL3
football pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalAmericanfootball4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalAmericanfootball4.png,Blue,No,980.0,245.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,8.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalAmericanfootball4,1095.0,12062.0,5QFQRHGHvKfrGBR9P
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal0.png,White,No,840.0,210.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,everyday; formal; outdoorsy; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal0,334.0,4372.0,sSaK6D3uiSjFGcAj7
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal2.png,Pink,No,840.0,210.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; outdoorsy; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal2,334.0,9093.0,4uFHmdDXq48yrb9C6
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal4.png,Yellow,No,840.0,210.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; outdoorsy; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal4,334.0,9095.0,xWcqCJyKrQXjWMP9J
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal6.png,Lime,No,840.0,210.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; outdoorsy; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal6,334.0,9097.0,fCpCZoJQqTBfYLuCJ
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal3.png,Light blue,No,840.0,210.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; outdoorsy; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal3,334.0,9094.0,CTYcXMeRYW8vhCWCX
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal1.png,Navy blue,No,840.0,210.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; outdoorsy; vacation,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal1,334.0,9092.0,BpHfoBBwXQ9sLTnX3
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal5.png,Purple,No,840.0,210.0,51.0,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; outdoorsy; vacation,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal5,334.0,9096.0,B9jyFZD7bCa4wbctA
formal shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfFormal7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfFormal7.png,Beige,No,840.0,210.0,51.0,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; outdoorsy; vacation,8.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfFormal7,334.0,9098.0,FzZ65NjiwFekCsaBZ
frilly pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideFrilled2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideFrilled2.png,Pink,No,1200.0,300.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideFrilled2,331.0,9275.0,GtwnvbEyK2jaZJGAS
frilly pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideFrilled4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideFrilled4.png,Orange,No,1200.0,300.0,51.0,Orange,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideFrilled4,331.0,9277.0,iPsftEvdnvDJsxNHG
frilly pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideFrilled0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideFrilled0.png,Yellow,No,1200.0,300.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideFrilled0,331.0,4369.0,jjeTpSRC3v7tGa9Ee
frilly pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideFrilled1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideFrilled1.png,Mint,No,1200.0,300.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideFrilled1,331.0,9274.0,4af3KswsDdeZe4dRY
frilly pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideFrilled3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideFrilled3.png,Blue,No,1200.0,300.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideFrilled3,331.0,9276.0,Yop2kKQ7gCv8sqtdB
