Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban3.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban3.png,Green,No,1400.0,350.0,51.0,Green,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,comfy,2.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigTurban3,1009.0,11896.0,j5Rqh4hpw7udSzMkx
headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban1.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban1.png,Blue,No,1400.0,350.0,51.0,Blue,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,comfy,3.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigTurban1,1009.0,11894.0,mPfXwKGa6z727jCWn
headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban2.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban2.png,Purple,No,1400.0,350.0,51.0,Purple,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,comfy,4.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigTurban2,1009.0,11895.0,pMiCACYSmotv2pnjM
headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear0.png,Red,No,910.0,227.0,51.0,Red,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,1.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeHeadgear0,825.0,5687.0,jmnTEJgWu8kHL6CcQ
headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear2.png,Green,No,910.0,227.0,51.0,Green,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,2.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeHeadgear2,825.0,11612.0,EjbvXi9Trp5gZiWBp
headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear1.png,Blue,No,910.0,227.0,51.0,Blue,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,3.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeHeadgear1,825.0,11611.0,zP46qRtShEG5TzNzz
headkerchief,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceHokkamuriGreen.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceHokkamuriGreen.png,NA,No,490.0,122.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,goth; outdoorsy,1.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceHokkamuriGreen,674.0,5322.0,K59p7jjXDCpeYStyh
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin4.png,Black,No,700.0,175.0,51.0,Black,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,1.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHearthairpin4,1106.0,12168.0,qoHkG5w57FHejH7sW
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin1.png,Red,No,700.0,175.0,51.0,Red,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,2.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHearthairpin1,1106.0,12165.0,nsf444hSHhw4cqT9H
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin0.png,Pink,No,700.0,175.0,51.0,Pink,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cute,everyday; fairy tale,3.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHearthairpin0,1106.0,9855.0,FoQyDjHid692cLQsr
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin2.png,Green,No,700.0,175.0,51.0,Green,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,4.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHearthairpin2,1106.0,12166.0,qH6kogG5qtph3XpyQ
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin3.png,Blue,No,700.0,175.0,51.0,Blue,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,5.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHearthairpin3,1106.0,12167.0,BWs2TWo5MnAHfR9Qk
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet6.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet6.png,Black,No,1100.0,275.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,1.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet6,742.0,10235.0,oNKeKYrhc57TYvMSQ
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet4.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet4.png,Red,No,1100.0,275.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,2.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet4,742.0,10233.0,M7hddkFgC8kGhWmS8
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet0.png,Pink,No,1100.0,275.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,3.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet0,742.0,5435.0,GTB58K7ExPYkAxPYj
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet7.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet7.png,Yellow,No,1100.0,275.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,4.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet7,742.0,10236.0,yhhDptKbgXLEAjvsm
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet1.png,Green,No,1100.0,275.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,5.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet1,742.0,10230.0,KvThemab48jjKvtnD
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet5.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet5.png,Light blue,No,1100.0,275.0,51.0,Light blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,6.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet5,742.0,10234.0,DExMtuaqW7nmbKpfy
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet3.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet3.png,Blue,No,1100.0,275.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,7.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet3,742.0,10232.0,hZsMf2hdM5F4t9GwN
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet2.png,Purple,No,1100.0,275.0,51.0,Purple,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,8.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeGogglehelmet2,742.0,10231.0,jms7b32h94CH8XZg7
hibiscus hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHibiscus2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHibiscus2.png,White,No,560.0,140.0,51.0,White,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Elegant,fairy tale; vacation,1.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHibiscus2,1045.0,10849.0,79RboM5aoWXKBrJS9
hibiscus hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHibiscus0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHibiscus0.png,Red,No,560.0,140.0,51.0,Red,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,fairy tale; vacation,2.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHibiscus0,1045.0,8614.0,eCSHrbwdZvKvfuYA7
hibiscus hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHibiscus3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHibiscus3.png,Pink,No,560.0,140.0,51.0,Pink,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Elegant,fairy tale; vacation,3.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHibiscus3,1045.0,10850.0,WMsj6WkZyxhMKddte
hibiscus hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHibiscus1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHibiscus1.png,Yellow,No,560.0,140.0,51.0,Yellow,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,fairy tale; vacation,4.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLHibiscus1,1045.0,10848.0,qqegoEzGt7MfWh4sW
hockey mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthHockeyWhite.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthHockeyWhite.png,NA,No,1440.0,360.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,goth; sporty; work,1.0,HeadFace,No,For sale,1.0.0,1.0.0,AccessoryGlassmouthHockeyWhite,923.0,6041.0,NDgayuyJk7tRysSQr
hot-dog hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsSausage.png,https://acnhcdn.com/latest/FtrIcon/CapBangsSausage.png,NA,No,560.0,140.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,party; theatrical,1.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsSausage,712.0,5369.0,w2djDRA9FiE4WD6pX
hyacinth crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentHyacinth1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentHyacinth1.png,NA,Yes,NFS,640.0,103.0,Red,Yellow,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,1.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentHyacinth1,552.0,5096.0,AupxHTZM4fc5HJBRu
imitation cow skull,https://acnhcdn.com/latest/ClosetIcon/CapHatCowWhite.png,https://acnhcdn.com/latest/FtrIcon/CapHatCowWhite.png,NA,No,1120.0,280.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,goth; theatrical,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCowWhite,751.0,5447.0,vWz6PnRkqiMa2KJkv
imp hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeDevil0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeDevil0.png,Black,No,1760.0,440.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; goth; theatrical,1.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeDevil0,758.0,5464.0,f7MYQ3k8qYWwTtrcr
imp hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeDevil1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeDevil1.png,Red,No,1760.0,440.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; goth; theatrical,2.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeDevil1,758.0,11707.0,RWdscwMxzzK7X6Sue
jester's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatClown1.png,https://acnhcdn.com/latest/FtrIcon/CapHatClown1.png,Black & white,No,1900.0,475.0,51.0,Black,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; goth; party; theatrical; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatClown1,701.0,11860.0,ugMtz99HpaJBEppZS
jester's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatClown2.png,https://acnhcdn.com/latest/FtrIcon/CapHatClown2.png,Red & blue,No,1900.0,475.0,51.0,Red,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; goth; party; theatrical; work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatClown2,701.0,11861.0,Th7opeed6gy9YnjG8
jester's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatClown3.png,https://acnhcdn.com/latest/FtrIcon/CapHatClown3.png,Green & red,No,1900.0,475.0,51.0,Green,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; goth; party; theatrical; work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatClown3,701.0,11862.0,TpcZ2N8qWJhNcPaj3
jester's cap,https://acnhcdn.com/latest/ClosetIcon/CapHatClown0.png,https://acnhcdn.com/latest/FtrIcon/CapHatClown0.png,Purple & yellow,No,1900.0,475.0,51.0,Purple,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; goth; party; theatrical; work,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatClown0,701.0,5385.0,uzMtDwv5WzzBbLXK2
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey7.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey7.png,White,No,1120.0,280.0,51.0,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey7,710.0,11627.0,6MbsXdjSnfoQzc39M
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey6.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey6.png,Black,No,1120.0,280.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey6,710.0,11626.0,AmHMPAJ2qJotdbuiA
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey5.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey5.png,Red,No,1120.0,280.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey5,710.0,11625.0,6HEnKgG2N9jQoDN5H
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey0.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey0.png,Pink,No,1120.0,280.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey0,710.0,5367.0,kcuBkLhA6Ju8cK7hm
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey1.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey1.png,Orange,No,1120.0,280.0,51.0,Orange,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey1,710.0,11621.0,XuwsforNTPsop2YTa
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey3.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey3.png,Yellow,No,1120.0,280.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey3,710.0,11623.0,qGcN4thDwgwHxSxGP
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey2.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey2.png,Green,No,1120.0,280.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey2,710.0,11622.0,SPkZaA6vtp9GyksEx
jockey's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatJockey4.png,https://acnhcdn.com/latest/FtrIcon/CapHatJockey4.png,Blue,No,1120.0,280.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatJockey4,710.0,11624.0,4vqFYJqsEBAjCfdQQ
kaffiyeh,https://acnhcdn.com/latest/ClosetIcon/CapHelmetKandula0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetKandula0.png,White,No,NFS,800.0,451.0,White,Black,1x1,NA,Gulliver,,All Year,No,Elegant,everyday; formal,1.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetKandula0,933.0,6052.0,BEAno4ew9FkKMfWwk
kaffiyeh,https://acnhcdn.com/latest/ClosetIcon/CapHelmetKandula2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetKandula2.png,Black,No,NFS,800.0,451.0,Gray,Black,1x1,NA,Gulliver,,All Year,No,Elegant,everyday; formal,2.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetKandula2,933.0,9748.0,CLcMcBfgd6QoEYYCi
kaffiyeh,https://acnhcdn.com/latest/ClosetIcon/CapHelmetKandula1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetKandula1.png,Red,No,NFS,800.0,451.0,Red,Black,1x1,NA,Gulliver,,All Year,No,Elegant,everyday; formal,3.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetKandula1,933.0,9747.0,eT6PXofnHskXrh9Ld
kappa cap,https://acnhcdn.com/latest/ClosetIcon/CapCostumeKappa0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeKappa0.png,Green,No,980.0,245.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,1.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeKappa0,683.0,5331.0,zo2gb6sjpYjpkd6W8
kappa cap,https://acnhcdn.com/latest/ClosetIcon/CapCostumeKappa1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeKappa1.png,Pink,No,980.0,245.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,2.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeKappa1,683.0,11696.0,FfTJH6jJ3QwpY8ZsX
kiwi hat,https://acnhcdn.com/latest/ClosetIcon/CapHatKiwi.png,https://acnhcdn.com/latest/FtrIcon/CapHatKiwi.png,NA,No,770.0,192.0,51.0,Brown,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKiwi,638.0,5276.0,vvPendWMdGWCSNvNw
knight's helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceKnightIron.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceKnightIron.png,NA,Yes,NFS,3750.0,103.0,Gray,Gray,1x1,NA,Crafting,,All Year,No,Cool,fairy tale; goth,1.0,HeadFullFace,No,Not for sale,1.0.0,1.0.0,CapFullfaceKnightIron,686.0,5334.0,ChakqZJq8igZjNDcH
knit cap with earflaps,https://acnhcdn.com/latest/ClosetIcon/CapBangsEarknit6.png,https://acnhcdn.com/latest/FtrIcon/CapBangsEarknit6.png,Gray,No,1000.0,250.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,1.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsEarknit6,713.0,10949.0,F3qyTm7oAHPfLcvEC
knit cap with earflaps,https://acnhcdn.com/latest/ClosetIcon/CapBangsEarknit4.png,https://acnhcdn.com/latest/FtrIcon/CapBangsEarknit4.png,Ruby red,No,1000.0,250.0,51.0,Red,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,2.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsEarknit4,713.0,10947.0,bXKhWsH9bw8dQmZ7z
knit cap with earflaps,https://acnhcdn.com/latest/ClosetIcon/CapBangsEarknit2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsEarknit2.png,Pink,No,1000.0,250.0,51.0,Pink,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,3.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsEarknit2,713.0,10945.0,wRH25f3yhqqmvTqcC
knit cap with earflaps,https://acnhcdn.com/latest/ClosetIcon/CapBangsEarknit5.png,https://acnhcdn.com/latest/FtrIcon/CapBangsEarknit5.png,Moss green,No,1000.0,250.0,51.0,Green,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,4.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsEarknit5,713.0,10948.0,8QmQoKrircphQa33a
knit cap with earflaps,https://acnhcdn.com/latest/ClosetIcon/CapBangsEarknit3.png,https://acnhcdn.com/latest/FtrIcon/CapBangsEarknit3.png,Green,No,1000.0,250.0,51.0,Green,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Cute,everyday; comfy,5.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsEarknit3,713.0,10946.0,qiEhhb3haazYea64f
knit cap with earflaps,https://acnhcdn.com/latest/ClosetIcon/CapBangsEarknit1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsEarknit1.png,Blue,No,1000.0,250.0,51.0,Blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,6.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsEarknit1,713.0,10944.0,AWfqpyaXXNkjTrDRu
knit cap with earflaps,https://acnhcdn.com/latest/ClosetIcon/CapBangsEarknit0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsEarknit0.png,Beige,No,1000.0,250.0,51.0,Beige,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,7.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsEarknit0,713.0,5370.0,RzwgjozkxRLE9GEyk
knit hat,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcap1.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcap1.png,White,No,560.0,140.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy; comfy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcap1,597.0,6880.0,puALkP9K5hCSFy95L
knit hat,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcap2.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcap2.png,Gray,No,560.0,140.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy; comfy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcap2,597.0,6881.0,iCgkEpcFSWEmJGemk
knit hat,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcap0.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcap0.png,Black,No,560.0,140.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy; comfy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcap0,597.0,5146.0,r4pSeABL8qCqDhJJE
knit hat,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcap4.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcap4.png,Red,No,560.0,140.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy; comfy,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcap4,597.0,11731.0,wphjM65y7bFkauqKs
knit hat,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcap7.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcap7.png,Pink,No,560.0,140.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy; comfy,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcap7,597.0,11734.0,SaqCM6GsWHfhuDgHR
